"","query","Gene_Name","Description","def_short","source","perc_ident","Heatmap_Label","CellularComponent","MolecularFunction","Heatmap_Label_short","baseMean","log2FoldChange","lfcSE","pvalue","padj","pathway"
"11","Pocillopora_acuta_HIv2___RNAseq.g3322.t1","Dlx","Homeobox protein Dlx","Hox Dlx","He_etal_2023",41.346,"Hox Dlx4a","nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]","Hox Dlx4a",1641.02979850087,12.6456619681149,3.20327538359614,3.67731063935851e-11,2.68629399432735e-09,"HOX"
"12","Pocillopora_acuta_HIv2___RNAseq.g614.t1","Six4/5","Homeobox protein SIX4/5","Hox SIX4/5","He_etal_2023",60.173,"Hox SIX4","cytoplasm [GO:0005737]; nucleus [GO:0005634]","DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]","Hox SIX4",2049.65500897357,-3.36555886055331,1.87396037674365,0.000168570952964929,0.00128733382454315,"HOX"
"13","Pocillopora_acuta_HIv2___RNAseq.g615.t1","Six3/6","aboral marker DuBuc2018","Six3/6","DuBuc_etal_2018",77.679,"Hox SIX6","chromatin [GO:0000785]; nucleus [GO:0005634]; transcription regulator complex [GO:0005667]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]","Hox SIX6",1155.86311621051,-0.904279861780123,1.45187339330914,0.00582391229452192,0.0264587520491946,"HOX"
"14","Pocillopora_acuta_HIv2___RNAseq.g9587.t1","OtxC","Homeobox protein OTX1","Hox OTX1","He_etal_2023",72.222,"Hox OTX2-A","nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]","Hox OTX2-A",1162.93007755643,-1.48279332659597,1.62787083952595,0.0164864241525906,0.0632686757609632,"HOX"
"15","Pocillopora_acuta_HIv2___RNAseq.g9588.t1","OtxB","Homeobox protein OTX1 B","Hox OTX1 B","He_etal_2023",45.755,"Hox otx5-B","nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]","Hox otx5-B",10129.8808156182,-12.6358761317567,2.8793424977771,1.99827164291061e-17,1.92686673620393e-14,"HOX"
"16","Pocillopora_acuta_HIv2___TS.g15143.t1","B-H1","Homeobox protein B-H1","Hox B-H1","He_etal_2023",38.798,"BarH-like 2 Hox","chromatin [GO:0000785]; nucleus [GO:0005634]","DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific double-stranded DNA binding [GO:1990837]","BarH-like 2 Hox",521.867910810169,-0.12062663742055,1.01220068432513,0.0144460783245006,0.0568047051149186,"HOX"
"17","Pocillopora_acuta_HIv2___TS.g25076.t1","Anthox6a","Homeobox protein Anthox6a","Hox Anthox6a","He_etal_2023",54.808,"Hox HOX3","nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]","Hox HOX3",2172.4211916676,-0.353735826306081,0.662060715022991,0.448215141377079,0.690046174015761,"HOX"
"18","Pocillopora_acuta_HIv2___RNAseq.g27038.t1",NA,NA,NA,NA,28.205,"Wnt-7a","cell surface [GO:0009986]; endoplasmic reticulum lumen [GO:0005788]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; glutamatergic synapse [GO:0098978]; presynapse [GO:0098793]; Schaffer collateral - CA1 synapse [GO:0098685]","cytokine activity [GO:0005125]; frizzled binding [GO:0005109]; signaling receptor binding [GO:0005102]","Wnt-7a",1882.71411858623,-16.9202428308059,3.9804471967516,1.68085400573769e-19,8.10395744632998e-16,"WNT"
"19","Pocillopora_acuta_HIv2___TS.g18104.t1",NA,NA,NA,NA,26.347,"Wnt-8b","extracellular space [GO:0005615]","cytokine activity [GO:0005125]; frizzled binding [GO:0005109]","Wnt-8b",1967.6090074664,-16.9318271063564,4.00057993657467,4.25166084721889e-19,1.22992044988348e-15,"WNT"
"20","Pocillopora_acuta_HIv2___RNAseq.g3832.t1",NA,NA,NA,NA,69.663,"Diencephalon/mesencephalon Hox 1-B","nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]","Diencephalon/mesencephalon
Hox 1-B",4681.36281946371,-12.4785131185064,2.35137496049029,5.40689841764502e-18,8.33689389499862e-15,"HOX"
"21","Pocillopora_acuta_HIv2___TS.g18100.t1",NA,NA,NA,NA,29.433,"Wnt-8b","extracellular space [GO:0005615]","cytokine activity [GO:0005125]; frizzled binding [GO:0005109]","Wnt-8b",8027.26641448667,-10.5325438014964,1.84962012085678,2.79883651727368e-16,1.61929485543386e-13,"WNT"
"22","Pocillopora_acuta_HIv2___RNAseq.22067_t",NA,NA,NA,NA,48.182,"Wnt-2b","extracellular space [GO:0005615]","cytokine activity [GO:0005125]; frizzled binding [GO:0005109]","Wnt-2b",613.52482329882,14.1077314167004,3.58502659999675,6.56876187276997e-14,1.37696480764848e-11,"WNT"
"23","Pocillopora_acuta_HIv2___TS.7324_t",NA,NA,NA,NA,38.542,"Hox koza","nucleus [GO:0005634]","DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]","Hox koza",804.567793162316,-12.3213566922495,3.20578436091942,2.12691271540615e-11,1.7186405315997e-09,"HOX"
"24","Pocillopora_acuta_HIv2___TS.g19999.t1",NA,NA,NA,NA,38.428,"Retinal Hox Rx2","nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]","Retinal Hox Rx2",1687.93854435584,9.05658595236829,3.36033976952079,5.8742889798686e-10,2.59833993286909e-08,"HOX"
"25","Pocillopora_acuta_HIv2___RNAseq.g26050.t1",NA,NA,NA,NA,30.515,"Secreted frizzled-related protein 3","cytoplasm [GO:0005737]; extracellular space [GO:0005615]","Wnt-protein binding [GO:0017147]","Secreted frizzled-related
protein 3",4356.96245780312,-7.6887690737224,2.34576841765226,3.5111621223664e-09,1.19214668868328e-07,"WNT"
"26","Pocillopora_acuta_HIv2___RNAseq.g16169.t1",NA,NA,NA,NA,52.063,"LIM/Hox Lhx1","nucleus [GO:0005634]; transcription regulator complex [GO:0005667]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; transcription coregulator binding [GO:0001221]; zinc ion binding [GO:0008270]","LIM/Hox Lhx1",850.974397506806,1.17458721521076,2.25318399238969,1.51735983555135e-07,3.11748475304185e-06,"HOX"
"27","Pocillopora_acuta_HIv2___RNAseq.g29984.t1",NA,NA,NA,NA,44.092,"Wnt-2b-A","extracellular space [GO:0005615]","cytokine activity [GO:0005125]; frizzled binding [GO:0005109]","Wnt-2b-A",336.568885572805,8.17441836740654,3.69590848779681,1.67602828101104e-06,2.46613154186609e-05,"WNT"
"28","Pocillopora_acuta_HIv2___TS.g4502.t1",NA,NA,NA,NA,55.914,"Hox Nkx-2.4","nucleus [GO:0005634]","DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]","Hox Nkx-2.4",763.584684634566,-0.244137663173367,1.04747906048217,2.60785948082459e-06,3.61649851684055e-05,"HOX"
"29","Pocillopora_acuta_HIv2___RNAseq.g938.t1",NA,NA,NA,NA,59.375,"Hox Nkx-2.2","nucleus [GO:0005634]","cis-regulatory region sequence-specific DNA binding [GO:0000987]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]","Hox Nkx-2.2",1031.71969072538,-0.442079302570215,1.1454141699932,6.07025833125947e-06,7.45966155508385e-05,"HOX"
"30","Pocillopora_acuta_HIv2___RNAseq.g17573.t1",NA,NA,NA,NA,31.579,"Hox Hox-D1","nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]","Hox Hox-D1",2170.58915866496,-2.44941999756288,0.614476107567169,6.50995875263467e-06,7.94599522346902e-05,"HOX"
"31","Pocillopora_acuta_HIv2___RNAseq.g21827.t1a",NA,NA,NA,NA,56.338,"Hox not2","nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]","Hox not2",526.545701927377,0.47798307859525,1.11966637899458,7.17250705243362e-06,8.61613322967101e-05,"HOX"
"32","Pocillopora_acuta_HIv2___RNAseq.g27045.t1b",NA,NA,NA,NA,33.544,"Wnt-7b","endocytic vesicle membrane [GO:0030666]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; plasma membrane [GO:0005886]","cytokine activity [GO:0005125]; frizzled binding [GO:0005109]; receptor ligand activity [GO:0048018]","Wnt-7b",233.122217830288,-0.578306056985713,1.26317775681402,1.2292123685961e-05,0.000136869343336213,"WNT"
"33","Pocillopora_acuta_HIv2___RNAseq.g565.t1",NA,NA,NA,NA,59.398,"Frizzled-5","axon [GO:0030424]; bicellular tight junction [GO:0005923]; cell surface [GO:0009986]; clathrin-coated endocytic vesicle membrane [GO:0030669]; dendrite [GO:0030425]; early endosome membrane [GO:0031901]; Golgi membrane [GO:0000139]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; synapse [GO:0045202]","amyloid-beta binding [GO:0001540]; G protein-coupled receptor activity [GO:0004930]; lipid binding [GO:0008289]; protein kinase binding [GO:0019901]; protein-containing complex binding [GO:0044877]; ubiquitin protein ligase binding [GO:0031625]; Wnt receptor activity [GO:0042813]; Wnt-protein binding [GO:0017147]","Frizzled-5",2194.070175455,-4.48779685652995,2.39676264576722,2.48852463381487e-05,0.000249438810142053,"WNT"
"34","Pocillopora_acuta_HIv2___RNAseq.g434.t1",NA,NA,NA,NA,59.804,"Frizzled-5","Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]","G protein-coupled receptor activity [GO:0004930]; Wnt receptor activity [GO:0042813]; Wnt-protein binding [GO:0017147]","Frizzled-5",4373.17759770191,-2.97383673782484,1.04073474803859,4.13409817569587e-05,0.000388536464919218,"WNT"
"35","Pocillopora_acuta_HIv2___RNAseq.g8876.t1",NA,NA,NA,NA,63.934,"Hox not2","nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]","Hox not2",28.7330248390001,8.48032881341657,3.61103005475825,0.000123180248012872,0.000992578889837426,"HOX"
"36","Pocillopora_acuta_HIv2___RNAseq.g20778.t1",NA,NA,NA,NA,62.5,"NADPH-dependent 3-demethoxyubiquinone 3-hydroxylase, mitochondrial","extrinsic component of mitochondrial inner membrane [GO:0031314]; mitochondrial inner membrane [GO:0005743]; nucleus [GO:0005634]; ubiquinone biosynthesis complex [GO:0110142]","3-demethoxyubiquinol 3-hydroxylase activity [GO:0008682]; 3-demethoxyubiquinone 3-hydroxylase (NADH) activity [GO:0160224]; metal ion binding [GO:0046872]","NADPH-dependent
3-demethoxyubiquinone
3-hydroxylase,
mitochondrial",478.955044375113,0.239288608972945,1.03933756868549,0.00018646951865657,0.00140473704054616,"HOX"
"37","Pocillopora_acuta_HIv2___RNAseq.g27039.t1",NA,NA,NA,NA,28.881,"Wnt-8b","extracellular space [GO:0005615]","cytokine activity [GO:0005125]; frizzled binding [GO:0005109]","Wnt-8b",5675.97667964296,-3.27738985231532,1.51829336754077,0.000392789032393909,0.00266853009137881,"WNT"
"38","Pocillopora_acuta_HIv2___RNAseq.g9589.t2",NA,NA,NA,NA,64.348,"Hox OTX1 B","nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]","Hox OTX1 B",2396.75766737527,-2.89542954337278,1.91889589915309,0.000930811973768748,0.00552679162093233,"HOX"
"39","Pocillopora_acuta_HIv2___RNAseq.g18481.t1",NA,NA,NA,NA,47.764,"Frizzled-10-A","extracellular space [GO:0005615]; plasma membrane [GO:0005886]","G protein-coupled receptor activity [GO:0004930]; Wnt-protein binding [GO:0017147]","Frizzled-10-A",1297.40841625079,0.794684001447235,1.33031120604677,0.000947955991883539,0.00560328380327074,"WNT"
"40","Pocillopora_acuta_HIv2___RNAseq.g27047.t1",NA,NA,NA,NA,33.837,"Wnt-8a","apoptotic body [GO:0097189]; cell surface [GO:0009986]; extracellular space [GO:0005615]","cytokine activity [GO:0005125]; frizzled binding [GO:0005109]","Wnt-8a",2115.7622800643,-2.4429863423795,2.43959709464271,0.00112856143605547,0.006498213619071,"WNT"
"41","Pocillopora_acuta_HIv2___RNAseq.g21912.t1",NA,NA,NA,NA,61.486,"Hox HMX3","nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]","Hox HMX3",1446.16922174492,2.38516629899951,2.51225604225446,0.0018646696575336,0.0100150694120186,"HOX"
"42","Pocillopora_acuta_HIv2___RNAseq.g9023.t1",NA,NA,NA,NA,48.485,"LIM/Hox Lhx3","chromatin [GO:0000785]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription regulator complex [GO:0005667]","DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; transcription cis-regulatory region binding [GO:0000976]; transcription coactivator binding [GO:0001223]; transcription coregulator binding [GO:0001221]; zinc ion binding [GO:0008270]","LIM/Hox Lhx3",88.8952854915738,0.649046275673749,1.21617654510055,0.00223921173687472,0.0117547527054052,"HOX"
"43","Pocillopora_acuta_HIv2___RNAseq.g10180.t1",NA,NA,NA,NA,63.559,"Hox Nkx-2.5","nucleus [GO:0005634]; protein-containing complex [GO:0032991]; protein-DNA complex [GO:0032993]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]","Hox Nkx-2.5",3100.04406047856,2.00519386552453,1.22646418574231,0.00301296971899429,0.0152232087762959,"HOX"
"44","Pocillopora_acuta_HIv2___RNAseq.g3636.t1",NA,NA,NA,NA,61.728,"Hox Hox-A3a","nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]","Hox Hox-A3a",130.196435642286,0.0826606462886849,1.02183601162394,0.00328555505282855,0.0163475295094985,"HOX"
"45","Pocillopora_acuta_HIv2___RNAseq.g942.t1",NA,NA,NA,NA,56.489,"Hox Nkx-2.2a","nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]","Hox Nkx-2.2a",2094.46903772343,-1.09488476431266,1.77506527147034,0.00375280569770091,0.0182517086790672,"HOX"
"46","Pocillopora_acuta_HIv2___RNAseq.g9585.t2",NA,NA,NA,NA,57.547,"Hox goosecoid","nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]","Hox goosecoid",373.987046538063,-0.144432951855453,1.02349750668396,0.00445152395403154,0.0210621009064809,"HOX"
"47","Pocillopora_acuta_HIv2___RNAseq.g22297.t1",NA,NA,NA,NA,38.125,"Wnt-8b","extracellular space [GO:0005615]","cytokine activity [GO:0005125]; frizzled binding [GO:0005109]","Wnt-8b",83.2445651431727,0.14704218198401,1.02379281013487,0.00483007569930855,0.0225872017183314,"WNT"
"48","Pocillopora_acuta_HIv2___RNAseq.g562.t1",NA,NA,NA,NA,58.696,"Frizzled-5","axon [GO:0030424]; bicellular tight junction [GO:0005923]; cell surface [GO:0009986]; dendrite [GO:0030425]; early endosome [GO:0005769]; glutamatergic synapse [GO:0098978]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; synapse [GO:0045202]","amyloid-beta binding [GO:0001540]; G protein-coupled receptor activity [GO:0004930]; lipid binding [GO:0008289]; protein kinase binding [GO:0019901]; protein-containing complex binding [GO:0044877]; ubiquitin protein ligase binding [GO:0031625]; Wnt receptor activity [GO:0042813]; Wnt-protein binding [GO:0017147]","Frizzled-5",543.010904142639,-1.90084254147383,1.54338366616688,0.00497585359466268,0.0231715216977466,"WNT"
"49","Pocillopora_acuta_HIv2___RNAseq.25025_t",NA,NA,NA,NA,26.984,"Frizzled-4","cell surface [GO:0009986]; cell-cell junction [GO:0005911]; cilium [GO:0005929]; dendrite [GO:0030425]; extracellular exosome [GO:0070062]; glutamatergic synapse [GO:0098978]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]","amyloid-beta binding [GO:0001540]; cytokine binding [GO:0019955]; cytokine receptor activity [GO:0004896]; G protein-coupled receptor activity [GO:0004930]; PDZ domain binding [GO:0030165]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein-containing complex binding [GO:0044877]; ubiquitin protein ligase binding [GO:0031625]; Wnt receptor activity [GO:0042813]; Wnt-protein binding [GO:0017147]","Frizzled-4",118.585364477546,0.214130065741027,1.02770536455891,0.010497366853002,0.0433687272670154,"WNT"
"50","Pocillopora_acuta_HIv2___TS.g16331.t2",NA,NA,NA,NA,39.695,"Wnt-6","cell surface [GO:0009986]; endocytic vesicle membrane [GO:0030666]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; plasma membrane [GO:0005886]","cytokine activity [GO:0005125]; frizzled binding [GO:0005109]","Wnt-6",80.2803488722644,-0.185481631334127,1.03228524029675,0.0219365319490346,0.0800428854971839,"WNT"
"51","Pocillopora_acuta_HIv2___RNAseq.g16384.t1",NA,NA,NA,NA,37.604,"Hox homothorax","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-DNA complex [GO:0032993]; RNA polymerase II transcription regulator complex [GO:0090575]; transcription regulator complex [GO:0005667]","cis-regulatory region sequence-specific DNA binding [GO:0000987]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription factor binding [GO:0140297]; protein heterodimerization activity [GO:0046982]; transcription coactivator binding [GO:0001223]","Hox homothorax",1618.48756955141,1.06892242572527,0.802062379419941,0.04898053556978,0.153433878830021,"HOX"
"52","Pocillopora_acuta_HIv2___TS.g20789.t1",NA,NA,NA,NA,49.234,"Frizzled-4","cell surface [GO:0009986]; cell-cell junction [GO:0005911]; cilium [GO:0005929]; dendrite [GO:0030425]; extracellular exosome [GO:0070062]; glutamatergic synapse [GO:0098978]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]","amyloid-beta binding [GO:0001540]; cytokine binding [GO:0019955]; cytokine receptor activity [GO:0004896]; G protein-coupled receptor activity [GO:0004930]; PDZ domain binding [GO:0030165]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein-containing complex binding [GO:0044877]; ubiquitin protein ligase binding [GO:0031625]; Wnt receptor activity [GO:0042813]; Wnt-protein binding [GO:0017147]","Frizzled-4",735.853988634448,0.878321989633078,1.16899198206539,0.049492766017772,0.154447328518027,"WNT"
"53","Pocillopora_acuta_HIv2___RNAseq.g13137.t1",NA,NA,NA,NA,34.462,"Hydrogenase maturation factor HoxX","","catalytic activity [GO:0003824]","Hydrogenase maturation
factor HoxX",184.024402228293,0.545491535516205,1.0859183289502,0.0763087406854902,0.214984344619192,"HOX"
"54","Pocillopora_acuta_HIv2___RNAseq.g9590.t1",NA,NA,NA,NA,76.623,"Hox OTX1","chromatin [GO:0000785]; nucleus [GO:0005634]","DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]","Hox OTX1",986.521976922242,-0.788160466668065,0.988310267809845,0.0911298080874746,0.244048554742813,"HOX"
"55","Pocillopora_acuta_HIv2___TS.g28329.t1",NA,NA,NA,NA,50.211,"Hox MSX-2","cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; transcription regulator complex [GO:0005667]","DNA binding [GO:0003677]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; transcription cis-regulatory region binding [GO:0000976]","Hox MSX-2",601.901419035169,-0.595230881065825,1.03659396634351,0.0920635254640501,0.245844853443487,"HOX"
