"","query","baseMean","log2FoldChange","lfcSE","pvalue","padj","Pdam_gene","List"
"11","Pocillopora_acuta_HIv2___RNAseq.g6836.t1",25.2147696725998,-7.73103171180336,4.08316733363929,0.000605554579239189,0.0038466145955712,"XP_027035675.1","immune"
"12","Pocillopora_acuta_HIv2___RNAseq.g3898.t1",1642.04256606246,-0.237565210192797,0.5938236817741,0.60280831231914,0.802633425315071,"XP_027035685.1","calicoblast"
"13","Pocillopora_acuta_HIv2___TS.g20872.t1",3265.82726500403,-0.516953135246238,0.583388897361587,0.267999122217564,0.511641901639653,"XP_027035720.1","calicoblast"
"14","Pocillopora_acuta_HIv2___RNAseq.g3780.t1",5713.7004064335,1.57473233631454,0.623786989913418,0.00245599117179588,0.0127461271291193,"XP_027035727.1","gastrodermis"
"15","Pocillopora_acuta_HIv2___RNAseq.g15280.t1",724.359240657232,0.333166579009846,1.07126827781745,0.193860177611093,0.414118093186657,"XP_027035733.1","calicoblast"
"16","Pocillopora_acuta_HIv2___RNAseq.g4317.t1",2383.03082407663,0.890311174823885,0.804557692648473,0.0921049998298786,0.245794597331986,"XP_027035758.1","immune"
"17","Pocillopora_acuta_HIv2___RNAseq.g4340.t1",1142.74261807826,0.46692192695999,0.931952989881788,0.302228370784614,0.550488748901733,"XP_027035762.1","gastrodermis_symbiont_containing"
"18","Pocillopora_acuta_HIv2___RNAseq.g15408.t1",273.674816434166,-9.41091753967175,2.54164611820029,3.17649043588583e-09,1.08105312152124e-07,"XP_027035841.1","immune"
"19","Pocillopora_acuta_HIv2___RNAseq.g27375.t1",1717.85519518142,1.17704636427683,1.40925744222988,0.0386892816904228,0.127413882142595,"XP_027035880.1","immune"
"20","Pocillopora_acuta_HIv2___RNAseq.g27375.t1",1717.85519518142,1.17704636427683,1.40925744222988,0.0386892816904228,0.127413882142595,"XP_027035881.1","immune"
"21","Pocillopora_acuta_HIv2___RNAseq.g27375.t1",1717.85519518142,1.17704636427683,1.40925744222988,0.0386892816904228,0.127413882142595,"XP_027035882.1","immune"
"22","Pocillopora_acuta_HIv2___RNAseq.g27375.t1",1717.85519518142,1.17704636427683,1.40925744222988,0.0386892816904228,0.127413882142595,"XP_027035883.1","immune"
"23","Pocillopora_acuta_HIv2___RNAseq.g27357.t1",1391.88920062642,0.0711294782850428,0.689061394832431,0.889222381356075,0.957218633553088,"XP_027035895.1","immune"
"24","Pocillopora_acuta_HIv2___RNAseq.g27357.t1",1391.88920062642,0.0711294782850428,0.689061394832431,0.889222381356075,0.957218633553088,"XP_027035896.1","immune"
"25","Pocillopora_acuta_HIv2___RNAseq.g27357.t1",1391.88920062642,0.0711294782850428,0.689061394832431,0.889222381356075,0.957218633553088,"XP_027035897.1","immune"
"26","Pocillopora_acuta_HIv2___RNAseq.g27357.t1",1391.88920062642,0.0711294782850428,0.689061394832431,0.889222381356075,0.957218633553088,"XP_027035898.1","immune"
"27","Pocillopora_acuta_HIv2___TS.g5778.t1a",562.887561063551,-0.125671426298918,0.901671577690451,0.699439107956009,0.862580506952666,"XP_027035905.1","cnidocyte"
"28","Pocillopora_acuta_HIv2___TS.g3642.t2",482.94746887095,0.224396497570373,0.991615788207049,0.370554539558619,0.620120428112445,"XP_027035932.1","immune"
"29","Pocillopora_acuta_HIv2___TS.g26859.t1",707.913678341461,0.607979321870057,0.742357593878065,0.219350107447783,0.450529142866848,"XP_027035935.1","gastrodermis_symbiont_containing"
"30","Pocillopora_acuta_HIv2___TS.g26859.t1",707.913678341461,0.607979321870057,0.742357593878065,0.219350107447783,0.450529142866848,"XP_027035936.1","gastrodermis_symbiont_containing"
"31","Pocillopora_acuta_HIv2___RNAseq.g28495.t1",7560.60632447015,0.741718483427701,0.579833637425071,0.119760267123882,0.29809198135946,"XP_027035956.1","immune"
"32","Pocillopora_acuta_HIv2___RNAseq.g27673.t1",3815.81336061895,-4.1545289888685,2.32518582051072,3.7807986422566e-05,0.000358123585865091,"XP_027035978.1","epidermis"
"33","Pocillopora_acuta_HIv2___RNAseq.g27673.t1",3815.81336061895,-4.1545289888685,2.32518582051072,3.7807986422566e-05,0.000358123585865091,"XP_027035979.1","epidermis"
"34","Pocillopora_acuta_HIv2___RNAseq.g27673.t1",3815.81336061895,-4.1545289888685,2.32518582051072,3.7807986422566e-05,0.000358123585865091,"XP_027035980.1","epidermis"
"35","Pocillopora_acuta_HIv2___RNAseq.g27673.t1",3815.81336061895,-4.1545289888685,2.32518582051072,3.7807986422566e-05,0.000358123585865091,"XP_027035981.1","epidermis"
"36","Pocillopora_acuta_HIv2___RNAseq.g20835.t1",122.217878055386,0.151447684514259,0.979688578399744,0.423945623972845,0.668186717352428,"XP_027036041.1","cnidocyte"
"37","Pocillopora_acuta_HIv2___TS.g27468.t2",6293.34531630355,1.15219992589268,0.653103250264519,0.0256098363370844,0.0908962490466186,"XP_027036043.1","calicoblast"
"38","Pocillopora_acuta_HIv2___TS.g27468.t2",6293.34531630355,1.15219992589268,0.653103250264519,0.0256098363370844,0.0908962490466186,"XP_027036044.1","calicoblast"
"39","Pocillopora_acuta_HIv2___TS.g27468.t2",6293.34531630355,1.15219992589268,0.653103250264519,0.0256098363370844,0.0908962490466186,"XP_027036045.1","calicoblast"
"40","Pocillopora_acuta_HIv2___TS.g3674.t2",395.348673852871,-0.425814387563135,1.08519195945722,0.00206190884116293,0.0109363584446574,"XP_027036070.1","gastrodermis"
"41","Pocillopora_acuta_HIv2___TS.g3674.t2",395.348673852871,-0.425814387563135,1.08519195945722,0.00206190884116293,0.0109363584446574,"XP_027036081.1","gastrodermis"
"42","Pocillopora_acuta_HIv2___TS.g3674.t2",395.348673852871,-0.425814387563135,1.08519195945722,0.00206190884116293,0.0109363584446574,"XP_027036088.1","gastrodermis"
"43","Pocillopora_acuta_HIv2___TS.g3674.t2",395.348673852871,-0.425814387563135,1.08519195945722,0.00206190884116293,0.0109363584446574,"XP_027036095.1","gastrodermis"
"44","Pocillopora_acuta_HIv2___RNAseq.g5643.t1",1353.41002982774,-0.593558547180234,1.1625030127265,0.0213975192904757,0.0782933769333265,"XP_027036121.1","cnidocyte"
"45","Pocillopora_acuta_HIv2___RNAseq.g1274.t1",255.64261169626,-11.9464515662305,3.98597500203418,2.67068555847474e-08,6.88570337215305e-07,"XP_027036157.1","immune"
"46","Pocillopora_acuta_HIv2___RNAseq.g1271.t1",658.672016147843,-0.939610969793737,1.52398953173898,0.000775941617854345,0.0047278956249571,"XP_027036162.1","gastrodermis_symbiont_containing"
"47","Pocillopora_acuta_HIv2___RNAseq.g1279.t1",1377.34242085965,0.797601390019981,1.13703603341172,0.109414431218496,0.279211420808809,"XP_027036166.1","immune"
"48","Pocillopora_acuta_HIv2___RNAseq.g15699.t1",865.146250204035,1.71662580573025,0.609079621534403,0.000945795163142316,0.00558783332363594,"XP_027036167.1","gastrodermis"
"49","Pocillopora_acuta_HIv2___RNAseq.g1273.t1",2144.39075430026,4.34688608720132,2.70433876536997,4.31206052799153e-05,0.000401866259515912,"XP_027036175.1","calicoblast"
"50","Pocillopora_acuta_HIv2___RNAseq.g25581.t1",661.642701954884,0.304728631553383,1.0197687858967,0.196699671169596,0.418269739160291,"XP_027036193.1","gastrodermis_symbiont_containing"
"51","Pocillopora_acuta_HIv2___RNAseq.g25581.t1",661.642701954884,0.304728631553383,1.0197687858967,0.196699671169596,0.418269739160291,"XP_027036194.1","gastrodermis_symbiont_containing"
"52","Pocillopora_acuta_HIv2___RNAseq.g7565.t1",1029.89598942962,0.49849171082372,0.882214762881311,0.245092668812158,0.483723702868609,"XP_027036196.1","calicoblast"
"53","Pocillopora_acuta_HIv2___RNAseq.g7565.t1",1029.89598942962,0.49849171082372,0.882214762881311,0.245092668812158,0.483723702868609,"XP_027036197.1","calicoblast"
"54","Pocillopora_acuta_HIv2___RNAseq.g2756.t1",4649.59640650448,0.124649998842086,0.496038722729978,0.773867920243773,0.902952478765331,"XP_027036234.1","calicoblast"
"55","Pocillopora_acuta_HIv2___RNAseq.g20998.t1",1024.01334114477,-0.0220213012372963,0.817911409787925,0.958201577421187,0.984472733402787,"XP_027036277.1","cnidocyte"
"56","Pocillopora_acuta_HIv2___RNAseq.g11232.t1",72.9949679934597,-0.923338945298602,1.67636200830608,9.78873335310812e-05,0.000816047488295999,"XP_027036295.1","cnidocyte"
"57","Pocillopora_acuta_HIv2___RNAseq.g9214.t1",307.387547517436,-0.145197641221108,0.805396019959959,0.70545150209882,0.865596413840968,"XP_027036300.1","gastrodermis_symbiont_containing"
"58","Pocillopora_acuta_HIv2___RNAseq.g11229.t1",490.193815273127,-0.343651701173672,0.987987084023279,0.198954945326651,0.421700517175363,"XP_027036306.1","cnidocyte"
"59","Pocillopora_acuta_HIv2___RNAseq.g9205.t1",827.357401534481,0.937692795107814,1.65562600649142,7.3493437401513e-08,1.64298157430523e-06,"XP_027036318.1","gastrodermis"
"60","Pocillopora_acuta_HIv2___RNAseq.g11231.t1",94.4697805747082,-0.386761191627835,1.10397661997342,0.00137540789986264,0.00767807790953808,"XP_027036320.1","cnidocyte"
"61","Pocillopora_acuta_HIv2___RNAseq.g22223.t1",3299.53487790587,0.201148732044787,0.68855786039635,0.673318726643277,0.847897979608382,"XP_027036326.1","gastrodermis"
"62","Pocillopora_acuta_HIv2___RNAseq.g3850.t1",396.631679546983,-0.868507387819336,1.41687202266935,0.022889322098735,0.0828126623003301,"XP_027036329.1","immune"
"63","Pocillopora_acuta_HIv2___TS.g20331.t1",1264.55579042055,-1.0896528610414,1.20991595553999,0.0329276317360226,0.111773120260462,"XP_027036333.1","immune"
"64","Pocillopora_acuta_HIv2___RNAseq.g3850.t1",396.631679546983,-0.868507387819336,1.41687202266935,0.022889322098735,0.0828126623003301,"XP_027036338.1","immune"
"65","Pocillopora_acuta_HIv2___TS.g24844.t1",693.736628549544,1.39004102472214,1.58076375405307,0.0200400245502318,0.074341860757772,"XP_027036345.1","immune"
"66","Pocillopora_acuta_HIv2___RNAseq.g27033.t2a",2101.49950788678,-1.3277512885353,0.703362749337471,0.0137008364782367,0.0542334151125383,"XP_027036351.1","gastrodermis_symbiont_containing"
"67","Pocillopora_acuta_HIv2___RNAseq.g27033.t2a",2101.49950788678,-1.3277512885353,0.703362749337471,0.0137008364782367,0.0542334151125383,"XP_027036352.1","gastrodermis_symbiont_containing"
"68","Pocillopora_acuta_HIv2___RNAseq.g27022.t1",1176.16342223307,10.2036646312793,3.27314159987936,6.63706093266596e-11,4.12010512146268e-09,"XP_027036386.1","calicoblast"
"69","Pocillopora_acuta_HIv2___RNAseq.g27023.t1",1089.26043734581,7.9697534394658,4.84542539346834,1.08756720263904e-09,4.39401453043883e-08,"XP_027036387.1","calicoblast"
"70","Pocillopora_acuta_HIv2___RNAseq.g2515.t1",2231.16190152563,0.0557196913208364,0.617940018125073,0.92314497456027,0.97136395402588,"XP_027036432.1","calicoblast"
"71","Pocillopora_acuta_HIv2___RNAseq.g2515.t1",2231.16190152563,0.0557196913208364,0.617940018125073,0.92314497456027,0.97136395402588,"XP_027036433.1","calicoblast"
"72","Pocillopora_acuta_HIv2___RNAseq.g2512.t1",494.517378153986,-0.367026844811086,1.0754883684221,0.0737521299396464,0.209043858014314,"XP_027036436.1","gastrodermis_symbiont_containing"
"73","Pocillopora_acuta_HIv2___RNAseq.g2524.t1",745.872651896893,-0.163678628132251,0.928870499498461,0.668173388803974,0.844795445424884,"XP_027036453.1","calicoblast"
"74","Pocillopora_acuta_HIv2___RNAseq.g2524.t1",745.872651896893,-0.163678628132251,0.928870499498461,0.668173388803974,0.844795445424884,"XP_027036454.1","calicoblast"
"75","Pocillopora_acuta_HIv2___RNAseq.g2516.t1",39591.9470375804,-0.0544962209708974,0.487843239693499,0.890857065080938,0.957876642085242,"XP_027036456.1","epidermis"
"76","Pocillopora_acuta_HIv2___RNAseq.g2330.t1c",520.829946713565,-0.314250912388852,1.05303744764539,0.00057888653461478,0.00370815537496376,"XP_027036474.1","gastrodermis_symbiont_containing"
"77","Pocillopora_acuta_HIv2___RNAseq.g25983.t1",2307.73099069103,-0.500922890267008,0.717278120105434,0.294524467086307,0.541613903558093,"XP_027036538.1","gastrodermis_symbiont_containing"
"78","Pocillopora_acuta_HIv2___RNAseq.g16276.t1",1842.9405002034,-0.325646604200063,0.784720913819521,0.552790309461881,0.768508173400293,"XP_027036581.1","immune"
"79","Pocillopora_acuta_HIv2___RNAseq.g16253.t1",4198.37050862845,-0.427869077298712,0.612440048385375,0.359909825064444,0.61007098438206,"XP_027036616.1","calicoblast"
"80","Pocillopora_acuta_HIv2___RNAseq.g3826.t1",12381.153714469,2.77026385764369,0.803614557131352,1.96506461318958e-05,0.000204186024175102,"XP_027036617.1","gastrodermis"
"81","Pocillopora_acuta_HIv2___RNAseq.g16274.t1",2066.54547713925,0.93289741109837,1.5131046439572,0.00362382463363859,0.0177197429009292,"XP_027036621.1","calicoblast"
"82","Pocillopora_acuta_HIv2___RNAseq.g2037.t1",67.5959589518068,2.68919835097806,1.00264363104863,0.000321915075368518,0.00224178124705356,"XP_027036625.1","calicoblast"
"83","Pocillopora_acuta_HIv2___RNAseq.g14263.t1",733.46537957858,0.199454938128531,0.638456195098134,0.67878738501639,0.850974565191095,"XP_027036629.1","immune"
"84","Pocillopora_acuta_HIv2___RNAseq.g16289.t1",2266.18752180988,0.0264056922098002,0.905726861514192,0.978010124903215,0.992220049005353,"XP_027036631.1","gastrodermis_symbiont_containing"
"85","Pocillopora_acuta_HIv2___RNAseq.g16289.t1",2266.18752180988,0.0264056922098002,0.905726861514192,0.978010124903215,0.992220049005353,"XP_027036632.1","gastrodermis_symbiont_containing"
"86","Pocillopora_acuta_HIv2___TS.g26377.t1",5664.10263438972,0.142030096927713,0.569729979362265,0.764894342709866,0.8977143600256,"XP_027036644.1","immune"
"87","Pocillopora_acuta_HIv2___RNAseq.g3876.t1",2802.58645666234,0.686856398129163,0.568993956164616,0.141214401586494,0.335500181430198,"XP_027036668.1","calicoblast"
"88","Pocillopora_acuta_HIv2___RNAseq.g3876.t1",2802.58645666234,0.686856398129163,0.568993956164616,0.141214401586494,0.335500181430198,"XP_027036676.1","calicoblast"
"89","Pocillopora_acuta_HIv2___RNAseq.g14742.t1",3742.83182337158,1.41273992626597,0.861800060569,0.0157703986671583,0.0609086906066161,"XP_027036690.1","gastrodermis"
"90","Pocillopora_acuta_HIv2___RNAseq.g14742.t1",3742.83182337158,1.41273992626597,0.861800060569,0.0157703986671583,0.0609086906066161,"XP_027036691.1","gastrodermis"
"91","Pocillopora_acuta_HIv2___RNAseq.g14742.t1",3742.83182337158,1.41273992626597,0.861800060569,0.0157703986671583,0.0609086906066161,"XP_027036692.1","gastrodermis"
"92","Pocillopora_acuta_HIv2___RNAseq.g14742.t1",3742.83182337158,1.41273992626597,0.861800060569,0.0157703986671583,0.0609086906066161,"XP_027036693.1","gastrodermis"
"93","Pocillopora_acuta_HIv2___RNAseq.g14742.t1",3742.83182337158,1.41273992626597,0.861800060569,0.0157703986671583,0.0609086906066161,"XP_027036694.1","gastrodermis"
"94","Pocillopora_acuta_HIv2___RNAseq.g14742.t1",3742.83182337158,1.41273992626597,0.861800060569,0.0157703986671583,0.0609086906066161,"XP_027036695.1","gastrodermis"
"95","Pocillopora_acuta_HIv2___TS.g19999.t1",1687.93854435584,-8.63108345635179,3.3987839366621,5.88872393570041e-10,2.55726430025028e-08,"XP_027036714.1","immune"
"96","Pocillopora_acuta_HIv2___TS.g19999.t1",1687.93854435584,-8.63108345635179,3.3987839366621,5.88872393570041e-10,2.55726430025028e-08,"XP_027036715.1","immune"
"97","Pocillopora_acuta_HIv2___TS.g19999.t1",1687.93854435584,-8.63108345635179,3.3987839366621,5.88872393570041e-10,2.55726430025028e-08,"XP_027036716.1","immune"
"98","Pocillopora_acuta_HIv2___TS.g19999.t1",1687.93854435584,-8.63108345635179,3.3987839366621,5.88872393570041e-10,2.55726430025028e-08,"XP_027036717.1","immune"
"99","Pocillopora_acuta_HIv2___TS.g19988.t1",141.406931162774,-11.5771967021503,3.63121254349769,7.11864158189104e-09,2.16310991261496e-07,"XP_027036736.1","calicoblast"
"100","Pocillopora_acuta_HIv2___RNAseq.g28740.t1",514.300555659294,-0.517421234332658,1.14186500114679,1.28777873158309e-05,0.000142295122793108,"XP_027036759.1","immune"
"101","Pocillopora_acuta_HIv2___RNAseq.g14752.t1",1019.69747047368,0.135230210629391,0.760706172139122,0.762207308229216,0.896233355518038,"XP_027036760.1","cnidocyte"
"102","Pocillopora_acuta_HIv2___RNAseq.g2566.t1c",158.621792210296,-0.135036322791285,0.869063458795845,0.692701862199354,0.85904909672647,"XP_027036797.1","cnidocyte"
"103","Pocillopora_acuta_HIv2___TS.g28751.t1",644.131154091266,-0.593884850877772,0.990469679420403,0.131464310471848,0.319204261652645,"XP_027036841.1","gastrodermis_symbiont_containing"
"104","Pocillopora_acuta_HIv2___RNAseq.g3532.t1",2305.54393704525,-1.81849863414643,1.15645760699089,0.00649370077314835,0.0290070685555336,"XP_027036871.1","calicoblast"
"105","Pocillopora_acuta_HIv2___RNAseq.g3529.t1",4054.08822023664,-0.680177559020438,0.557604531237719,0.139595811489362,0.332746190943304,"XP_027036872.1","immune"
"106","Pocillopora_acuta_HIv2___RNAseq.g3529.t1",4054.08822023664,-0.680177559020438,0.557604531237719,0.139595811489362,0.332746190943304,"XP_027036873.1","immune"
"107","Pocillopora_acuta_HIv2___RNAseq.g3546.t1",4598.01164612165,-0.562363400273563,0.518691386395955,0.203016503210417,0.427126213360349,"XP_027036891.1","immune"
"108","Pocillopora_acuta_HIv2___RNAseq.g3546.t1",4598.01164612165,-0.562363400273563,0.518691386395955,0.203016503210417,0.427126213360349,"XP_027036892.1","immune"
"109","Pocillopora_acuta_HIv2___RNAseq.g3546.t1",4598.01164612165,-0.562363400273563,0.518691386395955,0.203016503210417,0.427126213360349,"XP_027036893.1","immune"
"110","Pocillopora_acuta_HIv2___RNAseq.g3546.t1",4598.01164612165,-0.562363400273563,0.518691386395955,0.203016503210417,0.427126213360349,"XP_027036894.1","immune"
"111","Pocillopora_acuta_HIv2___RNAseq.g3546.t1",4598.01164612165,-0.562363400273563,0.518691386395955,0.203016503210417,0.427126213360349,"XP_027036895.1","immune"
"112","Pocillopora_acuta_HIv2___RNAseq.g3546.t1",4598.01164612165,-0.562363400273563,0.518691386395955,0.203016503210417,0.427126213360349,"XP_027036896.1","immune"
"113","Pocillopora_acuta_HIv2___RNAseq.g3546.t1",4598.01164612165,-0.562363400273563,0.518691386395955,0.203016503210417,0.427126213360349,"XP_027036897.1","immune"
"114","Pocillopora_acuta_HIv2___RNAseq.g3546.t1",4598.01164612165,-0.562363400273563,0.518691386395955,0.203016503210417,0.427126213360349,"XP_027036898.1","immune"
"115","Pocillopora_acuta_HIv2___RNAseq.g3546.t1",4598.01164612165,-0.562363400273563,0.518691386395955,0.203016503210417,0.427126213360349,"XP_027036899.1","immune"
"116","Pocillopora_acuta_HIv2___RNAseq.g3546.t1",4598.01164612165,-0.562363400273563,0.518691386395955,0.203016503210417,0.427126213360349,"XP_027036900.1","immune"
"117","Pocillopora_acuta_HIv2___RNAseq.g3546.t1",4598.01164612165,-0.562363400273563,0.518691386395955,0.203016503210417,0.427126213360349,"XP_027036901.1","immune"
"118","Pocillopora_acuta_HIv2___RNAseq.g3546.t1",4598.01164612165,-0.562363400273563,0.518691386395955,0.203016503210417,0.427126213360349,"XP_027036902.1","immune"
"119","Pocillopora_acuta_HIv2___RNAseq.g3546.t1",4598.01164612165,-0.562363400273563,0.518691386395955,0.203016503210417,0.427126213360349,"XP_027036903.1","immune"
"120","Pocillopora_acuta_HIv2___RNAseq.g3546.t1",4598.01164612165,-0.562363400273563,0.518691386395955,0.203016503210417,0.427126213360349,"XP_027036904.1","immune"
"121","Pocillopora_acuta_HIv2___RNAseq.g3538.t2",4833.27402863448,0.0859025012702717,0.648105125688006,0.861664885773933,0.946039236969346,"XP_027036910.1","gastrodermis_symbiont_containing"
"122","Pocillopora_acuta_HIv2___RNAseq.g3538.t2",4833.27402863448,0.0859025012702717,0.648105125688006,0.861664885773933,0.946039236969346,"XP_027036911.1","gastrodermis_symbiont_containing"
"123","Pocillopora_acuta_HIv2___RNAseq.g7588.t2",4720.29364621566,-0.0894438677781376,0.504981129525863,0.834644548633406,0.933744528260743,"XP_027036920.1","epidermis"
"124","Pocillopora_acuta_HIv2___RNAseq.g7585.t1",4729.51343393641,-2.18579440040787,0.771330210212334,0.000319667339577858,0.00222827392754416,"XP_027036943.1","calicoblast"
"125","Pocillopora_acuta_HIv2___RNAseq.g7614.t1",994.766941120815,-0.506747149479839,0.657084315775293,0.29292202510012,0.539885475332678,"XP_027036949.1","immune"
"126","Pocillopora_acuta_HIv2___RNAseq.g7614.t1",994.766941120815,-0.506747149479839,0.657084315775293,0.29292202510012,0.539885475332678,"XP_027036951.1","immune"
"127","Pocillopora_acuta_HIv2___RNAseq.g7618.t1",326.496348298609,-3.5911969495824,3.93429901884987,4.04217776976431e-05,0.000380638406652805,"XP_027036952.1","immune"
"128","Pocillopora_acuta_HIv2___RNAseq.g7609.t1",333.82420849499,-0.749355522487342,1.24916405069636,0.0186501428088504,0.0701575203087677,"XP_027036956.1","immune"
"129","Pocillopora_acuta_HIv2___RNAseq.g7609.t1",333.82420849499,-0.749355522487342,1.24916405069636,0.0186501428088504,0.0701575203087677,"XP_027036957.1","immune"
"130","Pocillopora_acuta_HIv2___RNAseq.g7609.t1",333.82420849499,-0.749355522487342,1.24916405069636,0.0186501428088504,0.0701575203087677,"XP_027036958.1","immune"
"131","Pocillopora_acuta_HIv2___RNAseq.g17237.t2",853.700024323709,0.110179276166866,0.894656213282054,0.775147271227462,0.903224855476839,"XP_027036976.1","immune"
"132","Pocillopora_acuta_HIv2___RNAseq.g17236.t1",86.7427442155141,-6.36766554505924,2.051250551308,9.58362523087639e-07,1.51329208885804e-05,"XP_027036977.1","immune"
"133","Pocillopora_acuta_HIv2___RNAseq.g17218.t1",282.939323584635,-0.257779966414554,1.05607108136256,0.00147126514531368,0.00814404097275816,"XP_027037016.1","cnidocyte"
"134","Pocillopora_acuta_HIv2___RNAseq.g12797.t1",419.974141742339,-0.316206451437228,1.05052586524335,0.000130771825803718,0.00104282746345749,"XP_027037068.1","immune"
"135","Pocillopora_acuta_HIv2___RNAseq.g24371.t1",354.722783296982,-0.254883273199349,1.05275467807394,0.00014338255038663,0.00112588773550066,"XP_027037096.1","cnidocyte"
"136","Pocillopora_acuta_HIv2___RNAseq.g3962.t1",3362.3413514735,0.0894234436184621,0.753870232004624,0.854892005468355,0.943185199625804,"XP_027037119.1","calicoblast"
"137","Pocillopora_acuta_HIv2___RNAseq.g3953.t1",692.585193651295,0.497617183384951,0.928459359460769,0.251047330243431,0.491771943556762,"XP_027037127.1","immune"
"138","Pocillopora_acuta_HIv2___RNAseq.g31255.t1",273.71506508512,-0.00790840130284235,1.0143028843895,0.315264123740102,0.564563610966551,"XP_027037139.1","cnidocyte"
"139","Pocillopora_acuta_HIv2___RNAseq.g11415.t1",547.61410132489,-0.507116749851127,1.0178881628943,0.120856786360923,0.299995290531043,"XP_027037146.1","immune"
"140","Pocillopora_acuta_HIv2___RNAseq.g4756.t1",150.538753447664,-0.0487349601463677,1.00079878387899,0.817841834938799,0.924666950719517,"XP_027037168.1","immune"
"141","Pocillopora_acuta_HIv2___TS.g7845.t1",624.395249472847,1.80456699237365,0.946421071366784,0.00398245985934691,0.0191943683457493,"XP_027037170.1","gastrodermis_symbiont_containing"
"142","Pocillopora_acuta_HIv2___TS.g7845.t1",624.395249472847,1.80456699237365,0.946421071366784,0.00398245985934691,0.0191943683457493,"XP_027037171.1","gastrodermis_symbiont_containing"
"143","Pocillopora_acuta_HIv2___RNAseq.g4742.t1",397.18145541112,1.40725075293885,0.999804818639868,0.0172609141976059,0.065787052161837,"XP_027037175.1","gastrodermis"
"144","Pocillopora_acuta_HIv2___RNAseq.g23078.t1",6173.99417182848,0.402597660212302,0.522586659440154,0.364825785233672,0.614986399605068,"XP_027037235.1","immune"
"145","Pocillopora_acuta_HIv2___RNAseq.g7795.t1",1520.43254105957,-0.947698537767442,0.996629690908198,0.0732808546942428,0.208046651068775,"XP_027037255.1","calicoblast"
"146","Pocillopora_acuta_HIv2___TS.g6347.t1a",487.313613854104,-0.060447681982507,0.929026159643999,0.868169851112183,0.948237852213449,"XP_027037257.1","cnidocyte"
"147","Pocillopora_acuta_HIv2___RNAseq.g15312.t1",1071.59902944729,-0.41110414336141,1.0986614807366,0.0991556808926491,0.259910795293816,"XP_027037311.1","immune"
"148","Pocillopora_acuta_HIv2___RNAseq.g15316.t1",495.45337681805,-0.442098104732194,1.08030357488394,0.0364454040971887,0.12101614436679,"XP_027037314.1","immune"
"149","Pocillopora_acuta_HIv2___RNAseq.g15316.t1",495.45337681805,-0.442098104732194,1.08030357488394,0.0364454040971887,0.12101614436679,"XP_027037315.1","immune"
"150","Pocillopora_acuta_HIv2___RNAseq.g15329.t1",3823.22416082881,-0.223668105030838,0.717347587282129,0.601881622495675,0.802201246667647,"XP_027037316.1","gastrodermis"
"151","Pocillopora_acuta_HIv2___TS.g6339.t1a",1491.09845448332,0.114085682860409,0.923894327441802,0.731201064516356,0.880282597737381,"XP_027037377.1","gastrodermis_symbiont_containing"
"152","Pocillopora_acuta_HIv2___RNAseq.g7761.t1",816.789469144958,-0.635894900513329,0.834455949774281,0.189046780832056,0.407932662681615,"XP_027037383.1","calicoblast"
"153","Pocillopora_acuta_HIv2___RNAseq.g8026.t1",1345.10424492848,-0.477225743177304,0.904452369382246,0.232548790885269,0.467294486157896,"XP_027037436.1","gastrodermis_symbiont_containing"
