"","query","baseMean","log2FoldChange","lfcSE","pvalue","padj","Mcap_gene","List"
"13","Pocillopora_acuta_HIv2___RNAseq.g29507.t1",985.759468535731,1.72345293880375,4.22077050261381,2.87323443083423e-05,0.000283095795692004,"Montipora_capitata_HIv3___RNAseq.20343_t","calicoblast"
"14","Pocillopora_acuta_HIv2___TS.g12555.t1",7095.12280754594,-0.230482484221196,0.49556017374513,0.588000429437679,0.794028401772625,"Montipora_capitata_HIv3___RNAseq.20747_t","gland"
"15","Pocillopora_acuta_HIv2___RNAseq.3116_t",864.186740682563,-0.359264690029613,0.899528767151648,0.385975918555093,0.634404055225098,"Montipora_capitata_HIv3___RNAseq.20838_t","gland"
"16","Pocillopora_acuta_HIv2___RNAseq.g15280.t1",724.359240657232,0.333166579009846,1.07126827781745,0.193860177611093,0.414118093186657,"Montipora_capitata_HIv3___RNAseq.20936_t","calicoblast"
"17","Pocillopora_acuta_HIv2___TS.g16373.t1",1510.18187050051,-0.369766270586947,0.689308065073002,0.442935355226698,0.685791472045465,"Montipora_capitata_HIv3___RNAseq.21532_t","neuron"
"18","Pocillopora_acuta_HIv2___RNAseq.g9587.t1",1162.93007755643,1.53810408534374,1.65841175390314,0.0164807995996314,0.0631632976706595,"Montipora_capitata_HIv3___RNAseq.21580_t","gastrodermis"
"19","Pocillopora_acuta_HIv2___RNAseq.g907.t1",2588.59258838861,-0.16552776401732,0.713821675016778,0.704175844002373,0.865231270206016,"Montipora_capitata_HIv3___RNAseq.22023_t","gland"
"20","Pocillopora_acuta_HIv2___RNAseq.g4288.t1",4736.84994306118,-0.224240412155481,0.56551881207039,0.61440327976551,0.810372198371356,"Montipora_capitata_HIv3___RNAseq.23020_t","gland"
"21","Pocillopora_acuta_HIv2___RNAseq.g11350.t1",1365.52702736739,-0.431064242431113,1.10659123359079,7.07965164535617e-07,1.16363728861854e-05,"Montipora_capitata_HIv3___RNAseq.23327_t","cnidocyte"
"22","Pocillopora_acuta_HIv2___RNAseq.g15781.t1",7848.2333936042,-0.398875582621814,0.488688218657739,0.349160638417501,0.600506477297352,"Montipora_capitata_HIv3___RNAseq.23511_t","progenitors"
"23","Pocillopora_acuta_HIv2___RNAseq.g20676.t1",10450.152032827,1.18015721054182,0.619453394064101,0.01860098410748,0.0700167633971028,"Montipora_capitata_HIv3___RNAseq.2473_t","gland"
"24","Pocillopora_acuta_HIv2___RNAseq.g7182.t1",1111.50428756575,-0.845812072750261,0.865707931027716,0.0981924606692464,0.258030934245487,"Montipora_capitata_HIv3___RNAseq.25908_t","progenitors"
"25","Pocillopora_acuta_HIv2___RNAseq.g21859.t1",650.276604932951,-0.46480648207617,1.04580502807796,0.0959393688116459,0.253408880659541,"Montipora_capitata_HIv3___RNAseq.26700_t","neuron"
"26","Pocillopora_acuta_HIv2___RNAseq.9106_t",157.31645931181,-0.211692746467789,0.917248125344377,0.463675082348765,0.70425248252573,"Montipora_capitata_HIv3___RNAseq.26817_t","neuron"
"27","Pocillopora_acuta_HIv2___RNAseq.g9219.t1",49.2918850549358,0.0484855888641874,0.992852932065552,0.812521192281496,0.92217292938407,"Montipora_capitata_HIv3___RNAseq.27502_t","progenitors"
"28","Pocillopora_acuta_HIv2___RNAseq.g12245.t1",856.593122567121,-0.500750414855297,0.714908225130981,0.308662479999769,0.557504259580003,"Montipora_capitata_HIv3___RNAseq.27658_t","progenitors"
"29","Pocillopora_acuta_HIv2___RNAseq.21243_t",439.968480386795,-0.629967974349234,1.23893176775941,2.97819320760594e-06,4.00712433068021e-05,"Montipora_capitata_HIv3___RNAseq.27684_t","neuron"
"30","Pocillopora_acuta_HIv2___TS.g4810.t1",2976.83216793987,0.823525081871175,0.738001131736551,0.109062650410059,0.278657865311976,"Montipora_capitata_HIv3___RNAseq.29237_t","gastrodermis"
"31","Pocillopora_acuta_HIv2___RNAseq.g19392.t1",343.308985662354,-1.03447124547342,1.95220516663312,6.10990201326076e-08,1.39831681518677e-06,"Montipora_capitata_HIv3___RNAseq.30491_t","neuron"
"32","Pocillopora_acuta_HIv2___RNAseq.g11864.t1",399.335538091739,-0.561881081446764,1.1575454424024,0.0660214733510002,0.192799230880046,"Montipora_capitata_HIv3___RNAseq.33576_t","epidermis"
"33","Pocillopora_acuta_HIv2___TS.g8019.t1",973.87914529804,0.107673886352493,0.53421908148098,0.816851259116338,0.924197169263041,"Montipora_capitata_HIv3___RNAseq.35242_t","gastrodermis"
"34","Pocillopora_acuta_HIv2___RNAseq.g5342.t1",1956.29110885674,3.5465065461934,3.30489736157546,0.000159724451263958,0.00122885875695845,"Montipora_capitata_HIv3___RNAseq.35734_t","epidermis"
"35","Pocillopora_acuta_HIv2___TS.g6578.t1",358.663427869422,-1.44667295868444,3.04656725232668,4.97695243711956e-07,8.65224039068477e-06,"Montipora_capitata_HIv3___RNAseq.36114_t","neuron"
"36","Pocillopora_acuta_HIv2___RNAseq.g5680.t1",9574.06318697357,-0.336331305759995,0.660520428532735,0.476668994114505,0.7125502911055,"Montipora_capitata_HIv3___RNAseq.37413_t","gland"
"37","Pocillopora_acuta_HIv2___RNAseq.g15837.t1",4778.99036055545,1.67414794378555,1.01970897728927,0.00837022957691063,0.0359569351352644,"Montipora_capitata_HIv3___RNAseq.3787_t","gastrodermis"
"38","Pocillopora_acuta_HIv2___RNAseq.g5562.t1",646.182176248167,-0.186885517162016,0.969283039303686,0.337384810927286,0.588227327055481,"Montipora_capitata_HIv3___RNAseq.39395_t","epidermis"
"39","Pocillopora_acuta_HIv2___RNAseq.g9184.t1",287.8991126693,-0.24079515410349,0.915728993007775,0.430145444428749,0.674063474157268,"Montipora_capitata_HIv3___RNAseq.3961_t","gastrodermis"
"40","Pocillopora_acuta_HIv2___TS.g30648.t1",5952.65099232617,0.0147623122981562,0.579181134023334,0.984848375754565,0.994620128304726,"Montipora_capitata_HIv3___RNAseq.40163_t","gland"
"41","Pocillopora_acuta_HIv2___RNAseq.g11391.t1",1682.58469282923,2.86175037757502,2.6443310688341,0.000440575101602427,0.00293739053548328,"Montipora_capitata_HIv3___RNAseq.41731_t","gastrodermis"
"42","Pocillopora_acuta_HIv2___TS.g2710.t1",25241.7068372189,-2.77483874029913,0.545409700186054,4.18372037934555e-08,1.0170307826362e-06,"Montipora_capitata_HIv3___RNAseq.42070_t","gastrodermis"
"43","Pocillopora_acuta_HIv2___RNAseq.g6213.t1",1531.26710512181,-1.11523480768944,0.776113777521564,0.0399224954399838,0.130682997807593,"Montipora_capitata_HIv3___RNAseq.42110_t","progenitors"
"44","Pocillopora_acuta_HIv2___RNAseq.9482_t",1430.24587305762,0.0408778894001812,0.796942066618186,0.937262279999014,0.976536811102885,"Montipora_capitata_HIv3___RNAseq.42142_t","progenitors"
"45","Pocillopora_acuta_HIv2___RNAseq.g21505.t1",699.381080257483,0.140498713840455,0.747211750215597,0.74778047232848,0.888880403661994,"Montipora_capitata_HIv3___RNAseq.42329_t","gland"
"46","Pocillopora_acuta_HIv2___RNAseq.g21576.t1",287.885949538185,-0.485667767783572,1.17218088263014,6.6756250310567e-05,0.00058804044122536,"Montipora_capitata_HIv3___RNAseq.44716_t","neuron"
"47","Pocillopora_acuta_HIv2___RNAseq.g6675.t1",451.409537419752,0.939219848020419,1.4993211181061,0.00473936771962362,0.0222132905692275,"Montipora_capitata_HIv3___RNAseq.45031_t","calicoblast"
"48","Pocillopora_acuta_HIv2___RNAseq.g26855.t1",148.089829205077,-0.290212568843933,1.06408061086246,0.0039881806226674,0.0192155378168759,"Montipora_capitata_HIv3___RNAseq.45205_t","gastrodermis"
"49","Pocillopora_acuta_HIv2___TS.g22744.t2",521.35144712285,0.255605117655608,1.05634838481519,0.000686635309418067,0.00428081599802712,"Montipora_capitata_HIv3___RNAseq.45628_t","gland"
"50","Pocillopora_acuta_HIv2___RNAseq.g1681.t1",5457.78812479013,0.00372316462902685,0.48981517182337,0.999179029661933,0.999747407821828,"Montipora_capitata_HIv3___RNAseq.476_t","gland"
"51","Pocillopora_acuta_HIv2___RNAseq.g1556.t1",1454.40751823375,0.565289735316573,0.944482125559635,0.217464635867158,0.447703719389085,"Montipora_capitata_HIv3___RNAseq.604_t","gland"
"52","Pocillopora_acuta_HIv2___RNAseq.g16484.t1",2367.06412104972,2.77216947384442,2.14747734167243,0.0012137289269486,0.00689879368294839,"Montipora_capitata_HIv3___RNAseq.7417_t","gastrodermis"
"53","Pocillopora_acuta_HIv2___RNAseq.13471_t",1338.99230185572,-0.56643697499466,1.10449804733076,0.0727910450819189,0.207131385065024,"Montipora_capitata_HIv3___RNAseq.8676_t","gastrodermis"
"54","Pocillopora_acuta_HIv2___RNAseq.g346.t1",493.086073418359,-0.151442510355223,1.01132933731744,0.432653929978603,0.676328310795002,"Montipora_capitata_HIv3___RNAseq.9488_t","gastrodermis"
"55","Pocillopora_acuta_HIv2___RNAseq.g18068.t1",414.803634127249,-0.285802131713603,1.04222002006954,0.00121571423452941,0.00690655565130929,"Montipora_capitata_HIv3___RNAseq.g10173.t1","neuron"
"56","Pocillopora_acuta_HIv2___RNAseq.g18068.t1",414.803634127249,-0.285802131713603,1.04222002006954,0.00121571423452941,0.00690655565130929,"Montipora_capitata_HIv3___RNAseq.g10176.t1","neuron"
"57","Pocillopora_acuta_HIv2___TS.g19319.t1",2230.13251109855,-0.415358880854202,0.63686088105814,0.380485413695881,0.629672886006547,"Montipora_capitata_HIv3___RNAseq.g10183.t1","gland"
"58","Pocillopora_acuta_HIv2___RNAseq.g3477.t1",724.210689811369,-0.306149977473165,1.01825231277564,0.137150856007651,0.328762012146945,"Montipora_capitata_HIv3___RNAseq.g1019.t1","progenitors"
"59","Pocillopora_acuta_HIv2___RNAseq.g18076.t1",382.761264164927,0.555823692447463,1.19608796315227,0.0326439541108989,0.111044720663227,"Montipora_capitata_HIv3___RNAseq.g10204.t1","gastrodermis"
"60","Pocillopora_acuta_HIv2___TS.g19330.t1",1304.04558237434,0.921848557361724,1.42419823282545,0.00470007497725258,0.0220577172196565,"Montipora_capitata_HIv3___RNAseq.g10259.t1","gastrodermis"
"61","Pocillopora_acuta_HIv2___TS.g19330.t1",1304.04558237434,0.921848557361724,1.42419823282545,0.00470007497725258,0.0220577172196565,"Montipora_capitata_HIv3___RNAseq.g10260.t1","epidermis"
"62","Pocillopora_acuta_HIv2___RNAseq.g3485.t1",73.3054284006749,-10.7346015883171,3.6180092908252,3.16062209010125e-07,5.83102524377863e-06,"Montipora_capitata_HIv3___RNAseq.g1029.t1","calicoblast"
"63","Pocillopora_acuta_HIv2___RNAseq.g20876.t1",5283.94813479518,3.14768922265228,0.669361922762632,1.18490854251323e-07,2.50563116358352e-06,"Montipora_capitata_HIv3___RNAseq.g10352.t1","gastrodermis"
"64","Pocillopora_acuta_HIv2___RNAseq.g18126.t1",202.751817757674,0.920013046852413,1.5812253958533,4.56132357447034e-06,5.80765705819886e-05,"Montipora_capitata_HIv3___RNAseq.g10357.t1","gland"
"65","Pocillopora_acuta_HIv2___RNAseq.g12856.t1",6374.00987797304,-0.0258090946158726,0.819995824194641,0.938351487382775,0.97670667195628,"Montipora_capitata_HIv3___RNAseq.g10362.t1","gastrodermis"
"66","Pocillopora_acuta_HIv2___RNAseq.g18136.t1",893.41983834128,0.138397533319459,0.594742877872308,0.775142040710788,0.903224855476839,"Montipora_capitata_HIv3___RNAseq.g10377.t1","calicoblast"
"67","Pocillopora_acuta_HIv2___RNAseq.g18126.t1",202.751817757674,0.920013046852413,1.5812253958533,4.56132357447034e-06,5.80765705819886e-05,"Montipora_capitata_HIv3___RNAseq.g10415.t1","gland"
"68","Pocillopora_acuta_HIv2___RNAseq.g15269.t1",19.8507168032407,-0.607130022455753,1.03911752955286,0.240446931302101,0.478157800172935,"Montipora_capitata_HIv3___RNAseq.g1053.t1","cnidocyte"
"69","Pocillopora_acuta_HIv2___RNAseq.g25648.t1",191.567774494503,-3.89271464527941,2.07172173267815,4.52071526036203e-05,0.000418911287710445,"Montipora_capitata_HIv3___RNAseq.g10601.t1","epidermis"
"70","Pocillopora_acuta_HIv2___RNAseq.g8771.t1",37.9381525878811,-0.283153310455656,1.05903880070907,0.020266017722232,0.0750454890768979,"Montipora_capitata_HIv3___RNAseq.g10659.t1","gland"
"71","Pocillopora_acuta_HIv2___RNAseq.g18197.t1",540.948129014724,-0.147565500275837,0.956643557420794,0.570763475612404,0.781014402677303,"Montipora_capitata_HIv3___RNAseq.g10721.t1","gastrodermis"
"72","Pocillopora_acuta_HIv2___RNAseq.g27789.t1",297.891013550107,0.0120386132904494,1.00070404269372,0.792026451355686,0.912296376669431,"Montipora_capitata_HIv3___RNAseq.g10728.t1","gland"
"73","Pocillopora_acuta_HIv2___TS.g30452.t1",151.321233264558,-0.180224780165345,0.916093827668611,0.685267238076057,0.854678393682167,"Montipora_capitata_HIv3___RNAseq.g10755.t1","progenitors"
"74","Pocillopora_acuta_HIv2___RNAseq.g12045.t1",2823.08197055924,1.79821305360744,1.04025501495976,0.00433696006782128,0.0206144562671597,"Montipora_capitata_HIv3___RNAseq.g10759.t1","gastrodermis"
"75","Pocillopora_acuta_HIv2___RNAseq.g12043.t1",49932.9396672068,0.179328811018031,0.514689099515407,0.702270998301651,0.864554236057118,"Montipora_capitata_HIv3___RNAseq.g10762.t1","gland"
"76","Pocillopora_acuta_HIv2___TS.g30444.t1",2767.11619755407,0.429785615789155,0.546856830611322,0.349550731580902,0.601009093630571,"Montipora_capitata_HIv3___RNAseq.g10841.t1","cnidocyte"
"77","Pocillopora_acuta_HIv2___RNAseq.g26369.t1",570.220880490244,0.158334964931514,0.872125413143821,0.641912928724248,0.828163695565104,"Montipora_capitata_HIv3___RNAseq.g11106.t1a","progenitors"
"78","Pocillopora_acuta_HIv2___RNAseq.g26374.t1",1224.15772536761,-0.978415185670254,0.714528200672304,0.0607733222766329,0.180981126911513,"Montipora_capitata_HIv3___RNAseq.g11109.t1","gastrodermis"
"79","Pocillopora_acuta_HIv2___RNAseq.g17076.t1",620.460532324316,0.310161973117606,1.03217523800936,0.190782738938389,0.41020983142632,"Montipora_capitata_HIv3___RNAseq.g11123.t1","gland"
"80","Pocillopora_acuta_HIv2___RNAseq.g29667.t1",493.365149420644,-0.423127011885657,1.06450480745338,0.0644731252003079,0.189309639240206,"Montipora_capitata_HIv3___RNAseq.g11152.t1","progenitors"
"81","Pocillopora_acuta_HIv2___RNAseq.g16781.t1",2783.43402669958,3.034341406293,3.37306319304717,0.000431620277498915,0.00288758357712503,"Montipora_capitata_HIv3___RNAseq.g11185.t1","gastrodermis"
"82","Pocillopora_acuta_HIv2___RNAseq.g16798.t1",67.26398634005,1.14752248827355,1.03599447332006,0.0656953688614159,0.19204078722949,"Montipora_capitata_HIv3___RNAseq.g11220.t1","progenitors"
"83","Pocillopora_acuta_HIv2___RNAseq.g29673.t1",4269.07412694488,0.0973475422275766,0.559059374716457,0.840537415270786,0.936985618829446,"Montipora_capitata_HIv3___RNAseq.g11266.t1","epidermis"
"84","Pocillopora_acuta_HIv2___RNAseq.g29673.t1",4269.07412694488,0.0973475422275766,0.559059374716457,0.840537415270786,0.936985618829446,"Montipora_capitata_HIv3___RNAseq.g11267.t1","epidermis"
"85","Pocillopora_acuta_HIv2___RNAseq.g29673.t1",4269.07412694488,0.0973475422275766,0.559059374716457,0.840537415270786,0.936985618829446,"Montipora_capitata_HIv3___RNAseq.g11268.t1","epidermis"
"86","Pocillopora_acuta_HIv2___RNAseq.g16747.t1",634.261352324233,0.485386167969052,1.13981167373175,1.11350360093161e-06,1.72622894789655e-05,"Montipora_capitata_HIv3___RNAseq.g11291.t1","epidermis"
"87","Pocillopora_acuta_HIv2___RNAseq.g251.t1",422.403082103959,-0.300270923550943,1.04223638134873,0.00130470397690302,0.00733718441754484,"Montipora_capitata_HIv3___RNAseq.g1136.t1","neuron"
"88","Pocillopora_acuta_HIv2___RNAseq.g221.t1",330.070155186246,0.0243687964508229,1.00269513943625,0.894456385721255,0.959588633517996,"Montipora_capitata_HIv3___RNAseq.g1142.t1","epidermis"
"89","Pocillopora_acuta_HIv2___TS.g5143.t2",310.657925878096,0.0627685038329945,0.995317740248141,0.490265860476951,0.722486541613716,"Montipora_capitata_HIv3___RNAseq.g11427.t1","gland"
"90","Pocillopora_acuta_HIv2___RNAseq.g16719.t1",2910.02584695215,-0.451665411794018,0.731349599302604,0.344758075554774,0.595839503503914,"Montipora_capitata_HIv3___RNAseq.g11449.t1","gland"
"91","Pocillopora_acuta_HIv2___RNAseq.g218.t1",550.950879782565,-0.253316750674565,1.06621410533727,2.7719191912255e-06,3.78561632525897e-05,"Montipora_capitata_HIv3___RNAseq.g1147.t1","progenitors"
"92","Pocillopora_acuta_HIv2___RNAseq.g16712.t1",337.296829260984,-0.166790086581577,0.758668612643087,0.78415935785456,0.908241571178145,"Montipora_capitata_HIv3___RNAseq.g11473.t1","gland"
"93","Pocillopora_acuta_HIv2___TS.g17089.t1a",39793.0030436901,-0.026375900641571,0.51057091202497,0.941782676162221,0.978184781152773,"Montipora_capitata_HIv3___RNAseq.g11474.t1","gland"
"94","Pocillopora_acuta_HIv2___RNAseq.g217.t1",5060.14263205314,-0.285653599286281,0.916087488343973,0.42803890745024,0.672366937159022,"Montipora_capitata_HIv3___RNAseq.g1148.t1","neuron"
"95","Pocillopora_acuta_HIv2___RNAseq.g16699.t1",328.73878308999,-13.4918076891221,3.75157874430389,4.39235012214043e-12,4.41187167823883e-10,"Montipora_capitata_HIv3___RNAseq.g11498.t1","progenitors"
"96","Pocillopora_acuta_HIv2___RNAseq.g16688.t1",1513.38026516805,0.0366463715532762,0.649193541589891,0.949021967422802,0.980200706925709,"Montipora_capitata_HIv3___RNAseq.g11506.t1","immune"
"97","Pocillopora_acuta_HIv2___RNAseq.g12010.t1",182.795876532823,0.00500290181278736,0.987356261414452,0.841696566596692,0.937323925653962,"Montipora_capitata_HIv3___RNAseq.g11565.t1","gland"
"98","Pocillopora_acuta_HIv2___RNAseq.g16928.t3",5447.65606021035,1.8262702741519,1.26901918317798,0.00851650480399188,0.0364122747516815,"Montipora_capitata_HIv3___RNAseq.g11572.t1","gland"
"99","Pocillopora_acuta_HIv2___RNAseq.g16926.t1",2042.90971433421,-0.11962713331679,0.631485839038826,0.789906761142212,0.9111740484218,"Montipora_capitata_HIv3___RNAseq.g11578.t1","epidermis"
"100","Pocillopora_acuta_HIv2___RNAseq.g16924.t1",457.377151106507,0.0673958810857164,0.886755025818616,0.878553860636466,0.953150543072746,"Montipora_capitata_HIv3___RNAseq.g11580.t1","progenitors"
"101","Pocillopora_acuta_HIv2___RNAseq.g16889.t1",1448.42263826671,-0.896308814780428,0.844965343785393,0.0868269269694538,0.235312848357913,"Montipora_capitata_HIv3___RNAseq.g11637.t1","gastrodermis"
"102","Pocillopora_acuta_HIv2___RNAseq.g16981.t1",4582.76639637518,-0.427228700224337,0.677697260616704,0.373331142251123,0.62296511784959,"Montipora_capitata_HIv3___RNAseq.g11656.t2","epidermis"
"103","Pocillopora_acuta_HIv2___RNAseq.g16979.t1",35895.0803213217,0.11587193841023,0.514088950218072,0.79830476783483,0.914878390140479,"Montipora_capitata_HIv3___RNAseq.g11658.t1","gland"
"104","Pocillopora_acuta_HIv2___RNAseq.g16933.t1",766.574133442879,-0.0793500020936229,0.902273879859068,0.768372948952898,0.89954928106392,"Montipora_capitata_HIv3___RNAseq.g11700.t1","gland"
"105","Pocillopora_acuta_HIv2___RNAseq.g16983.t1",1398.92400688667,-1.14684947836865,0.808991366088749,0.0339355582515015,0.114442507472539,"Montipora_capitata_HIv3___RNAseq.g11702.t1","gastrodermis"
"106","Pocillopora_acuta_HIv2___RNAseq.8665_t",1755.06697761675,0.18440783370913,1.01761828411047,0.119611819527,0.297773727648627,"Montipora_capitata_HIv3___RNAseq.g11704.t1","neuron"
"107","Pocillopora_acuta_HIv2___RNAseq.g16994.t1",1000.24460877397,-0.100104464584791,0.950643188170435,0.538311615761216,0.758365560569808,"Montipora_capitata_HIv3___RNAseq.g11717.t1","gland"
"108","Pocillopora_acuta_HIv2___TS.g17383.t1",193.294075028413,-0.666493747570251,0.973057845698719,0.142470282967437,0.336879217400852,"Montipora_capitata_HIv3___RNAseq.g11718.t1","neuron"
"109","Pocillopora_acuta_HIv2___TS.g22590.t2",556.814213773833,-0.462416562141724,0.997103704614786,0.157935732552613,0.36065399994332,"Montipora_capitata_HIv3___RNAseq.g11723.t1","gastrodermis"
"110","Pocillopora_acuta_HIv2___RNAseq.g16813.t1",407.252507489173,0.120803406966678,1.01518022474689,0.0213525975999072,0.0781685577537477,"Montipora_capitata_HIv3___RNAseq.g11728.t3","calicoblast"
"111","Pocillopora_acuta_HIv2___TS.g17199.t1",3983.64133206497,1.5934652965107,0.885390282508917,0.00843116143724736,0.036132835267658,"Montipora_capitata_HIv3___RNAseq.g11729.t1","calicoblast"
"112","Pocillopora_acuta_HIv2___RNAseq.g16817.t1",270.587829858839,-0.33763285365444,1.05549081399353,0.000123693180821345,0.00099504903637371,"Montipora_capitata_HIv3___RNAseq.g11734.t1","gastrodermis_symbiont_containing"
"113","Pocillopora_acuta_HIv2___RNAseq.g16818.t1",415.609924079242,-0.595168943962669,1.20188439860072,1.78867940300654e-05,0.000188567484585179,"Montipora_capitata_HIv3___RNAseq.g11736.t1","gastrodermis_symbiont_containing"
"114","Pocillopora_acuta_HIv2___RNAseq.g16818.t1",415.609924079242,-0.595168943962669,1.20188439860072,1.78867940300654e-05,0.000188567484585179,"Montipora_capitata_HIv3___RNAseq.g11737.t1","gastrodermis_symbiont_containing"
"115","Pocillopora_acuta_HIv2___TS.g14998.t1",907.251733109795,0.644110557834198,0.700203273672482,0.199218928843229,0.42195088399304,"Montipora_capitata_HIv3___RNAseq.g1174.t1","gland"
"116","Pocillopora_acuta_HIv2___RNAseq.g16838.t1",67.7673961758872,-0.251581440204525,0.983595997749641,0.444641182033254,0.686971143553533,"Montipora_capitata_HIv3___RNAseq.g11743.t1","progenitors"
"117","Pocillopora_acuta_HIv2___TS.g17224.t2",948.356610038676,-0.846907148895307,1.42817437966779,0.000309645115718133,0.00217096798533547,"Montipora_capitata_HIv3___RNAseq.g11744.t1","gastrodermis"
"118","Pocillopora_acuta_HIv2___RNAseq.g29405.t1",135.876603064026,-0.27358676040164,1.04235853597991,0.169674637897467,0.378146989606928,"Montipora_capitata_HIv3___RNAseq.g11751.t1","progenitors"
"119","Pocillopora_acuta_HIv2___RNAseq.8540_t",347.805431619623,-0.748118912515432,1.37234517005601,8.44527709268826e-05,0.000718121621802722,"Montipora_capitata_HIv3___RNAseq.g11771.t1","progenitors"
"120","Pocillopora_acuta_HIv2___TS.g17246.t2",356.806618819112,-0.017807546723197,0.976872927878546,0.928753290992884,0.97358222937535,"Montipora_capitata_HIv3___RNAseq.g11779.t1","cnidocyte"
"121","Pocillopora_acuta_HIv2___TS.g17247.t1",1006.42694427371,-0.127297911050139,0.777637728940594,0.767729318805557,0.899290319663393,"Montipora_capitata_HIv3___RNAseq.g11780.t1","immune"
"122","Pocillopora_acuta_HIv2___RNAseq.g16865.t1",246.300841157895,-0.681147545076744,1.27318590226266,0.0708798147139052,0.20353335716741,"Montipora_capitata_HIv3___RNAseq.g11783.t1","gastrodermis"
"123","Pocillopora_acuta_HIv2___RNAseq.g16948.t1",2941.74848879862,-2.09122915706159,1.10913099404249,0.00242802638113692,0.0126191065672887,"Montipora_capitata_HIv3___RNAseq.g11837.t1","gland"
"124","Pocillopora_acuta_HIv2___RNAseq.g16893.t1",1392.58398938486,0.259515719513405,0.753664260529936,0.573454534821189,0.783085950873648,"Montipora_capitata_HIv3___RNAseq.g11848.t1","gland"
"125","Pocillopora_acuta_HIv2___RNAseq.g720.t1",1195.83569752563,-6.83155216630994,2.76306887711047,1.95374449044119e-08,5.18513033206264e-07,"Montipora_capitata_HIv3___RNAseq.g11867.t1","gland"
"126","Pocillopora_acuta_HIv2___RNAseq.g720.t1",1195.83569752563,-6.83155216630994,2.76306887711047,1.95374449044119e-08,5.18513033206264e-07,"Montipora_capitata_HIv3___RNAseq.g11868.t1","gland"
"127","Pocillopora_acuta_HIv2___TS.g17269.t1",558.920891068242,-0.310984406504771,0.785705066550513,0.478381400528449,0.713705826329151,"Montipora_capitata_HIv3___RNAseq.g11880.t1","gastrodermis"
"128","Pocillopora_acuta_HIv2___RNAseq.8566_t",4654.43590837139,0.14542436689304,0.492884327019242,0.739275142018984,0.88436541118816,"Montipora_capitata_HIv3___RNAseq.g11885.t1","gland"
"129","Pocillopora_acuta_HIv2___RNAseq.g26458.t1",2815.84189810683,-0.492954477237858,0.971393720046935,0.252014576812101,0.492919383233297,"Montipora_capitata_HIv3___RNAseq.g11920.t1","gland"
"130","Pocillopora_acuta_HIv2___RNAseq.g26457.t1",1353.27020655432,-0.202965370488543,0.993744721452739,0.156705001897513,0.358863386232683,"Montipora_capitata_HIv3___RNAseq.g11921.t2","epidermis"
"131","Pocillopora_acuta_HIv2___RNAseq.g26445.t1",788.609314177142,-0.270963183768596,0.974153298601124,0.236860402927928,0.473475862273864,"Montipora_capitata_HIv3___RNAseq.g11934.t1","gastrodermis"
