"","query","baseMean","log2FoldChange","lfcSE","pvalue","padj","Pcomp_gene","List"
"36","Pocillopora_acuta_HIv2___RNAseq.g26046.t2",284.288736559326,0.108974551593398,0.969452565286484,0.556416492120026,0.771029712782531,"Porites_compressa_HIv1___RNAseq.2061_t","cnidocyte"
"37","Pocillopora_acuta_HIv2___TS.g15135.t1",3949.90146902721,-0.694249067580685,0.557970406567077,0.132772906413303,0.32124913321546,"Porites_compressa_HIv1___RNAseq.20647_t","neuron"
"38","Pocillopora_acuta_HIv2___RNAseq.g7917.t1",325.684312282599,-0.29325876583202,1.04185445201845,0.00273603826617366,0.0139887089013559,"Porites_compressa_HIv1___RNAseq.20873_t","immune"
"39","Pocillopora_acuta_HIv2___TS.g6503.t2",632.685197781921,-0.114778631418719,0.967910433960389,0.396645176708472,0.64273760205146,"Porites_compressa_HIv1___RNAseq.20915_t","neuron"
"40","Pocillopora_acuta_HIv2___RNAseq.g29068.t1",2319.54253558088,-0.247345103978838,0.512002758660395,0.560705977080563,0.773786017793461,"Porites_compressa_HIv1___RNAseq.21004_t","gland"
"41","Pocillopora_acuta_HIv2___RNAseq.g9930.t1",1122.25311808707,-0.521452854360781,0.989207458837392,0.150221710036139,0.349038771909336,"Porites_compressa_HIv1___RNAseq.21823_t","gastrodermis"
"42","Pocillopora_acuta_HIv2___RNAseq.g27690.t1",669.194101411041,-0.452671581879257,1.06667722896112,0.0492499234698996,0.153777351980544,"Porites_compressa_HIv1___RNAseq.21847_t","calicoblast"
"43","Pocillopora_acuta_HIv2___TS.g27642.t1b",1146.75164624353,-15.3843570127424,3.83971613953649,2.7425318068115e-16,1.61468308910218e-13,"Porites_compressa_HIv1___RNAseq.22327_t","cnidocyte"
"44","Pocillopora_acuta_HIv2___RNAseq.g18628.t1",339.950275685389,-0.385186197863836,1.10228404212244,0.0137676716833326,0.0544681628084582,"Porites_compressa_HIv1___RNAseq.2240_t","immune"
"45","Pocillopora_acuta_HIv2___RNAseq.g13760.t1",738.751177242547,-0.236546849589554,1.03356517313788,2.08165247795518e-05,0.000214451719666265,"Porites_compressa_HIv1___RNAseq.2256_t","calicoblast"
"46","Pocillopora_acuta_HIv2___RNAseq.g16277.t1",2897.07190959757,0.477757218571495,0.644910299643129,0.333811125673986,0.584391687454434,"Porites_compressa_HIv1___RNAseq.22857_t","gastrodermis_symbiont_containing"
"47","Pocillopora_acuta_HIv2___RNAseq.g25096.t2",1370.19607912361,0.16159262191651,0.703657854646339,0.728591636247519,0.878781639983665,"Porites_compressa_HIv1___RNAseq.23143_t","immune"
"48","Pocillopora_acuta_HIv2___RNAseq.g31347.t1",3829.18725638947,1.73063444955828,0.642448952930385,0.001241630566982,0.00703169323446656,"Porites_compressa_HIv1___RNAseq.23221_t","immune"
"49","Pocillopora_acuta_HIv2___RNAseq.g22607.t1",1279.38335061462,0.291750742524557,0.844229448457337,0.491839898913085,0.723360848002543,"Porites_compressa_HIv1___RNAseq.23454_t","calicoblast"
"50","Pocillopora_acuta_HIv2___RNAseq.g22624.t1a",172.174220779731,-0.163093825438643,0.987720974786113,0.387260979001901,0.634994809964323,"Porites_compressa_HIv1___RNAseq.23482_t","calicoblast"
"51","Pocillopora_acuta_HIv2___TS.g22883.t1",2589.67808780979,2.58015124215372,1.95484028431713,0.000805465966420186,0.00487662609388931,"Porites_compressa_HIv1___RNAseq.23494_t","calicoblast"
"52","Pocillopora_acuta_HIv2___RNAseq.g17620.t1",1209.54011453039,0.644442676293746,1.11505793829513,0.102379039051988,0.266028519435812,"Porites_compressa_HIv1___RNAseq.23521_t","calicoblast"
"53","Pocillopora_acuta_HIv2___TS.g20794.t1",184.238785892252,-0.180475390412377,0.926938076601187,0.524841091285696,0.748132605140072,"Porites_compressa_HIv1___RNAseq.2489_t","immune"
"54","Pocillopora_acuta_HIv2___RNAseq.g876.t1",868.561154290426,-0.76974370673222,0.829391808770533,0.126186127888887,0.309570276440494,"Porites_compressa_HIv1___RNAseq.25075_t","digestive filaments"
"55","Pocillopora_acuta_HIv2___RNAseq.g18384.t1",410.677020190435,0.111653440376412,1.00499115690215,0.498553396987356,0.728461829714573,"Porites_compressa_HIv1___RNAseq.25995_t","calicoblast"
"56","Pocillopora_acuta_HIv2___RNAseq.g23782.t1",102.028435200137,0.340926642309041,0.85649852154591,0.402209939897671,0.648557923152721,"Porites_compressa_HIv1___RNAseq.26138_t","cnidocyte"
"57","Pocillopora_acuta_HIv2___TS.g10284.t2",808.588550565376,-0.299738674196201,1.02250071523668,0.112657300825408,0.285022774031609,"Porites_compressa_HIv1___RNAseq.26326_t","immune"
"58","Pocillopora_acuta_HIv2___RNAseq.g27043.t1",241.674764856771,0.610203156361163,1.16664335030988,0.0177778384557446,0.0674373604573539,"Porites_compressa_HIv1___RNAseq.27359_t","gastrodermis_symbiont_containing"
"59","Pocillopora_acuta_HIv2___RNAseq.g11589.t1",43.6256406216019,-4.39866457991901,1.76862449676764,0.000302012840053682,0.00212466620551384,"Porites_compressa_HIv1___RNAseq.27611_t","calicoblast"
"60","Pocillopora_acuta_HIv2___RNAseq.g9220.t1",101.426171092191,0.205966762250302,0.996785056061627,0.507601865691412,0.735666671879818,"Porites_compressa_HIv1___RNAseq.27709_t","neuron"
"61","Pocillopora_acuta_HIv2___RNAseq.g12443.t1",599.546531844943,-0.791605533729441,1.25399773794276,0.0222141441870101,0.0808925935349732,"Porites_compressa_HIv1___RNAseq.27736_t","neuron"
"62","Pocillopora_acuta_HIv2___RNAseq.g15652.t1",146.946015513097,-11.9518805367047,3.61997121920122,2.04761526236386e-09,7.4601277468088e-08,"Porites_compressa_HIv1___RNAseq.27906_t","immune"
"63","Pocillopora_acuta_HIv2___RNAseq.g23898.t1",814.369081255654,2.37519512332793,2.03803539183503,0.000975246179458144,0.00573180038182958,"Porites_compressa_HIv1___RNAseq.28103_t","gastrodermis"
"64","Pocillopora_acuta_HIv2___TS.g7422.t2",406.880025655105,-0.502202621169184,0.94200496845302,0.189934064698506,0.408976739304076,"Porites_compressa_HIv1___RNAseq.28882_t","immune"
"65","Pocillopora_acuta_HIv2___TS.g29172.t1",8191.63656145741,0.314410113972154,0.546752286709653,0.495283108033071,0.726080329276227,"Porites_compressa_HIv1___RNAseq.29216_t","gastrodermis"
"66","Pocillopora_acuta_HIv2___RNAseq.g9029.t1",538.635464282723,-0.566608858753611,1.25876372835246,9.08836402323557e-10,3.75583134948798e-08,"Porites_compressa_HIv1___RNAseq.29365_t","calicoblast"
"67","Pocillopora_acuta_HIv2___RNAseq.g29114.t2",1562.81001154987,-0.674701340256428,0.564975126005086,0.1484610836586,0.346233652698806,"Porites_compressa_HIv1___RNAseq.29529_t","gastrodermis_symbiont_containing"
"68","Pocillopora_acuta_HIv2___RNAseq.g26202.t1",1572.34646529199,-0.708686005925293,0.801330967524613,0.148338761783295,0.346004168752392,"Porites_compressa_HIv1___RNAseq.30249_t","neuron"
"69","Pocillopora_acuta_HIv2___TS.g25104.t1",221.095910073887,-0.425763923751312,1.13333148127671,0.000102707605342173,0.000848527921872331,"Porites_compressa_HIv1___RNAseq.30279_t","epidermis"
"70","Pocillopora_acuta_HIv2___RNAseq.g22644.t1",1223.76428572696,-1.24460226561098,2.63578700895378,1.52007014831571e-09,5.81648005958689e-08,"Porites_compressa_HIv1___RNAseq.30573_t","gastrodermis"
"71","Pocillopora_acuta_HIv2___RNAseq.g4879.t1",8387.62210612352,-5.08977068239278,2.28320045042381,8.8559135973328e-06,0.000102802515466952,"Porites_compressa_HIv1___RNAseq.30632_t","immune"
"72","Pocillopora_acuta_HIv2___TS.g6339.t1a",1491.09845448332,0.114085682860409,0.923894327441802,0.731201064516356,0.880282597737381,"Porites_compressa_HIv1___RNAseq.30652_t","immune"
"73","Pocillopora_acuta_HIv2___TS.g6333.t1",818.203996039753,-1.23022951246944,1.36085439268481,0.020206418940456,0.0748823068292995,"Porites_compressa_HIv1___RNAseq.30661_t","immune"
"74","Pocillopora_acuta_HIv2___TS.g26218.t1",5184.38010298222,-1.76743489824987,0.568483295846654,0.000369176490012315,0.00252829959826616,"Porites_compressa_HIv1___RNAseq.30850_t","gastrodermis"
"75","Pocillopora_acuta_HIv2___RNAseq.g128.t1",127.564119065312,-0.348166491697887,1.08446851691894,0.000992919570484759,0.00581912020562867,"Porites_compressa_HIv1___RNAseq.30879_t","cnidocyte"
"76","Pocillopora_acuta_HIv2___RNAseq.g21534.t1",1438.89692378639,-0.671174073186157,0.612299854557365,0.161413797653399,0.365824062873513,"Porites_compressa_HIv1___RNAseq.31261_t","immune"
"77","Pocillopora_acuta_HIv2___RNAseq.g27277.t1",226.81529627488,-0.68626721654932,1.19994071073526,0.0247349279287241,0.0882718967582199,"Porites_compressa_HIv1___RNAseq.31327_t","gland"
"78","Pocillopora_acuta_HIv2___RNAseq.g243.t1",69.7075816177688,-3.23429417673493,1.37563684873892,0.000251279838570344,0.00181816487497822,"Porites_compressa_HIv1___RNAseq.31476_t","epidermis"
"79","Pocillopora_acuta_HIv2___RNAseq.30900_t",331.25639646738,0.137524525410902,1.01815347888855,0.0157023483457763,0.0606782704978115,"Porites_compressa_HIv1___RNAseq.31613_t","neuron"
"80","Pocillopora_acuta_HIv2___TS.g16331.t2",80.2803488722644,0.177995781117396,1.0302541988582,0.0221404379269913,0.0806634851897279,"Porites_compressa_HIv1___RNAseq.31623_t","gastrodermis"
"81","Pocillopora_acuta_HIv2___RNAseq.g9588.t1",10129.8808156182,13.0019191011354,2.91590220115698,2.00134721875055e-17,1.9298324114672e-14,"Porites_compressa_HIv1___RNAseq.31642_t","gastrodermis"
"82","Pocillopora_acuta_HIv2___RNAseq.g3326.t2",11247.9914903448,-0.447018345808341,0.592354346557661,0.347583383118991,0.598909165631154,"Porites_compressa_HIv1___RNAseq.32034_t","gland"
"83","Pocillopora_acuta_HIv2___RNAseq.g17527.t1",779.357816343493,-0.0124532856429023,0.859570737308261,0.959955798167229,0.985234290765776,"Porites_compressa_HIv1___RNAseq.32321_t","calicoblast"
"84","Pocillopora_acuta_HIv2___RNAseq.g23647.t1",150.928531854945,-0.398064345498759,0.541494202757436,0.381142186869365,0.630258913013916,"Porites_compressa_HIv1___RNAseq.32331_t","immune"
"85","Pocillopora_acuta_HIv2___RNAseq.g7995.t1",3676.44495811419,-0.313305430242707,0.598391888354249,0.498601501256518,0.728461829714573,"Porites_compressa_HIv1___RNAseq.32879_t","gastrodermis"
"86","Pocillopora_acuta_HIv2___RNAseq.g13702.t1",482.650847693161,-0.421936558727374,1.09477739849666,0.0936160920924732,0.24909182414009,"Porites_compressa_HIv1___RNAseq.33390_t","calicoblast"
"87","Pocillopora_acuta_HIv2___RNAseq.9213_t",4028.5695206017,-0.279899599189735,0.706736972625264,0.537897608410504,0.758090009006934,"Porites_compressa_HIv1___RNAseq.3348_t","cnidocyte"
"88","Pocillopora_acuta_HIv2___RNAseq.g14964.t1",548.254765634968,-0.29361925296354,0.905420766837333,0.425694937504158,0.67021351649724,"Porites_compressa_HIv1___RNAseq.33512_t","digestive filaments"
"89","Pocillopora_acuta_HIv2___TS.g20319.t1",1977.35678788697,-0.384039817994237,0.564692477022061,0.404902573847919,0.651210546938009,"Porites_compressa_HIv1___RNAseq.34608_t","gastrodermis"
"90","Pocillopora_acuta_HIv2___RNAseq.g16472.t1",133.06580531558,-0.11723719460468,0.989849817748701,0.45143239828736,0.692787077859774,"Porites_compressa_HIv1___RNAseq.34832_t","cnidocyte"
"91","Pocillopora_acuta_HIv2___RNAseq.g26604.t1",3789.9648726559,12.3051226483064,2.53307531075201,2.56133742617023e-16,1.6107471535707e-13,"Porites_compressa_HIv1___RNAseq.3532_t","calicoblast"
"92","Pocillopora_acuta_HIv2___RNAseq.g4953.t2",2052.7973457329,0.668868010529352,0.641300188010911,0.177029912043893,0.389794587882914,"Porites_compressa_HIv1___RNAseq.35585_t","gastrodermis_symbiont_containing"
"93","Pocillopora_acuta_HIv2___RNAseq.g4978.t1",626.035372161439,-10.4660507192481,3.31697445080513,1.24182504384023e-08,3.51502102428672e-07,"Porites_compressa_HIv1___RNAseq.35651_t","gastrodermis"
"94","Pocillopora_acuta_HIv2___RNAseq.g28652.t1",962.258919711437,4.15821322476366,2.49986202278684,6.29922204525734e-05,0.000559116659753043,"Porites_compressa_HIv1___RNAseq.3608_t","gastrodermis_symbiont_containing"
"95","Pocillopora_acuta_HIv2___TS.g317.t1",977.388366752468,-0.342880708851971,0.951276831664664,0.315721695887516,0.564823575673102,"Porites_compressa_HIv1___RNAseq.36207_t","immune"
"96","Pocillopora_acuta_HIv2___RNAseq.g21637.t1",81.1276123362451,-7.97143556426167,2.37817130433408,3.83022729803081e-07,6.93371810246778e-06,"Porites_compressa_HIv1___RNAseq.36241_t","immune"
"97","Pocillopora_acuta_HIv2___RNAseq.g24711.t1",220.863980654415,-0.185394348987279,1.00014574034605,0.343932833230879,0.595053169838688,"Porites_compressa_HIv1___RNAseq.36461_t","gland"
"98","Pocillopora_acuta_HIv2___RNAseq.g28872.t1",594.144734701034,1.130008216589,1.77410170822994,0.0260751801472117,0.0921679876953251,"Porites_compressa_HIv1___RNAseq.37043_t","gastrodermis"
"99","Pocillopora_acuta_HIv2___RNAseq.g790.t1",298.131980310086,0.555312854936249,1.01722906946022,0.275315036783144,0.519863797915325,"Porites_compressa_HIv1___RNAseq.37852_t","gastrodermis"
"100","Pocillopora_acuta_HIv2___RNAseq.g4450.t1",2670.83222697581,0.281214759786049,0.558628417817044,0.541187664535099,0.760724305455825,"Porites_compressa_HIv1___RNAseq.38136_t","immune"
"101","Pocillopora_acuta_HIv2___RNAseq.g10697.t1",472.109608082158,0.366480642926144,1.06218072627286,0.00328933140305985,0.0163663190278148,"Porites_compressa_HIv1___RNAseq.3816_t","gastrodermis"
"102","Pocillopora_acuta_HIv2___RNAseq.g3207.t1",928.478170899146,0.133781330864733,0.893011093175799,0.716684898047165,0.871975483339755,"Porites_compressa_HIv1___RNAseq.38587_t","immune"
"103","Pocillopora_acuta_HIv2___TS.g23567.t1",173.401640641369,-0.338625490798802,0.715269970632919,0.469728427976929,0.707805691103223,"Porites_compressa_HIv1___RNAseq.39517_t","cnidocyte"
"104","Pocillopora_acuta_HIv2___RNAseq.g2704.t1",367.136475746657,-0.153145299804748,0.93968316333341,0.734328117554878,0.882462769384659,"Porites_compressa_HIv1___RNAseq.39671_t","cnidocyte"
"105","Pocillopora_acuta_HIv2___TS.g20153.t1a",2002.14050558377,-1.57319282335498,0.978522142126902,0.0113692617547603,0.0462704001184167,"Porites_compressa_HIv1___RNAseq.40391_t","immune"
"106","Pocillopora_acuta_HIv2___RNAseq.g11254.t1",2215.16772567462,-4.78470746665669,2.92548075465379,1.5052135501415e-05,0.000162473199919751,"Porites_compressa_HIv1___RNAseq.4146_t","epidermis"
"107","Pocillopora_acuta_HIv2___RNAseq.6093_ta",920.516867998596,-0.519316283195303,1.0058614254804,0.167054150111908,0.374447380155552,"Porites_compressa_HIv1___RNAseq.5035_ta","neuron"
"108","Pocillopora_acuta_HIv2___RNAseq.6093_tb",123.150744365596,-7.91673059250083,2.19738960126611,3.514604338985e-08,8.81026640538631e-07,"Porites_compressa_HIv1___RNAseq.5035_tb","neuron"
"109","Pocillopora_acuta_HIv2___RNAseq.g11012.t1",170.262719099643,-0.457555411694166,0.986512892779363,0.188451354748133,0.407072938332885,"Porites_compressa_HIv1___RNAseq.5122_t","calicoblast"
"110","Pocillopora_acuta_HIv2___RNAseq.g6170.t1b",1507.38441817583,-1.22794822644881,0.823200265653858,0.0266687509748028,0.0939675552008644,"Porites_compressa_HIv1___RNAseq.5797_t","immune"
"111","Pocillopora_acuta_HIv2___RNAseq.g6184.t1",1124.09296131191,0.120022368961852,0.799348333682374,0.789421900085763,0.91095457560061,"Porites_compressa_HIv1___RNAseq.5823_t","gastrodermis"
"112","Pocillopora_acuta_HIv2___RNAseq.g6314.t1",13662.6207409328,0.163257662928509,0.543695515161748,0.724466234330383,0.876208673231292,"Porites_compressa_HIv1___RNAseq.5892_t","calicoblast"
"113","Pocillopora_acuta_HIv2___RNAseq.g16712.t1",337.296829260984,-0.166790086581577,0.758668612643087,0.78415935785456,0.908241571178145,"Porites_compressa_HIv1___RNAseq.632_t","neuron"
"114","Pocillopora_acuta_HIv2___TS.g23223.t2",146.032192234711,-0.167210078943516,1.01406446112804,0.010289699888064,0.0425959413797817,"Porites_compressa_HIv1___RNAseq.8865_t","immune"
"115","Pocillopora_acuta_HIv2___TS.g15328.t1",2000.65113902902,-0.445626294471181,1.07090740773913,0.0567421246824766,0.171626535216926,"Porites_compressa_HIv1___RNAseq.9164_t","gastrodermis"
"116","Pocillopora_acuta_HIv2___RNAseq.8540_t",347.805431619623,-0.748118912515432,1.37234517005601,8.44527709268826e-05,0.000718121621802722,"Porites_compressa_HIv1___RNAseq.94_t","gastrodermis"
"117","Pocillopora_acuta_HIv2___RNAseq.g15844.t1",226.558447742678,-0.0059208464708335,1.00196832567031,0.160368333753787,0.364285855856319,"Porites_compressa_HIv1___RNAseq.950_t","immune"
"118","Pocillopora_acuta_HIv2___RNAseq.g8687.t1",793.78018885534,-0.400985578032358,1.08729601826444,8.95324548180684e-06,0.000103849031795392,"Porites_compressa_HIv1___RNAseq.9574_t","neuron"
"119","Pocillopora_acuta_HIv2___RNAseq.g19367.t1",1104.62737374208,-2.67766749524116,1.2439177700986,0.000391545896070991,0.00266283134369859,"Porites_compressa_HIv1___RNAseq.9732_t","gastrodermis"
"120","Pocillopora_acuta_HIv2___RNAseq.g18948.t1",1810.27614820783,-0.208061251615667,0.926263754542759,0.514646094968824,0.739989238220648,"Porites_compressa_HIv1___RNAseq.9864_ta","immune"
"121","Pocillopora_acuta_HIv2___RNAseq.g30300.t1",747.72948353259,-0.456429709873001,0.600496774533637,0.334562849285344,0.585424274384614,"Porites_compressa_HIv1___RNAseq.9864_tb","cnidocyte"
"122","Pocillopora_acuta_HIv2___RNAseq.g15796.t1",610.603870244717,0.0160588946095599,0.92142291926142,0.965032630397957,0.987511957337091,"Porites_compressa_HIv1___RNAseq.996_t","immune"
"123","Pocillopora_acuta_HIv2___TS.g22607.t2",858.403874551524,-0.230644657876291,0.977067998731037,0.285617709805461,0.531545876817574,"Porites_compressa_HIv1___RNAseq.g10000.t1","immune"
"124","Pocillopora_acuta_HIv2___RNAseq.g17071.t1",6072.9740389316,1.5011710939912,0.621760029498421,0.00375612859813162,0.0182678695505635,"Porites_compressa_HIv1___RNAseq.g10015.t1","calicoblast"
"125","Pocillopora_acuta_HIv2___RNAseq.g682.t1",2333.47091477811,2.80410290032967,1.73737822301744,0.00116327260653293,0.00666359405183852,"Porites_compressa_HIv1___RNAseq.g10021.t1","gastrodermis"
"126","Pocillopora_acuta_HIv2___RNAseq.g682.t1",2333.47091477811,2.80410290032967,1.73737822301744,0.00116327260653293,0.00666359405183852,"Porites_compressa_HIv1___RNAseq.g10027.t1","gastrodermis"
"127","Pocillopora_acuta_HIv2___TS.g22381.t1",108.710282224835,-0.32934590072005,1.04695873735492,0.232172291402689,0.466809401740354,"Porites_compressa_HIv1___RNAseq.g10032.t1","epidermis"
"128","Pocillopora_acuta_HIv2___TS.g22381.t1",108.710282224835,-0.32934590072005,1.04695873735492,0.232172291402689,0.466809401740354,"Porites_compressa_HIv1___RNAseq.g10034.t1","calicoblast"
"129","Pocillopora_acuta_HIv2___TS.g22381.t1",108.710282224835,-0.32934590072005,1.04695873735492,0.232172291402689,0.466809401740354,"Porites_compressa_HIv1___RNAseq.g10035.t1","neuron"
"130","Pocillopora_acuta_HIv2___RNAseq.g17089.t1",175.086743847561,-12.0810073026721,3.68443861945423,2.94272316490184e-09,1.0182666951469e-07,"Porites_compressa_HIv1___RNAseq.g10047.t1","epidermis"
"131","Pocillopora_acuta_HIv2___RNAseq.g17089.t1",175.086743847561,-12.0810073026721,3.68443861945423,2.94272316490184e-09,1.0182666951469e-07,"Porites_compressa_HIv1___RNAseq.g10048.t1","epidermis"
"132","Pocillopora_acuta_HIv2___TS.g22381.t1",108.710282224835,-0.32934590072005,1.04695873735492,0.232172291402689,0.466809401740354,"Porites_compressa_HIv1___RNAseq.g10049.t1","epidermis"
"133","Pocillopora_acuta_HIv2___RNAseq.g17091.t1",591.77946493941,0.375686019124407,1.06249129652403,0.0826500646751583,0.227112013051864,"Porites_compressa_HIv1___RNAseq.g10053.t1","gastrodermis"
