event_id chrm exon_pos alt_usage gene_id gene_name p_val p_val_adj dPSI mean_event_count_A mean_event_count_B log2FC_event_count mean_gene_exp_A mean_gene_exp_B log2FC_gene_exp
alt_3prime.735 Pocillopora_acuta_HIv2___Sc0000028 1116070-1116299:1117084-1117210:1117087-1117210 0:1:1 Pocillopora_acuta_HIv2___TS.g14943.t1 None 0.564671686664782 1 0.209677419354839 13.7023405570129 10.9531186936124 0.323080638841228 1084.53559895763 1989.10580999496 -0.875042612997467
alt_3prime.1420 Pocillopora_acuta_HIv2___xfSc0000021 1946119-1946170:1946119-1946319:1946698-1946798 1:1:0 Pocillopora_acuta_HIv2___RNAseq.g16484.t1 None 0.564792835840812 1 -0.382096254321437 3.87106781935231 27.0781282742146 -2.80632453039264 76.8077467758168 1150.40072227455 -3.90474084895385
alt_3prime.1177 Pocillopora_acuta_HIv2___xfSc0000007 403722-403859:404595-404704:404600-404704 0:1:1 Pocillopora_acuta_HIv2___RNAseq.g15805.t1 None 0.565729830832661 1 -0.0733173076923077 2.99358325914588 2.52658143234564 0.244686716684396 76.199174856589 156.374285396529 -1.03715601123737
alt_3prime.741 Pocillopora_acuta_HIv2___Sc0000028 1357146-1357240:1357146-1357262:1357637-1357748 1:1:0 Pocillopora_acuta_HIv2___RNAseq.g31062.t1 None 0.568825470719354 1 0.0753424657534247 23.4764913364669 8.16774566335436 1.52320695979016 504.136957660426 416.68825627954 0.274847279960685
alt_3prime.1384 Pocillopora_acuta_HIv2___xfSc0000018 79588-79634:79706-79903:79712-79903 0:1:1 Pocillopora_acuta_HIv2___RNAseq.g5868.t1 None 0.573177387138741 1 0.398675324675325 5.67406821190209 6.6526492354483 -0.229545474491706 312.456186503584 152.921841769021 1.03085942414437
alt_3prime.875 Pocillopora_acuta_HIv2___Sc0000034 233937-234008:233937-234016:234184-234237 1:1:0 Pocillopora_acuta_HIv2___RNAseq.g15095.t1 None 0.573372276162937 1 -0.0672131147540984 32.5691969284987 12.3052414648202 1.40423517910398 1756.34020214267 1352.81453856955 0.376608251736107
alt_3prime.1421 Pocillopora_acuta_HIv2___xfSc0000022 176621-176740:177713-177922:177725-177922 0:1:1 Pocillopora_acuta_HIv2___RNAseq.g29131.t1 None 0.58792905958679 1 0.262780513933525 3.36051682511429 38.8707013640874 -3.5319281071295 133.700612367597 705.190926694995 -2.39900783921897
alt_3prime.1501 Pocillopora_acuta_HIv2___xfSc0000027 118473-118556:118473-118559:119442-119580 1:1:0 Pocillopora_acuta_HIv2___TS.g798.t2 None 0.591087879707426 1 0.161874968965689 34.7733423271149 11.6828126658391 1.57359409357755 653.490928043293 478.819420033291 0.448685541715005
alt_3prime.427 Pocillopora_acuta_HIv2___Sc0000010 4123053-4123131:4123806-4123902:4123809-4123902 0:1:1 Pocillopora_acuta_HIv2___RNAseq.g17038.t1 None 0.594856236700499 1 -0.139705882352941 12.9711974574271 17.3832857843966 -0.422389135286334 201.139380052188 620.217883141266 -1.62457955751167
alt_3prime.580 Pocillopora_acuta_HIv2___Sc0000014 4630453-4630656:4631501-4631636:4631561-4631636 0:1:1 Pocillopora_acuta_HIv2___RNAseq.g20149.t3 None 0.606644940850604 1 -0.490221987315011 2.84857655749627 8.7723052781813 -1.62271483882209 1585.64597815678 2500.93752443652 -0.657398316884148
alt_3prime.1634 Pocillopora_acuta_HIv2___xpSc0000387 2883884-2883974:2883884-2883989:2884337-2884384 1:1:0 Pocillopora_acuta_HIv2___TS.g26717.t1a None 0.615037733588059 1 0.0532786885245902 21.3340255135345 12.6309200867166 0.75619647861097 296.154774702696 398.277826976978 -0.427423817943106
alt_3prime.827 Pocillopora_acuta_HIv2___Sc0000030 1235982-1236080:1235982-1236083:1236615-1236764 1:1:0 Pocillopora_acuta_HIv2___TS.g7439.t1 None 0.616603937940605 1 -0.448393550589608 7.70901980259455 19.4014408076989 -1.33154445606648 328.532639812725 399.55388235257 -0.282353362930408
alt_3prime.1168 Pocillopora_acuta_HIv2___xfSc0000006 2590696-2590785:2590696-2590788:2590979-2591050 1:1:0 Pocillopora_acuta_HIv2___RNAseq.g3352.t1 None 0.61697497011075 1 -0.0927536231884058 17.7554101490269 6.93472196497571 1.3563487403266 393.428315693035 71.3503320336652 2.46310874601536
alt_3prime.1600 Pocillopora_acuta_HIv2___xfSc0000223 10627-10720:10627-10745:10819-10867 1:1:0 Pocillopora_acuta_HIv2___RNAseq.g12459.t1 None 0.61755201587915 1 0.13015873015873 7.84645314954136 7.10532660187592 0.143139690967459 172.351570013474 64.2594475775255 1.42337395731657
alt_3prime.1639 Pocillopora_acuta_HIv2___xpSc0000387 4297222-4297350:4297222-4297353:4298013-4298106 1:1:0 Pocillopora_acuta_HIv2___RNAseq.g1806.t2 None 0.620132537171361 1 -0.151022090187872 18.6386876079894 18.9455231291375 -0.0235566963413376 701.621982046697 1290.65479126533 -0.879337323906617
alt_3prime.1652 Pocillopora_acuta_HIv2___xpSc0000387 8788808-8788990:8788808-8788993:8789125-8789420 1:1:0 Pocillopora_acuta_HIv2___RNAseq.g2204.t1 None 0.620210818997039 1 -0.1082484029119 35.7060710427193 13.6354523140737 1.3888068360972 1022.62732434801 687.435669161527 0.572983863830581
alt_3prime.1586 Pocillopora_acuta_HIv2___xfSc0000049 316686-316794:316906-317108:317015-317108 0:1:1 Pocillopora_acuta_HIv2___RNAseq.g24464.t1 None 0.62115106033384 1 -0.233779630331354 3.57286112343756 8.17898236703674 -1.19484151583574 20.8119982703575 116.41850865016 -2.4838330438967
alt_3prime.62 Pocillopora_acuta_HIv2___Sc0000000 15668344-15668446:15668344-15668452:15669543-15669659 1:1:0 Pocillopora_acuta_HIv2___RNAseq.g28704.t1 None 0.621238962418673 1 0.332254244177702 8.03319284622948 38.0925612138046 -2.24546387742104 244.514793426817 532.167931796266 -1.1219598242848
alt_3prime.1336 Pocillopora_acuta_HIv2___xfSc0000014 628752-628859:628752-628863:629495-629567 1:1:0 Pocillopora_acuta_HIv2___TS.g17887.t2 None 0.622019101949131 1 -0.0771276595744681 21.7944503550293 14.335084795648 0.604410381605054 752.223546942637 874.124842225691 -0.216677871738961
alt_3prime.534 Pocillopora_acuta_HIv2___Sc0000013 3201804-3201903:3202134-3203058:3203025-3203058 0:1:1 Pocillopora_acuta_HIv2___TS.g314.t3a None 0.623467081073939 1 0.0511363636363636 1.04827087310386 4.36663497485581 -2.05851037796786 1476.4015926189 3747.8497320244 -1.34397791113568
alt_3prime.531 Pocillopora_acuta_HIv2___Sc0000013 3201870-3201903:3201936-3206536:3203025-3206536 0:1:1 Pocillopora_acuta_HIv2___TS.g314.t3a None 0.623467081073939 1 0.101083118312149 1.04827087310386 4.36663497485581 -2.05851037796786 1476.4015926189 3747.8497320244 -1.34397791113568
alt_3prime.1580 Pocillopora_acuta_HIv2___xfSc0000046 3985-4091:4767-4988:4793-4988 0:1:1 Pocillopora_acuta_HIv2___RNAseq.g11364.t2 None 0.625352490720968 1 0.0810344827586207 18.6057529811484 8.45518339477643 1.13784082554581 373.457059509958 311.294487556322 0.262662340339716
alt_3prime.664 Pocillopora_acuta_HIv2___Sc0000020 2100888-2101126:2101637-2101795:2101685-2101795 0:1:1 Pocillopora_acuta_HIv2___RNAseq.g14784.t1 None 0.628315532657368 1 -0.0932606909660398 56.4647929175236 26.9505315687873 1.06703786590205 1291.37897506639 1093.12999994414 0.240447460873227
alt_3prime.1383 Pocillopora_acuta_HIv2___xfSc0000018 78680-78800:79588-79903:79666-79903 0:1:1 Pocillopora_acuta_HIv2___RNAseq.g5868.t1 None 0.630720201380266 1 -0.0912929975429976 12.6255533570568 13.7516948331147 -0.123262814940579 312.456186503584 152.921841769021 1.03085942414437
alt_3prime.838 Pocillopora_acuta_HIv2___Sc0000031 572312-572392:572949-573066:572967-573066 0:1:1 Pocillopora_acuta_HIv2___RNAseq.g21234.t1 None 0.632463107238437 1 0.0641025641025641 39.3616417812762 83.4310343983668 -1.08379373539645 1097.70210777562 1461.01497992698 -0.412484378573666
alt_3prime.1227 Pocillopora_acuta_HIv2___xfSc0000008 5077088-5077190:5077512-5077742:5077517-5077742 0:1:1 Pocillopora_acuta_HIv2___RNAseq.g9122.t1 None 0.637919759108446 1 -0.127906976744186 9.30505196433496 21.6366548848989 -1.2173913576746 113.81703909861 674.405515020896 -2.56689978013677
alt_3prime.418 Pocillopora_acuta_HIv2___Sc0000010 3267874-3267892:3269517-3269705:3269572-3269705 0:1:1 Pocillopora_acuta_HIv2___RNAseq.g16934.t1 None 0.6389404796243 1 -0.0981920903954802 10.1914998245414 9.09604982318307 0.164054318619084 123.86036108133 56.1990943061156 1.1400957714127
alt_3prime.742 Pocillopora_acuta_HIv2___Sc0000028 1576561-1576688:1576561-1576691:1576857-1577023 1:1:0 Pocillopora_acuta_HIv2___RNAseq.g31084.t2 None 0.640469712850806 1 0.345683962153281 32.7734073761466 28.0852441278568 0.222713330942535 582.93560862136 892.206178108967 -0.61404060677002
alt_3prime.1323 Pocillopora_acuta_HIv2___xfSc0000013 2663598-2663697:2663598-2663700:2664348-2664415 1:1:0 Pocillopora_acuta_HIv2___TS.g20831.t1 None 0.644211850392078 1 -0.390389016018307 4.679757231545 5.23302400365516 -0.161211186467738 148.402842842613 76.2010289943821 0.961636344200387
alt_3prime.1158 Pocillopora_acuta_HIv2___xfSc0000006 102115-102236:102115-102239:102558-102664 1:1:0 Pocillopora_acuta_HIv2___RNAseq.g3162.t2 None 0.64455846558129 1 0.372244649694 10.5542383181535 11.8593678609225 -0.168204646520425 181.959450894229 419.568757830032 -1.20529026905283
