"","gene_id_spA","cluster","source_sp","protein_id_spA","Standardized_Name_spA","protein_id_spB"
"19","NV2.7880","PGCs","Nvec","NV2.7880","germline","Pocillopora_acuta_HIv2___RNAseq.g26393.t1"
"20","NV2.7880","PGCs","Nvec","NV2.7880","germline","Pocillopora_acuta_HIv2___RNAseq.g9557.t1"
"21","NV2.5433","PGCs","Nvec","NV2.5433","germline","Pocillopora_acuta_HIv2___TS.g8763.t3"
"22","NV2.5433","PGCs","Nvec","NV2.5433","germline","Pocillopora_acuta_HIv2___TS.g8763.t3"
"23","NV2.8125","PGCs","Nvec","NV2.8125","germline","Pocillopora_acuta_HIv2___RNAseq.g14504.t1a"
"24","NV2.8125","PGCs","Nvec","NV2.8125","germline","Pocillopora_acuta_HIv2___TS.g30561.t1a"
"25","NV2.8125","PGCs","Nvec","NV2.8125","germline","Pocillopora_acuta_HIv2___RNAseq.g1812.t1"
"26","NV2.8125","PGCs","Nvec","NV2.8125","germline","Pocillopora_acuta_HIv2___RNAseq.g14505.t1"
"27","NV2.8125","PGCs","Nvec","NV2.8125","germline","Pocillopora_acuta_HIv2___RNAseq.g1813.t1"
"28","NV2.8125","PGCs","Nvec","NV2.8125","germline","Pocillopora_acuta_HIv2___RNAseq.g14507.t1"
"29","NV2.8125","PGCs","Nvec","NV2.8125","germline","Pocillopora_acuta_HIv2___RNAseq.g4532.t1"
"30","NV2.11451","PGCs","Nvec","NV2.11451","germline","Pocillopora_acuta_HIv2___RNAseq.g3064.t1"
"31","NV2.10663","PGCs","Nvec","NV2.10663","germline","Pocillopora_acuta_HIv2___RNAseq.g15584.t1"
"32","NV2.10663","PGCs","Nvec","NV2.10663","germline","Pocillopora_acuta_HIv2___RNAseq.g15584.t1"
"33","NV2.10663","PGCs","Nvec","NV2.10663","germline","Pocillopora_acuta_HIv2___RNAseq.g15577.t1"
"34","NV2.10663","PGCs","Nvec","NV2.10663","germline","Pocillopora_acuta_HIv2___RNAseq.g15577.t1"
"35","NV2.21600","PGCs","Nvec","NV2.21600","germline","Pocillopora_acuta_HIv2___RNAseq.g22989.t1"
"36","NV2.8531","PGCs","Nvec","NV2.8531","germline","Pocillopora_acuta_HIv2___RNAseq.g11488.t1"
"37","NV2.15858","PGCs","Nvec","NV2.15858","germline","Pocillopora_acuta_HIv2___RNAseq.20675_t"
"38","NV2.22300","PGCs","Nvec","NV2.22300","germline","Pocillopora_acuta_HIv2___RNAseq.g17482.t1"
"39","NV2.22542","PGCs","Nvec","NV2.22542","germline","Pocillopora_acuta_HIv2___RNAseq.g5297.t1"
"40","NV2.22542","PGCs","Nvec","NV2.22542","germline","Pocillopora_acuta_HIv2___RNAseq.g5298.t1"
"41","NV2.22542","PGCs","Nvec","NV2.22542","germline","Pocillopora_acuta_HIv2___RNAseq.g29286.t1"
"42","NV2.22542","PGCs","Nvec","NV2.22542","germline","Pocillopora_acuta_HIv2___RNAseq.g5300.t1"
"43","NV2.13421","PGCs","Nvec","NV2.13421","germline","Pocillopora_acuta_HIv2___RNAseq.g21959.t1"
"44","NV2.13421","PGCs","Nvec","NV2.13421","germline","Pocillopora_acuta_HIv2___RNAseq.g21957.t1"
"45","NV2.2751","PGCs","Nvec","NV2.2751","germline","Pocillopora_acuta_HIv2___RNAseq.g1438.t1"
"46","NV2.2751","PGCs","Nvec","NV2.2751","germline","Pocillopora_acuta_HIv2___RNAseq.g30124.t1"
"47","NV2.22120","PGCs","Nvec","NV2.22120","germline","Pocillopora_acuta_HIv2___RNAseq.g8283.t1"
"48","NV2.637","PGCs","Nvec","NV2.637","germline","Pocillopora_acuta_HIv2___TS.g3110.t1"
"49","NV2.5033","PGCs","Nvec","NV2.5033","germline","Pocillopora_acuta_HIv2___RNAseq.g28635.t1"
"50","NV2.23674","PGCs","Nvec","NV2.23674","germline","Pocillopora_acuta_HIv2___RNAseq.g12907.t1"
"51","NV2.4519","PGCs","Nvec","NV2.4519","germline","Pocillopora_acuta_HIv2___RNAseq.g26328.t1a"
"52","NV2.4519","PGCs","Nvec","NV2.4519","germline","Pocillopora_acuta_HIv2___RNAseq.g26330.t1"
"53","NV2.4519","PGCs","Nvec","NV2.4519","germline","Pocillopora_acuta_HIv2___RNAseq.g26329.t1"
"54","NV2.18198","PGCs","Nvec","NV2.18198","germline","Pocillopora_acuta_HIv2___RNAseq.g2206.t1"
"55","NV2.5151","PGCs","Nvec","NV2.5151","germline","Pocillopora_acuta_HIv2___RNAseq.g7767.t1"
"56","NV2.208","PGCs","Nvec","NV2.208","germline","Pocillopora_acuta_HIv2___RNAseq.g10094.t1"
"57","NV2.208","PGCs","Nvec","NV2.208","germline","Pocillopora_acuta_HIv2___RNAseq.g10094.t1"
"58","NV2.208","PGCs","Nvec","NV2.208","germline","Pocillopora_acuta_HIv2___RNAseq.g10094.t1"
"59","NV2.7016","PGCs","Nvec","NV2.7016","germline","Pocillopora_acuta_HIv2___RNAseq.g8488.t1"
"60","NV2.15109","PGCs","Nvec","NV2.15109","germline","Pocillopora_acuta_HIv2___TS.g851.t1"
"61","NV2.3050","PGCs","Nvec","NV2.3050","germline","Pocillopora_acuta_HIv2___TS.g10328.t2"
"62","NV2.12452","PGCs","Nvec","NV2.12452","germline","Pocillopora_acuta_HIv2___RNAseq.g30974.t1"
"63","NV2.12452","PGCs","Nvec","NV2.12452","germline","Pocillopora_acuta_HIv2___TS.g16545.t1"
"64","NV2.23297","PGCs","Nvec","NV2.23297","germline","Pocillopora_acuta_HIv2___RNAseq.g28633.t1"
"65","NV2.21106","PGCs","Nvec","NV2.21106","germline","Pocillopora_acuta_HIv2___RNAseq.g13647.t1"
"66","NV2.9540","PGCs","Nvec","NV2.9540","germline","Pocillopora_acuta_HIv2___RNAseq.g4036.t1"
"67","NV2.13667","PGCs","Nvec","NV2.13667","germline","Pocillopora_acuta_HIv2___RNAseq.g19142.t1"
"68","NV2.22319","PGCs","Nvec","NV2.22319","germline","Pocillopora_acuta_HIv2___TS.g24850.t1"
"69","NV2.13226","PGCs","Nvec","NV2.13226","germline","Pocillopora_acuta_HIv2___TS.g3225.t1"
"70","NV2.13226","PGCs","Nvec","NV2.13226","germline","Pocillopora_acuta_HIv2___RNAseq.g12255.t1"
"71","NV2.13226","PGCs","Nvec","NV2.13226","germline","Pocillopora_acuta_HIv2___RNAseq.g12256.t1"
"72","NV2.13226","PGCs","Nvec","NV2.13226","germline","Pocillopora_acuta_HIv2___RNAseq.g12248.t1"
"73","NV2.7895","PGCs","Nvec","NV2.7895","germline","Pocillopora_acuta_HIv2___RNAseq.g2147.t1"
"74","NV2.7895","PGCs","Nvec","NV2.7895","germline","Pocillopora_acuta_HIv2___RNAseq.g2147.t1"
"75","NV2.11183","PGCs","Nvec","NV2.11183","germline","Pocillopora_acuta_HIv2___RNAseq.g15503.t1"
"76","NV2.4257","PGCs","Nvec","NV2.4257","germline","Pocillopora_acuta_HIv2___RNAseq.g5297.t1"
"77","NV2.4257","PGCs","Nvec","NV2.4257","germline","Pocillopora_acuta_HIv2___RNAseq.g5298.t1"
"78","NV2.4257","PGCs","Nvec","NV2.4257","germline","Pocillopora_acuta_HIv2___RNAseq.g29286.t1"
"79","NV2.4257","PGCs","Nvec","NV2.4257","germline","Pocillopora_acuta_HIv2___RNAseq.g5300.t1"
"80","NV2.21257","PGCs","Nvec","NV2.21257","germline","Pocillopora_acuta_HIv2___RNAseq.g23817.t2"
"81","NV2.21257","PGCs","Nvec","NV2.21257","germline","Pocillopora_acuta_HIv2___RNAseq.g23817.t2"
"82","NV2.21257","PGCs","Nvec","NV2.21257","germline","Pocillopora_acuta_HIv2___RNAseq.g23817.t2"
"83","NV2.21257","PGCs","Nvec","NV2.21257","germline","Pocillopora_acuta_HIv2___RNAseq.g23817.t2"
"84","NV2.10364","PGCs","Nvec","NV2.10364","germline","Pocillopora_acuta_HIv2___RNAseq.g3998.t1"
"85","NV2.25639","PGCs","Nvec","NV2.25639","germline","Pocillopora_acuta_HIv2___RNAseq.g12620.t1"
"86","NV2.15879","PGCs","Nvec","NV2.15879","germline","Pocillopora_acuta_HIv2___TS.g22542.t3c"
"87","NV2.20062","PGCs","Nvec","NV2.20062","germline","Pocillopora_acuta_HIv2___RNAseq.g24658.t1"
"88","NV2.1961","PGCs","Nvec","NV2.1961","germline","Pocillopora_acuta_HIv2___RNAseq.g21394.t1"
"89","NV2.1961","PGCs","Nvec","NV2.1961","germline","Pocillopora_acuta_HIv2___RNAseq.g21394.t1"
"90","NV2.3720","PGCs","Nvec","NV2.3720","germline","Pocillopora_acuta_HIv2___RNAseq.g22355.t1"
"91","NV2.19497","PGCs","Nvec","NV2.19497","germline","Pocillopora_acuta_HIv2___TS.g28683.t1"
"92","NV2.19497","PGCs","Nvec","NV2.19497","germline","Pocillopora_acuta_HIv2___TS.g28683.t1"
"93","NV2.19497","PGCs","Nvec","NV2.19497","germline","Pocillopora_acuta_HIv2___RNAseq.g26947.t1"
"94","NV2.19497","PGCs","Nvec","NV2.19497","germline","Pocillopora_acuta_HIv2___RNAseq.g26947.t1"
"95","NV2.19497","PGCs","Nvec","NV2.19497","germline","Pocillopora_acuta_HIv2___TS.g9971.t1"
"96","NV2.19497","PGCs","Nvec","NV2.19497","germline","Pocillopora_acuta_HIv2___TS.g9971.t1"
"97","NV2.19497","PGCs","Nvec","NV2.19497","germline","Pocillopora_acuta_HIv2___RNAseq.g15505.t1"
"98","NV2.19497","PGCs","Nvec","NV2.19497","germline","Pocillopora_acuta_HIv2___RNAseq.g15505.t1"
"99","NV2.19497","PGCs","Nvec","NV2.19497","germline","Pocillopora_acuta_HIv2___RNAseq.g26970.t1"
"100","NV2.19497","PGCs","Nvec","NV2.19497","germline","Pocillopora_acuta_HIv2___RNAseq.g26970.t1"
"101","NV2.19497","PGCs","Nvec","NV2.19497","germline","Pocillopora_acuta_HIv2___RNAseq.g28970.t1"
"102","NV2.19497","PGCs","Nvec","NV2.19497","germline","Pocillopora_acuta_HIv2___RNAseq.g28970.t1"
"103","NV2.19497","PGCs","Nvec","NV2.19497","germline","Pocillopora_acuta_HIv2___RNAseq.g20071.t1"
"104","NV2.19497","PGCs","Nvec","NV2.19497","germline","Pocillopora_acuta_HIv2___RNAseq.g20071.t1"
"105","NV2.19497","PGCs","Nvec","NV2.19497","germline","Pocillopora_acuta_HIv2___TS.g3777.t1"
"106","NV2.19497","PGCs","Nvec","NV2.19497","germline","Pocillopora_acuta_HIv2___TS.g3777.t1"
"107","NV2.19497","PGCs","Nvec","NV2.19497","germline","Pocillopora_acuta_HIv2___TS.g18129.t1"
"108","NV2.19497","PGCs","Nvec","NV2.19497","germline","Pocillopora_acuta_HIv2___TS.g18129.t1"
"109","NV2.24437","PGCs","Nvec","NV2.24437","germline","Pocillopora_acuta_HIv2___TS.g15327.t1"
"110","NV2.22790","PGCs","Nvec","NV2.22790","germline","Pocillopora_acuta_HIv2___RNAseq.g16399.t1"
"111","NV2.15518","PGCs","Nvec","NV2.15518","germline","Pocillopora_acuta_HIv2___RNAseq.g16984.t1"
"112","NV2.10272","PGCs","Nvec","NV2.10272","germline","Pocillopora_acuta_HIv2___TS.g29098.t1a"
"113","NV2.21371","PGCs","Nvec","NV2.21371","germline","Pocillopora_acuta_HIv2___TS.g24124.t1"
"114","NV2.20756","PGCs","Nvec","NV2.20756","germline","Pocillopora_acuta_HIv2___RNAseq.g25132.t1"
"115","NV2.17682","PGCs","Nvec","NV2.17682","germline","Pocillopora_acuta_HIv2___RNAseq.g21730.t1"
"116","NV2.15954","PGCs","Nvec","NV2.15954","germline","Pocillopora_acuta_HIv2___RNAseq.g16066.t1"
"117","NV2.11683","PGCs","Nvec","NV2.11683","germline","Pocillopora_acuta_HIv2___RNAseq.g1396.t1"
"118","NV2.25138","PGCs","Nvec","NV2.25138","germline","Pocillopora_acuta_HIv2___TS.g15764.t1"
"119","NV2.25138","PGCs","Nvec","NV2.25138","germline","Pocillopora_acuta_HIv2___TS.g15764.t1"
"120","NV2.25138","PGCs","Nvec","NV2.25138","germline","Pocillopora_acuta_HIv2___TS.g15764.t1"
"121","NV2.25138","PGCs","Nvec","NV2.25138","germline","Pocillopora_acuta_HIv2___TS.g15764.t1"
"122","NV2.21299","PGCs","Nvec","NV2.21299","germline","Pocillopora_acuta_HIv2___RNAseq.g17849.t1"
"123","NV2.21299","PGCs","Nvec","NV2.21299","germline","Pocillopora_acuta_HIv2___RNAseq.g18876.t1"
"124","NV2.21299","PGCs","Nvec","NV2.21299","germline","Pocillopora_acuta_HIv2___RNAseq.g17849.t1"
"125","NV2.21299","PGCs","Nvec","NV2.21299","germline","Pocillopora_acuta_HIv2___RNAseq.g18876.t1"
"126","NV2.21299","PGCs","Nvec","NV2.21299","germline","Pocillopora_acuta_HIv2___RNAseq.g17849.t1"
"127","NV2.21299","PGCs","Nvec","NV2.21299","germline","Pocillopora_acuta_HIv2___RNAseq.g18876.t1"
"128","NV2.12458","PGCs","Nvec","NV2.12458","germline","Pocillopora_acuta_HIv2___TS.g27566.t1"
"129","NV2.12458","PGCs","Nvec","NV2.12458","germline","Pocillopora_acuta_HIv2___TS.g27566.t1"
"130","NV2.12458","PGCs","Nvec","NV2.12458","germline","Pocillopora_acuta_HIv2___TS.g27566.t1"
"131","NV2.6649","PGCs","Nvec","NV2.6649","germline","Pocillopora_acuta_HIv2___TS.g4388.t1"
"132","NV2.25726","PGCs","Nvec","NV2.25726","germline","Pocillopora_acuta_HIv2___TS.g4388.t1"
"133","NV2.10717","PGCs","Nvec","NV2.10717","germline","Pocillopora_acuta_HIv2___RNAseq.g3325.t1"
"134","NV2.6901","PGCs","Nvec","NV2.6901","germline","Pocillopora_acuta_HIv2___RNAseq.g7311.t1"
"135","NV2.24318","PGCs","Nvec","NV2.24318","germline","Pocillopora_acuta_HIv2___RNAseq.g20966.t1"
"136","NV2.24318","PGCs","Nvec","NV2.24318","germline","Pocillopora_acuta_HIv2___RNAseq.g20973.t1"
"137","NV2.24318","PGCs","Nvec","NV2.24318","germline","Pocillopora_acuta_HIv2___RNAseq.g26619.t1"
"138","NV2.24318","PGCs","Nvec","NV2.24318","germline","Pocillopora_acuta_HIv2___RNAseq.g20997.t1a"
"139","NV2.24318","PGCs","Nvec","NV2.24318","germline","Pocillopora_acuta_HIv2___RNAseq.g16636.t1"
"140","NV2.24318","PGCs","Nvec","NV2.24318","germline","Pocillopora_acuta_HIv2___RNAseq.g20997.t1b"
"141","NV2.1896","PGCs","Nvec","NV2.1896","germline","Pocillopora_acuta_HIv2___RNAseq.g6884.t1"
"142","NV2.1896","PGCs","Nvec","NV2.1896","germline","Pocillopora_acuta_HIv2___RNAseq.g9791.t1"
"143","NV2.1896","PGCs","Nvec","NV2.1896","germline","Pocillopora_acuta_HIv2___RNAseq.g9790.t1"
"144","NV2.1896","PGCs","Nvec","NV2.1896","germline","Pocillopora_acuta_HIv2___RNAseq.g23080.t1"
"145","NV2.1896","PGCs","Nvec","NV2.1896","germline","Pocillopora_acuta_HIv2___RNAseq.g6888.t1"
"146","NV2.1896","PGCs","Nvec","NV2.1896","germline","Pocillopora_acuta_HIv2___RNAseq.g6881.t1"
"147","NV2.1896","PGCs","Nvec","NV2.1896","germline","Pocillopora_acuta_HIv2___TS.g16793.t1"
"148","NV2.20153","PGCs","Nvec","NV2.20153","germline","Pocillopora_acuta_HIv2___RNAseq.g14209.t1"
"149","NV2.20153","PGCs","Nvec","NV2.20153","germline","Pocillopora_acuta_HIv2___RNAseq.g14209.t1"
"150","NV2.20153","PGCs","Nvec","NV2.20153","germline","Pocillopora_acuta_HIv2___RNAseq.g14209.t1"
"151","NV2.13634","PGCs","Nvec","NV2.13634","germline","Pocillopora_acuta_HIv2___TS.g25243.t1"
"152","NV2.22787","PGCs","Nvec","NV2.22787","germline","Pocillopora_acuta_HIv2___RNAseq.g16399.t1"
"153","NV2.6688","PGCs","Nvec","NV2.6688","germline","Pocillopora_acuta_HIv2___TS.g30420.t3"
"154","NV2.6688","PGCs","Nvec","NV2.6688","germline","Pocillopora_acuta_HIv2___TS.g30420.t3"
"155","NV2.23454","PGCs","Nvec","NV2.23454","germline","Pocillopora_acuta_HIv2___RNAseq.g1964.t1"
"156","NV2.23454","PGCs","Nvec","NV2.23454","germline","Pocillopora_acuta_HIv2___RNAseq.g1961.t1"
"157","NV2.10515","PGCs","Nvec","NV2.10515","germline","Pocillopora_acuta_HIv2___RNAseq.g28240.t1"
"158","NV2.17893","PGCs","Nvec","NV2.17893","germline","Pocillopora_acuta_HIv2___RNAseq.g2251.t1"
"159","NV2.17893","PGCs","Nvec","NV2.17893","germline","Pocillopora_acuta_HIv2___RNAseq.g2248.t1"
"160","NV2.10568","PGCs","Nvec","NV2.10568","germline","Pocillopora_acuta_HIv2___RNAseq.g10954.t1"
"161","NV2.10568","PGCs","Nvec","NV2.10568","germline","Pocillopora_acuta_HIv2___RNAseq.g10954.t1"
"162","NV2.10568","PGCs","Nvec","NV2.10568","germline","Pocillopora_acuta_HIv2___RNAseq.g10954.t1"
"163","NV2.23436","PGCs","Nvec","NV2.23436","germline","Pocillopora_acuta_HIv2___RNAseq.g13128.t1"
"164","NV2.6221","PGCs","Nvec","NV2.6221","germline","Pocillopora_acuta_HIv2___RNAseq.g20572.t1"
"165","NV2.22513","PGCs","Nvec","NV2.22513","germline","Pocillopora_acuta_HIv2___RNAseq.g22963.t1"
"166","NV2.10636","PGCs","Nvec","NV2.10636","germline","Pocillopora_acuta_HIv2___TS.g11597.t1"
"167","NV2.10636","PGCs","Nvec","NV2.10636","germline","Pocillopora_acuta_HIv2___TS.g11597.t1"
"168","NV2.8300","PGCs","Nvec","NV2.8300","germline","Pocillopora_acuta_HIv2___RNAseq.22810_t"
"169","NV2.19351","PGCs","Nvec","NV2.19351","germline","Pocillopora_acuta_HIv2___TS.g21492.t1b"
"170","NV2.20900","PGCs","Nvec","NV2.20900","germline","Pocillopora_acuta_HIv2___RNAseq.g14112.t1"
"171","NV2.18159","PGCs","Nvec","NV2.18159","germline","Pocillopora_acuta_HIv2___RNAseq.9025_t"
"172","NV2.18455","PGCs","Nvec","NV2.18455","germline","Pocillopora_acuta_HIv2___RNAseq.g22283.t1"
"173","NV2.3213","PGCs","Nvec","NV2.3213","germline","Pocillopora_acuta_HIv2___RNAseq.g29861.t1"
"174","NV2.3213","PGCs","Nvec","NV2.3213","germline","Pocillopora_acuta_HIv2___RNAseq.g29861.t1"
"175","NV2.20981","PGCs","Nvec","NV2.20981","germline","Pocillopora_acuta_HIv2___RNAseq.g13715.t1"
"176","NV2.20981","PGCs","Nvec","NV2.20981","germline","Pocillopora_acuta_HIv2___RNAseq.g13715.t1"
"177","NV2.20981","PGCs","Nvec","NV2.20981","germline","Pocillopora_acuta_HIv2___RNAseq.g13715.t1"
"178","NV2.12709","PGCs","Nvec","NV2.12709","germline","Pocillopora_acuta_HIv2___RNAseq.g15451.t1"
"179","NV2.11257","PGCs","Nvec","NV2.11257","germline","Pocillopora_acuta_HIv2___RNAseq.g15621.t1"
"180","NV2.7068","PGCs","Nvec","NV2.7068","germline","Pocillopora_acuta_HIv2___RNAseq.g24535.t1"
"181","NV2.13753","PGCs","Nvec","NV2.13753","germline","Pocillopora_acuta_HIv2___RNAseq.g30585.t1"
"182","NV2.2232","PGCs","Nvec","NV2.2232","germline","Pocillopora_acuta_HIv2___TS.g17636.t1"
"183","NV2.2232","PGCs","Nvec","NV2.2232","germline","Pocillopora_acuta_HIv2___RNAseq.g17238.t1"
"184","NV2.2232","PGCs","Nvec","NV2.2232","germline","Pocillopora_acuta_HIv2___TS.g17638.t1"
"185","NV2.2232","PGCs","Nvec","NV2.2232","germline","Pocillopora_acuta_HIv2___RNAseq.g17245.t1"
"186","NV2.8474","PGCs","Nvec","NV2.8474","germline","Pocillopora_acuta_HIv2___RNAseq.g11675.t1"
"187","NV2.14931","PGCs","Nvec","NV2.14931","germline","Pocillopora_acuta_HIv2___RNAseq.g25986.t1"
"188","NV2.14931","PGCs","Nvec","NV2.14931","germline","Pocillopora_acuta_HIv2___RNAseq.g25986.t1"
"189","NV2.102","PGCs","Nvec","NV2.102","germline","Pocillopora_acuta_HIv2___RNAseq.g12326.t1"
"190","NV2.8311","PGCs","Nvec","NV2.8311","germline","Pocillopora_acuta_HIv2___TS.g104.t2a"
"191","NV2.8311","PGCs","Nvec","NV2.8311","germline","Pocillopora_acuta_HIv2___TS.g104.t2a"
"192","NV2.8311","PGCs","Nvec","NV2.8311","germline","Pocillopora_acuta_HIv2___TS.g104.t2a"
"193","NV2.4340","PGCs","Nvec","NV2.4340","germline","Pocillopora_acuta_HIv2___RNAseq.g14814.t1"
"194","NV2.4340","PGCs","Nvec","NV2.4340","germline","Pocillopora_acuta_HIv2___RNAseq.g14828.t1"
"195","NV2.4340","PGCs","Nvec","NV2.4340","germline","Pocillopora_acuta_HIv2___RNAseq.g14809.t1"
"196","NV2.4340","PGCs","Nvec","NV2.4340","germline","Pocillopora_acuta_HIv2___RNAseq.g14829.t1"
"197","NV2.4340","PGCs","Nvec","NV2.4340","germline","Pocillopora_acuta_HIv2___RNAseq.g14836.t1"
"198","NV2.4340","PGCs","Nvec","NV2.4340","germline","Pocillopora_acuta_HIv2___RNAseq.g14820.t1"
"199","NV2.4340","PGCs","Nvec","NV2.4340","germline","Pocillopora_acuta_HIv2___RNAseq.g14821.t1"
"200","NV2.4340","PGCs","Nvec","NV2.4340","germline","Pocillopora_acuta_HIv2___RNAseq.g14837.t1"
"201","NV2.4340","PGCs","Nvec","NV2.4340","germline","Pocillopora_acuta_HIv2___RNAseq.g14833.t1"
"202","NV2.4340","PGCs","Nvec","NV2.4340","germline","Pocillopora_acuta_HIv2___RNAseq.g14832.t1"
"203","NV2.4340","PGCs","Nvec","NV2.4340","germline","Pocillopora_acuta_HIv2___RNAseq.g2700.t1"
"204","NV2.4340","PGCs","Nvec","NV2.4340","germline","Pocillopora_acuta_HIv2___RNAseq.g14817.t1"
"205","NV2.4340","PGCs","Nvec","NV2.4340","germline","Pocillopora_acuta_HIv2___RNAseq.g2698.t1"
"206","NV2.4340","PGCs","Nvec","NV2.4340","germline","Pocillopora_acuta_HIv2___TS.g20085.t1"
"207","NV2.4340","PGCs","Nvec","NV2.4340","germline","Pocillopora_acuta_HIv2___RNAseq.g14822.t1"
"208","NV2.4340","PGCs","Nvec","NV2.4340","germline","Pocillopora_acuta_HIv2___RNAseq.g14830.t1"
"209","NV2.4340","PGCs","Nvec","NV2.4340","germline","Pocillopora_acuta_HIv2___RNAseq.g14811.t1"
"210","NV2.4340","PGCs","Nvec","NV2.4340","germline","Pocillopora_acuta_HIv2___RNAseq.g14838.t1"
"211","NV2.18023","PGCs","Nvec","NV2.18023","germline","Pocillopora_acuta_HIv2___RNAseq.g1725.t1"
"212","NV2.19172","PGCs","Nvec","NV2.19172","germline","Pocillopora_acuta_HIv2___RNAseq.g21832.t1"
"213","NV2.14022","PGCs","Nvec","NV2.14022","germline","Pocillopora_acuta_HIv2___RNAseq.g30658.t1"
"214","NV2.21370","PGCs","Nvec","NV2.21370","germline","Pocillopora_acuta_HIv2___RNAseq.g22693.t1"
"215","NV2.21043","PGCs","Nvec","NV2.21043","germline","Pocillopora_acuta_HIv2___RNAseq.g13637.t1"
"216","NV2.7297","PGCs","Nvec","NV2.7297","germline","Pocillopora_acuta_HIv2___RNAseq.g1863.t1"
"217","NV2.8879","PGCs","Nvec","NV2.8879","germline","Pocillopora_acuta_HIv2___RNAseq.g11443.t1"
"218","NV2.8879","PGCs","Nvec","NV2.8879","germline","Pocillopora_acuta_HIv2___RNAseq.g11443.t1"
"219","NV2.7864","PGCs","Nvec","NV2.7864","germline","Pocillopora_acuta_HIv2___RNAseq.g14416.t1"
"220","NV2.5862","PGCs","Nvec","NV2.5862","germline","Pocillopora_acuta_HIv2___TS.g11137.t1"
"221","NV2.13819","PGCs","Nvec","NV2.13819","germline","Pocillopora_acuta_HIv2___TS.g9438.t1"
"222","NV2.14015","PGCs","Nvec","NV2.14015","germline","Pocillopora_acuta_HIv2___RNAseq.g30549.t1"
"223","NV2.19514","PGCs","Nvec","NV2.19514","germline","Pocillopora_acuta_HIv2___RNAseq.g14093.t1"
"224","NV2.19514","PGCs","Nvec","NV2.19514","germline","Pocillopora_acuta_HIv2___RNAseq.g14093.t1"
"225","NV2.63","PGCs","Nvec","NV2.63","germline","Pocillopora_acuta_HIv2___RNAseq.g21637.t1"
"226","NV2.63","PGCs","Nvec","NV2.63","germline","Pocillopora_acuta_HIv2___RNAseq.g21637.t1"
"227","NV2.63","PGCs","Nvec","NV2.63","germline","Pocillopora_acuta_HIv2___RNAseq.g21637.t1"
"228","NV2.63","PGCs","Nvec","NV2.63","germline","Pocillopora_acuta_HIv2___RNAseq.g21637.t1"
"229","NV2.15961","PGCs","Nvec","NV2.15961","germline","Pocillopora_acuta_HIv2___RNAseq.g16083.t1"
"230","NV2.15961","PGCs","Nvec","NV2.15961","germline","Pocillopora_acuta_HIv2___RNAseq.g16085.t1"
"231","NV2.1123","PGCs","Nvec","NV2.1123","germline","Pocillopora_acuta_HIv2___RNAseq.g19630.t1"
"232","NV2.1123","PGCs","Nvec","NV2.1123","germline","Pocillopora_acuta_HIv2___RNAseq.g19630.t1"
"233","NV2.1123","PGCs","Nvec","NV2.1123","germline","Pocillopora_acuta_HIv2___RNAseq.g19630.t1"
