"","gene_id_spA","cluster","source_sp","protein_id_spA","Standardized_Name_spA","protein_id_spB"
"30","LOC113680250","Cluster0","Pdam","XP_027053069.1","epidermis","Porites_compressa_HIv1___RNAseq.g5809.t1"
"31","LOC113680250","Cluster0","Pdam","XP_027053069.1","epidermis","XP_022781572.1"
"32","LOC113680250","Cluster0","Pdam","XP_027053069.1","epidermis","XP_022781573.1"
"33","LOC113680250","Cluster0","Pdam","XP_027053069.1","epidermis","XP_022781574.1"
"34","LOC113680250","Cluster0","Pdam","XP_027053069.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g10577.t1"
"35","LOC113668910","Cluster0","Pdam","XP_027040686.1","epidermis","XP_022808131.1"
"36","LOC113668910","Cluster0","Pdam","XP_027040686.1","epidermis","XP_022808133.1"
"37","LOC113668910","Cluster0","Pdam","XP_027040686.1","epidermis","Porites_compressa_HIv1___RNAseq.g18847.t1"
"38","LOC113668910","Cluster0","Pdam","XP_027040686.1","epidermis","Porites_compressa_HIv1___RNAseq.g18846.t1"
"39","LOC113668910","Cluster0","Pdam","XP_027040686.1","epidermis","Porites_compressa_HIv1___RNAseq.g18892.t1"
"40","LOC113668910","Cluster0","Pdam","XP_027040686.1","epidermis","XP_057289632.1"
"41","LOC113668910","Cluster0","Pdam","XP_027040686.1","epidermis","QW917_027909"
"42","LOC113668910","Cluster0","Pdam","XP_027040686.1","epidermis","QW917_027911"
"43","LOC113668910","Cluster0","Pdam","XP_027040686.1","epidermis","QW917_027920"
"44","LOC113668910","Cluster0","Pdam","XP_027040686.1","epidermis","Porites_compressa_HIv1___RNAseq.g18888.t1"
"45","LOC113668910","Cluster0","Pdam","XP_027040686.1","epidermis","Porites_compressa_HIv1___TS.g27130.t1"
"46","LOC113668910","Cluster0","Pdam","XP_027040686.1","epidermis","QW917_027903"
"47","LOC113668910","Cluster0","Pdam","XP_027040686.1","epidermis","QW917_027903"
"48","LOC113668910","Cluster0","Pdam","XP_027040686.1","epidermis","QW917_027932"
"49","LOC113668910","Cluster0","Pdam","XP_027040686.1","epidermis","QW917_027931"
"50","LOC113668910","Cluster0","Pdam","XP_027040686.1","epidermis","QW917_027931"
"51","LOC113668910","Cluster0","Pdam","XP_027040686.1","epidermis","QW917_008472"
"52","LOC113668910","Cluster0","Pdam","XP_027040686.1","epidermis","QW917_027915"
"53","LOC113668910","Cluster0","Pdam","XP_027040686.1","epidermis","QW917_027918"
"54","LOC113668910","Cluster0","Pdam","XP_027040686.1","epidermis","QW917_027907"
"55","LOC113680849","Cluster0","Pdam","XP_027053700.1","epidermis","evm.model.Ap7.1442"
"56","LOC113680849","Cluster0","Pdam","XP_027053700.1","epidermis","QW917_016052"
"57","LOC113680849","Cluster0","Pdam","XP_027053700.1","epidermis","Porites_compressa_HIv1___RNAseq.31902_t"
"58","LOC113680849","Cluster0","Pdam","XP_027053700.1","epidermis","Porites_compressa_HIv1___RNAseq.g15113.t1"
"59","LOC113680849","Cluster0","Pdam","XP_027053700.1","epidermis","Porites_compressa_HIv1___RNAseq.g15109.t1"
"60","LOC113680849","Cluster0","Pdam","XP_027053700.1","epidermis","Porites_compressa_HIv1___RNAseq.g15111.t1"
"61","LOC113680849","Cluster0","Pdam","XP_027053700.1","epidermis","Porites_compressa_HIv1___RNAseq.g15110.t1"
"62","LOC113680849","Cluster0","Pdam","XP_027053700.1","epidermis","Porites_compressa_HIv1___RNAseq.g15114.t1"
"63","LOC113680849","Cluster0","Pdam","XP_027053700.1","epidermis","Porites_compressa_HIv1___RNAseq.g13408.t1"
"64","LOC113680849","Cluster0","Pdam","XP_027053700.1","epidermis","XP_057297476.1"
"65","LOC113680849","Cluster0","Pdam","XP_027053700.1","epidermis","XP_057297477.1"
"66","LOC113680849","Cluster0","Pdam","XP_027053700.1","epidermis","XP_057297478.1"
"67","LOC113680849","Cluster0","Pdam","XP_027053700.1","epidermis","XP_057297678.1"
"68","LOC113680849","Cluster0","Pdam","XP_027053700.1","epidermis","XP_057297474.1"
"69","LOC113680849","Cluster0","Pdam","XP_027053700.1","epidermis","XP_057297475.1"
"70","LOC113680849","Cluster0","Pdam","XP_027053700.1","epidermis","Porites_compressa_HIv1___RNAseq.g15112.t1"
"71","LOC113680849","Cluster0","Pdam","XP_027053700.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g31044.t1"
"72","LOC113680849","Cluster0","Pdam","XP_027053700.1","epidermis","XP_022794503.1"
"73","LOC113677284","Cluster0","Pdam","XP_027049878.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g10988.t1"
"74","LOC113677284","Cluster0","Pdam","XP_027049878.1","epidermis","XP_022802196.1"
"75","LOC113677284","Cluster0","Pdam","XP_027049876.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g10988.t1"
"76","LOC113677284","Cluster0","Pdam","XP_027049876.1","epidermis","XP_022802196.1"
"77","LOC113676923","Cluster0","Pdam","XP_027049463.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.19049_t"
"78","LOC113676923","Cluster0","Pdam","XP_027049463.1","epidermis","QW917_004008"
"79","LOC113676923","Cluster0","Pdam","XP_027049463.1","epidermis","evm.model.Ap6.1387"
"80","LOC113679024","Cluster0","Pdam","XP_027051763.1","epidermis","Pocillopora_acuta_HIv2___TS.g21530.t1"
"81","LOC113679024","Cluster0","Pdam","XP_027051763.1","epidermis","XP_022803293.1"
"82","LOC113679024","Cluster0","Pdam","XP_027051763.1","epidermis","XP_022803294.1"
"83","LOC113679024","Cluster0","Pdam","XP_027051763.1","epidermis","XP_022803295.1"
"84","LOC113679024","Cluster0","Pdam","XP_027051763.1","epidermis","XP_022803296.1"
"85","LOC113679024","Cluster0","Pdam","XP_027051763.1","epidermis","XP_022803297.1"
"86","LOC113679024","Cluster0","Pdam","XP_027051763.1","epidermis","evm.model.Ap13.2501"
"87","LOC113679024","Cluster0","Pdam","XP_027051763.1","epidermis","QW917_006575"
"88","LOC113679024","Cluster0","Pdam","XP_027051763.1","epidermis","Porites_compressa_HIv1___TS.g2409.t2"
"89","LOC113679024","Cluster0","Pdam","XP_027051756.1","epidermis","Pocillopora_acuta_HIv2___TS.g21530.t1"
"90","LOC113679024","Cluster0","Pdam","XP_027051756.1","epidermis","XP_022803293.1"
"91","LOC113679024","Cluster0","Pdam","XP_027051756.1","epidermis","XP_022803294.1"
"92","LOC113679024","Cluster0","Pdam","XP_027051756.1","epidermis","XP_022803295.1"
"93","LOC113679024","Cluster0","Pdam","XP_027051756.1","epidermis","XP_022803296.1"
"94","LOC113679024","Cluster0","Pdam","XP_027051756.1","epidermis","XP_022803297.1"
"95","LOC113679024","Cluster0","Pdam","XP_027051756.1","epidermis","evm.model.Ap13.2501"
"96","LOC113679024","Cluster0","Pdam","XP_027051756.1","epidermis","QW917_006575"
"97","LOC113679024","Cluster0","Pdam","XP_027051756.1","epidermis","Porites_compressa_HIv1___TS.g2409.t2"
"98","LOC113687096","Cluster0","Pdam","XP_027060603.1","epidermis","QW917_027554"
"99","LOC113687096","Cluster0","Pdam","XP_027060603.1","epidermis","evm.model.Ap9.331"
"100","LOC113687096","Cluster0","Pdam","XP_027060603.1","epidermis","QW917_008552"
"101","LOC113687096","Cluster0","Pdam","XP_027060603.1","epidermis","QW917_008552"
"102","LOC113687096","Cluster0","Pdam","XP_027060603.1","epidermis","QW917_008547"
"103","LOC113687096","Cluster0","Pdam","XP_027060603.1","epidermis","evm.model.Ap9.334"
"104","LOC113687096","Cluster0","Pdam","XP_027060603.1","epidermis","QW917_008549"
"105","LOC113687096","Cluster0","Pdam","XP_027060603.1","epidermis","QW917_008550"
"106","LOC113687096","Cluster0","Pdam","XP_027060603.1","epidermis","QW917_027550"
"107","LOC113687096","Cluster0","Pdam","XP_027060603.1","epidermis","Porites_compressa_HIv1___RNAseq.g4408.t1"
"108","LOC113687096","Cluster0","Pdam","XP_027060603.1","epidermis","Porites_compressa_HIv1___RNAseq.g4495.t1"
"109","LOC113687096","Cluster0","Pdam","XP_027060603.1","epidermis","Porites_compressa_HIv1___RNAseq.g4400.t1b"
"110","LOC113687096","Cluster0","Pdam","XP_027060603.1","epidermis","QW917_008538"
"111","LOC113687096","Cluster0","Pdam","XP_027060603.1","epidermis","XP_057296181.1"
"112","LOC113687096","Cluster0","Pdam","XP_027060603.1","epidermis","XP_027055225.1"
"113","LOC113687096","Cluster0","Pdam","XP_027060603.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g6397.t1"
"114","LOC113687096","Cluster0","Pdam","XP_027060603.1","epidermis","QW917_027551"
"115","LOC113687096","Cluster0","Pdam","XP_027060604.1","epidermis","QW917_027554"
"116","LOC113687096","Cluster0","Pdam","XP_027060604.1","epidermis","evm.model.Ap9.331"
"117","LOC113687096","Cluster0","Pdam","XP_027060604.1","epidermis","QW917_008552"
"118","LOC113687096","Cluster0","Pdam","XP_027060604.1","epidermis","QW917_008552"
"119","LOC113687096","Cluster0","Pdam","XP_027060604.1","epidermis","QW917_008547"
"120","LOC113687096","Cluster0","Pdam","XP_027060604.1","epidermis","evm.model.Ap9.334"
"121","LOC113687096","Cluster0","Pdam","XP_027060604.1","epidermis","QW917_008549"
"122","LOC113687096","Cluster0","Pdam","XP_027060604.1","epidermis","QW917_008550"
"123","LOC113687096","Cluster0","Pdam","XP_027060604.1","epidermis","QW917_027550"
"124","LOC113687096","Cluster0","Pdam","XP_027060604.1","epidermis","Porites_compressa_HIv1___RNAseq.g4408.t1"
"125","LOC113687096","Cluster0","Pdam","XP_027060604.1","epidermis","Porites_compressa_HIv1___RNAseq.g4495.t1"
"126","LOC113687096","Cluster0","Pdam","XP_027060604.1","epidermis","Porites_compressa_HIv1___RNAseq.g4400.t1b"
"127","LOC113687096","Cluster0","Pdam","XP_027060604.1","epidermis","QW917_008538"
"128","LOC113687096","Cluster0","Pdam","XP_027060604.1","epidermis","XP_057296181.1"
"129","LOC113687096","Cluster0","Pdam","XP_027060604.1","epidermis","XP_027055225.1"
"130","LOC113687096","Cluster0","Pdam","XP_027060604.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g6397.t1"
"131","LOC113687096","Cluster0","Pdam","XP_027060604.1","epidermis","QW917_027551"
"132","LOC113666770","Cluster0","Pdam","XP_027038362.1","epidermis","XP_057292993.1"
"133","LOC113666770","Cluster0","Pdam","XP_027038362.1","epidermis","XP_057301571.1"
"134","LOC113666770","Cluster0","Pdam","XP_027038362.1","epidermis","XP_057302652.1"
"135","LOC113666770","Cluster0","Pdam","XP_027038362.1","epidermis","XP_057301161.1"
"136","LOC113666770","Cluster0","Pdam","XP_027038362.1","epidermis","XP_057301008.1"
"137","LOC113666770","Cluster0","Pdam","XP_027038362.1","epidermis","XP_057301009.1"
"138","LOC113666770","Cluster0","Pdam","XP_027038362.1","epidermis","XP_057301007.1"
"139","LOC113666770","Cluster0","Pdam","XP_027038362.1","epidermis","QW917_000456"
"140","LOC113666770","Cluster0","Pdam","XP_027038362.1","epidermis","QW917_000454"
"141","LOC113666770","Cluster0","Pdam","XP_027038362.1","epidermis","Porites_compressa_HIv1___TS.g25274.t1"
"142","LOC113666770","Cluster0","Pdam","XP_027038362.1","epidermis","Porites_compressa_HIv1___RNAseq.g20499.t1"
"143","LOC113666770","Cluster0","Pdam","XP_027038362.1","epidermis","Porites_compressa_HIv1___RNAseq.g20488.t1"
"144","LOC113666770","Cluster0","Pdam","XP_027038362.1","epidermis","Porites_compressa_HIv1___RNAseq.g20497.t1"
"145","LOC113666770","Cluster0","Pdam","XP_027038362.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g993.t1"
"146","LOC113666770","Cluster0","Pdam","XP_027038362.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g994.t1"
"147","LOC113679819","Cluster0","Pdam","XP_027052591.1","epidermis","Porites_compressa_HIv1___RNAseq.g29183.t1"
"148","LOC113679819","Cluster0","Pdam","XP_027052591.1","epidermis","Porites_compressa_HIv1___RNAseq.g29182.t1"
"149","LOC113679819","Cluster0","Pdam","XP_027052591.1","epidermis","XP_057292694.1"
"150","LOC113679819","Cluster0","Pdam","XP_027052591.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g8399.t1"
"151","LOC113679819","Cluster0","Pdam","XP_027052591.1","epidermis","XP_022794176.1"
"152","LOC113679819","Cluster0","Pdam","XP_027052591.1","epidermis","QW917_029175"
"153","LOC113674663","Cluster0","Pdam","XP_027046948.1","epidermis","XP_022806943.1"
"154","LOC113674663","Cluster0","Pdam","XP_027046948.1","epidermis","XP_022806942.1"
"155","LOC113674663","Cluster0","Pdam","XP_027046948.1","epidermis","QW917_027746"
"156","LOC113674663","Cluster0","Pdam","XP_027046948.1","epidermis","QW917_027747"
"157","LOC113674663","Cluster0","Pdam","XP_027046948.1","epidermis","QW917_027748"
"158","LOC113674663","Cluster0","Pdam","XP_027046948.1","epidermis","QW917_028389"
"159","LOC113674663","Cluster0","Pdam","XP_027046948.1","epidermis","QW917_035175"
"160","LOC113674663","Cluster0","Pdam","XP_027046948.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g3464.t1"
"161","LOC113685428","Cluster0","Pdam","XP_027058745.1","epidermis","XP_022798459.1"
"162","LOC113685428","Cluster0","Pdam","XP_027058745.1","epidermis","XP_057311610.1"
"163","LOC113685428","Cluster0","Pdam","XP_027058745.1","epidermis","Porites_compressa_HIv1___RNAseq.g1309.t1"
"164","LOC113685428","Cluster0","Pdam","XP_027058745.1","epidermis","Porites_compressa_HIv1___RNAseq.g1316.t1"
"165","LOC113685428","Cluster0","Pdam","XP_027058745.1","epidermis","Porites_compressa_HIv1___RNAseq.g1315.t1"
"166","LOC113685428","Cluster0","Pdam","XP_027058745.1","epidermis","Porites_compressa_HIv1___RNAseq.g1318.t1"
"167","LOC113685428","Cluster0","Pdam","XP_027058745.1","epidermis","Porites_compressa_HIv1___RNAseq.g1313.t1"
"168","LOC113685428","Cluster0","Pdam","XP_027058745.1","epidermis","Porites_compressa_HIv1___RNAseq.g1314.t1"
"169","LOC113685428","Cluster0","Pdam","XP_027058745.1","epidermis","Porites_compressa_HIv1___RNAseq.g1310.t2"
"170","LOC113685428","Cluster0","Pdam","XP_027058745.1","epidermis","XP_057310618.1"
"171","LOC113685428","Cluster0","Pdam","XP_027058745.1","epidermis","Porites_compressa_HIv1___RNAseq.g1308.t1"
"172","LOC113685428","Cluster0","Pdam","XP_027058745.1","epidermis","Porites_compressa_HIv1___TS.g4676.t1"
"173","LOC113685428","Cluster0","Pdam","XP_027058745.1","epidermis","Porites_compressa_HIv1___RNAseq.g10048.t1"
"174","LOC113685428","Cluster0","Pdam","XP_027058745.1","epidermis","Porites_compressa_HIv1___RNAseq.g10047.t1"
"175","LOC113685205","Cluster0","Pdam","XP_027058496.1","epidermis","XP_057305124.1"
"176","LOC113685205","Cluster0","Pdam","XP_027058496.1","epidermis","XP_057305120.1"
"177","LOC113685205","Cluster0","Pdam","XP_027058496.1","epidermis","XP_057305455.1"
"178","LOC113685205","Cluster0","Pdam","XP_027058496.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g25504.t1"
"179","LOC113685205","Cluster0","Pdam","XP_027058496.1","epidermis","XP_022803774.1"
"180","LOC113685205","Cluster0","Pdam","XP_027058496.1","epidermis","XP_022803775.1"
"181","LOC113672909","Cluster0","Pdam","XP_027045053.1","epidermis","XP_057304674.1"
"182","LOC113672909","Cluster0","Pdam","XP_027045053.1","epidermis","XP_057306490.1"
"183","LOC113672909","Cluster0","Pdam","XP_027045053.1","epidermis","Porites_compressa_HIv1___RNAseq.16359_t"
"184","LOC113672909","Cluster0","Pdam","XP_027045053.1","epidermis","XP_022784851.1"
"185","LOC113672909","Cluster0","Pdam","XP_027045053.1","epidermis","QW917_028745"
"186","LOC113672909","Cluster0","Pdam","XP_027045053.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.11267_t"
"187","LOC113667716","Cluster0","Pdam","XP_027039372.1","epidermis","Pocillopora_acuta_HIv2___TS.g27210.t2"
"188","LOC113667716","Cluster0","Pdam","XP_027039372.1","epidermis","XP_022785023.1"
"189","LOC113667716","Cluster0","Pdam","XP_027039372.1","epidermis","XP_022785024.1"
"190","LOC113667716","Cluster0","Pdam","XP_027039372.1","epidermis","QW917_013260"
"191","LOC113667716","Cluster0","Pdam","XP_027039372.1","epidermis","evm.model.Ap12.2017"
"192","LOC113667716","Cluster0","Pdam","XP_027039372.1","epidermis","Porites_compressa_HIv1___RNAseq.g20569.t1"
"193","LOC113667716","Cluster0","Pdam","XP_027039372.1","epidermis","XP_057289944.1"
"194","LOC113667716","Cluster0","Pdam","XP_027039372.1","epidermis","XP_057289943.1"
"195","LOC113667716","Cluster0","Pdam","XP_027039373.1","epidermis","Pocillopora_acuta_HIv2___TS.g27210.t2"
"196","LOC113667716","Cluster0","Pdam","XP_027039373.1","epidermis","XP_022785023.1"
"197","LOC113667716","Cluster0","Pdam","XP_027039373.1","epidermis","XP_022785024.1"
"198","LOC113667716","Cluster0","Pdam","XP_027039373.1","epidermis","QW917_013260"
"199","LOC113667716","Cluster0","Pdam","XP_027039373.1","epidermis","evm.model.Ap12.2017"
"200","LOC113667716","Cluster0","Pdam","XP_027039373.1","epidermis","Porites_compressa_HIv1___RNAseq.g20569.t1"
"201","LOC113667716","Cluster0","Pdam","XP_027039373.1","epidermis","XP_057289944.1"
"202","LOC113667716","Cluster0","Pdam","XP_027039373.1","epidermis","XP_057289943.1"
"203","LOC113676583","Cluster0","Pdam","XP_027049056.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g33.t1"
"204","LOC113676583","Cluster0","Pdam","XP_027049056.1","epidermis","XP_022785063.1"
"205","LOC113676583","Cluster0","Pdam","XP_027049056.1","epidermis","QW917_018010"
"206","LOC113676583","Cluster0","Pdam","XP_027049056.1","epidermis","QW917_018009"
"207","LOC113676583","Cluster0","Pdam","XP_027049056.1","epidermis","evm.model.Ap8.913"
"208","LOC113676583","Cluster0","Pdam","XP_027049056.1","epidermis","evm.model.Ap8.913.1.5f15e6fc"
"209","LOC113676583","Cluster0","Pdam","XP_027049056.1","epidermis","evm.model.Ap8.914"
"210","LOC113676583","Cluster0","Pdam","XP_027049056.1","epidermis","Porites_compressa_HIv1___RNAseq.g2932.t1"
"211","LOC113675168","Cluster0","Pdam","XP_027047511.1","epidermis","XP_022809133.1"
"212","LOC113675168","Cluster0","Pdam","XP_027047511.1","epidermis","Porites_compressa_HIv1___RNAseq.g4206.t1"
"213","LOC113675168","Cluster0","Pdam","XP_027047511.1","epidermis","evm.model.Ap9.1930"
"214","LOC113675168","Cluster0","Pdam","XP_027047511.1","epidermis","XP_057309953.1"
"215","LOC113675168","Cluster0","Pdam","XP_027047511.1","epidermis","XP_057309954.1"
"216","LOC113675168","Cluster0","Pdam","XP_027047511.1","epidermis","QW917_009582"
"217","LOC113675168","Cluster0","Pdam","XP_027047511.1","epidermis","XP_022809134.1"
"218","LOC113675168","Cluster0","Pdam","XP_027047511.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g18150.t1"
"219","LOC113680560","Cluster0","Pdam","XP_027053399.1","epidermis","XP_057291526.1"
"220","LOC113680560","Cluster0","Pdam","XP_027053399.1","epidermis","XP_057300609.1"
"221","LOC113680560","Cluster0","Pdam","XP_027053399.1","epidermis","XP_057300618.1"
"222","LOC113680560","Cluster0","Pdam","XP_027053399.1","epidermis","XP_057300151.1"
"223","LOC113680560","Cluster0","Pdam","XP_027053399.1","epidermis","XP_057291523.1"
"224","LOC113680560","Cluster0","Pdam","XP_027053399.1","epidermis","XP_057291524.1"
"225","LOC113680560","Cluster0","Pdam","XP_027053399.1","epidermis","XP_057291525.1"
"226","LOC113680560","Cluster0","Pdam","XP_027053399.1","epidermis","Porites_compressa_HIv1___RNAseq.g681.t1b"
"227","LOC113680560","Cluster0","Pdam","XP_027053399.1","epidermis","evm.model.Ap6.198"
"228","LOC113680560","Cluster0","Pdam","XP_027053399.1","epidermis","QW917_003433"
"229","LOC113680560","Cluster0","Pdam","XP_027053399.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g30858.t1"
"230","LOC113680560","Cluster0","Pdam","XP_027053399.1","epidermis","XP_022798766.1"
"231","LOC113680560","Cluster0","Pdam","XP_027053399.1","epidermis","XP_022798767.1"
"232","LOC113680560","Cluster0","Pdam","XP_027053399.1","epidermis","XP_022798768.1"
"233","LOC113680560","Cluster0","Pdam","XP_027053400.1","epidermis","XP_057291526.1"
"234","LOC113680560","Cluster0","Pdam","XP_027053400.1","epidermis","XP_057300609.1"
"235","LOC113680560","Cluster0","Pdam","XP_027053400.1","epidermis","XP_057300618.1"
"236","LOC113680560","Cluster0","Pdam","XP_027053400.1","epidermis","XP_057300151.1"
"237","LOC113680560","Cluster0","Pdam","XP_027053400.1","epidermis","XP_057291523.1"
"238","LOC113680560","Cluster0","Pdam","XP_027053400.1","epidermis","XP_057291524.1"
"239","LOC113680560","Cluster0","Pdam","XP_027053400.1","epidermis","XP_057291525.1"
"240","LOC113680560","Cluster0","Pdam","XP_027053400.1","epidermis","Porites_compressa_HIv1___RNAseq.g681.t1b"
"241","LOC113680560","Cluster0","Pdam","XP_027053400.1","epidermis","evm.model.Ap6.198"
"242","LOC113680560","Cluster0","Pdam","XP_027053400.1","epidermis","QW917_003433"
"243","LOC113680560","Cluster0","Pdam","XP_027053400.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g30858.t1"
"244","LOC113680560","Cluster0","Pdam","XP_027053400.1","epidermis","XP_022798766.1"
"245","LOC113680560","Cluster0","Pdam","XP_027053400.1","epidermis","XP_022798767.1"
"246","LOC113680560","Cluster0","Pdam","XP_027053400.1","epidermis","XP_022798768.1"
"247","LOC113680560","Cluster0","Pdam","XP_027053402.1","epidermis","XP_057291526.1"
"248","LOC113680560","Cluster0","Pdam","XP_027053402.1","epidermis","XP_057300609.1"
"249","LOC113680560","Cluster0","Pdam","XP_027053402.1","epidermis","XP_057300618.1"
"250","LOC113680560","Cluster0","Pdam","XP_027053402.1","epidermis","XP_057300151.1"
"251","LOC113680560","Cluster0","Pdam","XP_027053402.1","epidermis","XP_057291523.1"
"252","LOC113680560","Cluster0","Pdam","XP_027053402.1","epidermis","XP_057291524.1"
"253","LOC113680560","Cluster0","Pdam","XP_027053402.1","epidermis","XP_057291525.1"
"254","LOC113680560","Cluster0","Pdam","XP_027053402.1","epidermis","Porites_compressa_HIv1___RNAseq.g681.t1b"
"255","LOC113680560","Cluster0","Pdam","XP_027053402.1","epidermis","evm.model.Ap6.198"
"256","LOC113680560","Cluster0","Pdam","XP_027053402.1","epidermis","QW917_003433"
"257","LOC113680560","Cluster0","Pdam","XP_027053402.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g30858.t1"
"258","LOC113680560","Cluster0","Pdam","XP_027053402.1","epidermis","XP_022798766.1"
"259","LOC113680560","Cluster0","Pdam","XP_027053402.1","epidermis","XP_022798767.1"
"260","LOC113680560","Cluster0","Pdam","XP_027053402.1","epidermis","XP_022798768.1"
"261","LOC113680560","Cluster0","Pdam","XP_027053398.1","epidermis","XP_057291526.1"
"262","LOC113680560","Cluster0","Pdam","XP_027053398.1","epidermis","XP_057300609.1"
"263","LOC113680560","Cluster0","Pdam","XP_027053398.1","epidermis","XP_057300618.1"
"264","LOC113680560","Cluster0","Pdam","XP_027053398.1","epidermis","XP_057300151.1"
"265","LOC113680560","Cluster0","Pdam","XP_027053398.1","epidermis","XP_057291523.1"
"266","LOC113680560","Cluster0","Pdam","XP_027053398.1","epidermis","XP_057291524.1"
"267","LOC113680560","Cluster0","Pdam","XP_027053398.1","epidermis","XP_057291525.1"
"268","LOC113680560","Cluster0","Pdam","XP_027053398.1","epidermis","Porites_compressa_HIv1___RNAseq.g681.t1b"
"269","LOC113680560","Cluster0","Pdam","XP_027053398.1","epidermis","evm.model.Ap6.198"
"270","LOC113680560","Cluster0","Pdam","XP_027053398.1","epidermis","QW917_003433"
"271","LOC113680560","Cluster0","Pdam","XP_027053398.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g30858.t1"
"272","LOC113680560","Cluster0","Pdam","XP_027053398.1","epidermis","XP_022798766.1"
"273","LOC113680560","Cluster0","Pdam","XP_027053398.1","epidermis","XP_022798767.1"
"274","LOC113680560","Cluster0","Pdam","XP_027053398.1","epidermis","XP_022798768.1"
"275","LOC113680560","Cluster0","Pdam","XP_027053403.1","epidermis","XP_057291526.1"
"276","LOC113680560","Cluster0","Pdam","XP_027053403.1","epidermis","XP_057300609.1"
"277","LOC113680560","Cluster0","Pdam","XP_027053403.1","epidermis","XP_057300618.1"
"278","LOC113680560","Cluster0","Pdam","XP_027053403.1","epidermis","XP_057300151.1"
