"","gene_id_spA","cluster","source_sp","protein_id_spA","Standardized_Name_spA","protein_id_spB"
"130","LOC113676705","Cluster0","Pdam","XP_027049192.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g26345.t1"
"131","LOC113671048","Cluster0","Pdam","XP_027043056.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g27213.t1"
"132","LOC113682595","Cluster0","Pdam","XP_027055564.1","epidermis","Pocillopora_acuta_HIv2___TS.g15348.t1"
"133","LOC113668442","Cluster0","Pdam","XP_027040144.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g2804.t1"
"134","LOC113668442","Cluster0","Pdam","XP_027040144.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g2807.t2"
"135","LOC113673302","Cluster0","Pdam","XP_027045494.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g15584.t1"
"136","LOC113672155","Cluster0","Pdam","XP_027044235.1","epidermis","Pocillopora_acuta_HIv2___RNAseq.g11550.t1"
"137","LOC113677177","Cluster1","Pdam","XP_027049740.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g16715.t1"
"138","LOC113675085","Cluster1","Pdam","XP_027047420.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g30053.t1"
"139","LOC113678349","Cluster1","Pdam","XP_027051036.1","gastrodermis","Pocillopora_acuta_HIv2___TS.g13222.t1b"
"140","LOC113674821","Cluster1","Pdam","XP_027047116.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g11125.t1"
"141","LOC113674821","Cluster1","Pdam","XP_027047118.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g11125.t1"
"142","LOC113677856","Cluster1","Pdam","XP_027050497.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g29940.t1"
"143","LOC113675669","Cluster1","Pdam","XP_027048067.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g8821.t1"
"144","LOC113682384","Cluster1","Pdam","XP_027055346.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g30951.t1"
"145","LOC113682384","Cluster1","Pdam","XP_027055345.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g30951.t1"
"146","LOC113666881","Cluster1","Pdam","XP_027038478.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g25702.t1"
"147","LOC113666881","Cluster1","Pdam","XP_027038479.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g25702.t1"
"148","LOC113664327","Cluster1","Pdam","XP_027035727.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g3780.t1"
"149","LOC113685990","Cluster1","Pdam","XP_027059384.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g18229.t2"
"150","LOC113675853","Cluster1","Pdam","XP_027048252.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g26200.t1"
"151","LOC113679791","Cluster1","Pdam","XP_027052559.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g24900.t1"
"152","LOC113679792","Cluster1","Pdam","XP_027052561.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g24898.t1"
"153","LOC113679792","Cluster1","Pdam","XP_027052562.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g24898.t1"
"154","LOC113675086","Cluster1","Pdam","XP_027047421.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g30048.t1"
"155","LOC113685718","Cluster1","Pdam","XP_027059056.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g28795.t1"
"156","LOC113674822","Cluster1","Pdam","XP_027047119.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g11124.t1"
"157","LOC113685699","Cluster1","Pdam","XP_027059036.1","gastrodermis","Pocillopora_acuta_HIv2___TS.g1359.t1"
"158","LOC113682089","Cluster1","Pdam","XP_027055040.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g29290.t1"
"159","LOC113670161","Cluster1","Pdam","XP_027042057.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g26284.t1"
"160","LOC113670161","Cluster1","Pdam","XP_027042058.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g26284.t1"
"161","LOC113664639","Cluster1","Pdam","XP_027036088.1","gastrodermis","Pocillopora_acuta_HIv2___TS.g3674.t2"
"162","LOC113664639","Cluster1","Pdam","XP_027036081.1","gastrodermis","Pocillopora_acuta_HIv2___TS.g3674.t2"
"163","LOC113664639","Cluster1","Pdam","XP_027036095.1","gastrodermis","Pocillopora_acuta_HIv2___TS.g3674.t2"
"164","LOC113664639","Cluster1","Pdam","XP_027036070.1","gastrodermis","Pocillopora_acuta_HIv2___TS.g3674.t2"
"165","LOC113670739","Cluster1","Pdam","XP_027042723.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g28390.t1"
"166","LOC113670739","Cluster1","Pdam","XP_027042724.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g28390.t1"
"167","LOC113664150","Cluster1","Pdam","XP_027035546.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g7894.t1"
"168","LOC113680299","Cluster1","Pdam","XP_027053113.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g7635.t1"
"169","LOC113675685","Cluster1","Pdam","XP_027048082.1","gastrodermis","Pocillopora_acuta_HIv2___TS.g23133.t3"
"170","LOC113679976","Cluster1","Pdam","XP_027052768.1","gastrodermis","Pocillopora_acuta_HIv2___TS.g27663.t2"
"171","LOC113675079","Cluster1","Pdam","XP_027047412.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g30051.t1"
"172","LOC113667425","Cluster1","Pdam","XP_027039046.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g16773.t1"
"173","LOC113684767","Cluster1","Pdam","XP_027057966.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g22421.t1"
"174","LOC113668107","Cluster1","Pdam","XP_027039788.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g28451.t1"
"175","LOC113666869","Cluster1","Pdam","XP_027038469.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g25677.t1a"
"176","LOC113666869","Cluster1","Pdam","XP_027038468.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g25677.t1a"
"177","LOC113669597","Cluster1","Pdam","XP_027041464.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g26506.t1"
"178","LOC113675470","Cluster1","Pdam","XP_027047854.1","gastrodermis","Pocillopora_acuta_HIv2___TS.g6060.t1"
"179","LOC113685729","Cluster1","Pdam","XP_027059067.1","gastrodermis","Pocillopora_acuta_HIv2___TS.g1350.t1"
"180","LOC113676899","Cluster1","Pdam","XP_027049436.1","gastrodermis","Pocillopora_acuta_HIv2___TS.g3072.t1"
"181","LOC113675290","Cluster1","Pdam","XP_027047645.1","gastrodermis","Pocillopora_acuta_HIv2___TS.g24030.t1"
"182","LOC113665156","Cluster1","Pdam","XP_027036617.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g3826.t1"
"183","LOC113685727","Cluster1","Pdam","XP_027059065.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g28803.t1b"
"184","LOC113669615","Cluster1","Pdam","XP_027041487.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g30990.t1"
"185","LOC113669615","Cluster1","Pdam","XP_027041489.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g30990.t1"
"186","LOC113669615","Cluster1","Pdam","XP_027041488.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g30990.t1"
"187","LOC113669646","Cluster1","Pdam","XP_027041519.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g30730.t1a"
"188","LOC113667601","Cluster1","Pdam","XP_027039248.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g7312.t1"
"189","LOC113682844","Cluster1","Pdam","XP_027055826.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g12745.t1"
"190","LOC113680801","Cluster1","Pdam","XP_027053656.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g9759.t1"
"191","LOC113664539","Cluster1","Pdam","XP_027035952.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g28515.t1"
"192","LOC113670806","Cluster1","Pdam","XP_027042830.1","gastrodermis","Pocillopora_acuta_HIv2___TS.g28478.t1"
"193","LOC113683805","Cluster1","Pdam","XP_027056882.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g28065.t1"
"194","LOC113665926","Cluster1","Pdam","XP_027037461.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g8098.t1"
"195","LOC113677816","Cluster1","Pdam","XP_027050458.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g11260.t2"
"196","LOC113680162","Cluster1","Pdam","XP_027052965.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.26508_t"
"197","LOC113674093","Cluster1","Pdam","XP_027046369.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g24143.t1b"
"198","LOC113676262","Cluster1","Pdam","XP_027048696.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g29167.t1"
"199","LOC113676262","Cluster1","Pdam","XP_027048697.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g29167.t1"
"200","LOC113676262","Cluster1","Pdam","XP_027048698.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g29167.t1"
"201","LOC113686298","Cluster1","Pdam","XP_027059706.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g17469.t1"
"202","LOC113681064","Cluster1","Pdam","XP_027053922.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.10263_t"
"203","LOC113681064","Cluster1","Pdam","XP_027053923.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.10263_t"
"204","LOC113669043","Cluster1","Pdam","XP_027040835.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g19414.t1"
"205","LOC113673172","Cluster1","Pdam","XP_027045347.1","gastrodermis","Pocillopora_acuta_HIv2___TS.g11630.t1"
"206","LOC113678100","Cluster1","Pdam","XP_027050769.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g22559.t1"
"207","LOC113678100","Cluster1","Pdam","XP_027050769.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g30215.t1"
"208","LOC113669645","Cluster1","Pdam","XP_027041518.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g30730.t1c"
"209","LOC113668117","Cluster1","Pdam","XP_027039799.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g28432.t1"
"210","LOC113675075","Cluster1","Pdam","XP_027047409.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g30050.t1"
"211","LOC113684301","Cluster1","Pdam","XP_027057449.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g25760.t2"
"212","LOC113684301","Cluster1","Pdam","XP_027057450.1","gastrodermis","Pocillopora_acuta_HIv2___RNAseq.g25760.t2"
"213","LOC113684387","Cluster1","Pdam","XP_027057551.1","gastrodermis","Pocillopora_acuta_HIv2___TS.g15832.t1"
