"","GO.cluster","IC","GO.ID","term","definition","Oral_elim.genes_frequency","Oral_elim.pvalue","Oral_elim.-log10_pvalue","Oral_elim.Significant_genes","Oral_elim.Significant_genes_symbol","Aboral_elim.genes_frequency","Aboral_elim.pvalue","Aboral_elim.-log10_pvalue","Aboral_elim.Significant_genes","Aboral_elim.Significant_genes_symbol","Cluster.name"
"11","2",6.59,"GO:0005254","chloride channel activity","Enables the energy-independent facilitated diffusion of a chloride ion through a transmembrane aqueous pore or channel.","25.806% (8/31)",0.002008129,2.7,"Pocillopora_acuta_HIv2___RNAseq.g17622.t1;Pocillopora_acuta_HIv2___RNAseq.g19042.t1;Pocillopora_acuta_HIv2___RNAseq.g19043.t1;Pocillopora_acuta_HIv2___RNAseq.g21572.t1a;Pocillopora_acuta_HIv2___RNAseq.g27413.t1;Pocillopora_acuta_HIv2___RNAseq.g28741.t1;Pocillopora_acuta_HIv2___RNAseq.g3666.t1a;Pocillopora_acuta_HIv2___TS.g19790.t1","Methylosome subunit pICln (Chloride channel, nucleotide sensitive 1A) (Chloride conductance regulatory protein ICln) (I(Cln));Anoctamin-7 (Dresden transmembrane protein of the prostate) (D-TMPP) (IPCA-5) (New gene expressed in prostate) (Prostate cancer-associated protein 5) (Transmembrane protein 16G);Anoctamin-7 (New gene expressed in prostate homolog) (Transmembrane protein 16G);Gamma-aminobutyric acid receptor subunit beta-3 (GABA(A) receptor subunit beta-3) (GABAAR subunit beta-3);Gamma-aminobutyric acid receptor subunit beta-3 (GABA(A) receptor subunit beta-3) (GABAAR subunit beta-3);Glycine receptor subunit alpha-1 (Glycine receptor 48 kDa subunit) (Glycine receptor strychnine-binding subunit);Major facilitator superfamily domain-containing protein 8;Chloride intracellular channel protein 3 (Glutaredoxin-like oxidoreductase CLIC3) (EC 1.8.-.-)","0% (0/31)",1,0,NA,NA,"Cluster 2: transmembrane transporter activity"
"12","2",7.42,"GO:0099095","ligand-gated monoatomic anion channel activity","Enables the transmembrane transfer of an inorganic anion by a channel that opens when a specific ligand has been bound by the channel complex or one of its constituent parts.","35.294% (6/17)",0.001261704,2.9,"Pocillopora_acuta_HIv2___RNAseq.g17622.t1;Pocillopora_acuta_HIv2___RNAseq.g19042.t1;Pocillopora_acuta_HIv2___RNAseq.g19043.t1;Pocillopora_acuta_HIv2___RNAseq.g21572.t1a;Pocillopora_acuta_HIv2___RNAseq.g27413.t1;Pocillopora_acuta_HIv2___RNAseq.g28741.t1","Methylosome subunit pICln (Chloride channel, nucleotide sensitive 1A) (Chloride conductance regulatory protein ICln) (I(Cln));Anoctamin-7 (Dresden transmembrane protein of the prostate) (D-TMPP) (IPCA-5) (New gene expressed in prostate) (Prostate cancer-associated protein 5) (Transmembrane protein 16G);Anoctamin-7 (New gene expressed in prostate homolog) (Transmembrane protein 16G);Gamma-aminobutyric acid receptor subunit beta-3 (GABA(A) receptor subunit beta-3) (GABAAR subunit beta-3);Gamma-aminobutyric acid receptor subunit beta-3 (GABA(A) receptor subunit beta-3) (GABAAR subunit beta-3);Glycine receptor subunit alpha-1 (Glycine receptor 48 kDa subunit) (Glycine receptor strychnine-binding subunit)","0% (0/17)",1,0,NA,NA,"Cluster 2: transmembrane transporter activity"
"13","3",6.69,"GO:0005125","cytokine activity","The activity of a soluble extracellular gene product that interacts with a receptor to effect a change in the activity of the receptor to control the survival, growth, differentiation and effector function of tissues and cells.","10.811% (4/37)",0.3229546,0.49,NA,NA,"24.324% (9/37)",4.905801e-06,5.31,"Pocillopora_acuta_HIv2___RNAseq.7335_t;Pocillopora_acuta_HIv2___RNAseq.g12378.t1;Pocillopora_acuta_HIv2___RNAseq.g13857.t1;Pocillopora_acuta_HIv2___RNAseq.g20144.t1;Pocillopora_acuta_HIv2___RNAseq.g27038.t1;Pocillopora_acuta_HIv2___RNAseq.g27039.t1;Pocillopora_acuta_HIv2___RNAseq.g27047.t1;Pocillopora_acuta_HIv2___TS.g18100.t1;Pocillopora_acuta_HIv2___TS.g18104.t1","Nodal homolog (Nodal-related protein 1) (Xnr-1) (Xnr1) (nr-1);Metalloproteinase inhibitor 1 (Tissue inhibitor of metalloproteinases 1) (TIMP-1);Bone morphogenetic protein 2 (BMP-2);Growth/differentiation factor 6 (GDF-6) (Bone morphogenetic protein 13) (BMP-13) (Growth/differentiation factor 16);Protein Wnt-7a;Protein Wnt-8b;Protein Wnt-8a;Protein Wnt-8b;Protein Wnt-8b","Cluster 3: protein binding"
"14","3",5.69,"GO:0048018","receptor ligand activity","The activity of a gene product that interacts with a receptor to effect a change in the activity of the receptor. Ligands may be produced by the same cell that expresses the receptor. Ligands may also be expressed at the plasma membrane of an adjacent cell (e.g. Notch ligands) or be secreted and diffuse extracellularly from their point of origin to the receiving cell (e.g. interleukins).","8.861% (7/79)",0.4161052,0.38,NA,NA,"20.253% (16/79)",0.001565302,2.81,"Pocillopora_acuta_HIv2___RNAseq.7335_t;Pocillopora_acuta_HIv2___RNAseq.g12378.t1;Pocillopora_acuta_HIv2___RNAseq.g13857.t1;Pocillopora_acuta_HIv2___RNAseq.g14769.t1;Pocillopora_acuta_HIv2___RNAseq.g15290.t1;Pocillopora_acuta_HIv2___RNAseq.g20144.t1;Pocillopora_acuta_HIv2___RNAseq.g27038.t1;Pocillopora_acuta_HIv2___RNAseq.g27039.t1;Pocillopora_acuta_HIv2___RNAseq.g27047.t1;Pocillopora_acuta_HIv2___RNAseq.g5342.t1;Pocillopora_acuta_HIv2___RNAseq.g7895.t1;Pocillopora_acuta_HIv2___RNAseq.g8821.t1;Pocillopora_acuta_HIv2___TS.g1462.t1;Pocillopora_acuta_HIv2___TS.g18100.t1;Pocillopora_acuta_HIv2___TS.g18104.t1;Pocillopora_acuta_HIv2___TS.g18622.t1b","Nodal homolog (Nodal-related protein 1) (Xnr-1) (Xnr1) (nr-1);Metalloproteinase inhibitor 1 (Tissue inhibitor of metalloproteinases 1) (TIMP-1);Bone morphogenetic protein 2 (BMP-2);Fibrillin-2 [Cleaved into: Placensin];Prothrombin (EC 3.4.21.5) (Coagulation factor II) [Cleaved into: Activation peptide fragment 1; Activation peptide fragment 2; Thrombin light chain; Thrombin heavy chain];Growth/differentiation factor 6 (GDF-6) (Bone morphogenetic protein 13) (BMP-13) (Growth/differentiation factor 16);Protein Wnt-7a;Protein Wnt-8b;Protein Wnt-8a;Protein jagged-1 (Jagged1) (hJ1) (CD antigen CD339);Protein jagged-1 (Jagged1) (CD antigen CD339);Complement C3 [Cleaved into: Complement C3 beta chain; C3-beta-c (C3bc) (Neutrophil chemotactic factor-2) (ENCF-2); Complement C3 alpha chain; C3a anaphylatoxin (Neutrophil chemotactic factor-1) (ENCF-1); Acylation stimulating protein (ASP) (C3adesArg); Complement C3b (Complement C3b-alpha' chain); Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2];Fibrillin-1 (MP340) [Cleaved into: Asprosin];Protein Wnt-8b;Protein Wnt-8b;Agrin [Cleaved into: Agrin N-terminal 110 kDa subunit; Agrin C-terminal 110 kDa subunit; Agrin C-terminal 90 kDa fragment (C90); Agrin C-terminal 22 kDa fragment (C22)]","Cluster 3: protein binding"
"15","3",6.9,"GO:0008083","growth factor activity","The function that stimulates a cell to grow or proliferate. Most growth factors have other actions besides the induction of cell growth or proliferation.","6.667% (2/30)",0.6885152,0.16,NA,NA,"20% (6/30)",0.0006152321,3.21,"Pocillopora_acuta_HIv2___RNAseq.7335_t;Pocillopora_acuta_HIv2___RNAseq.g12378.t1;Pocillopora_acuta_HIv2___RNAseq.g13857.t1;Pocillopora_acuta_HIv2___RNAseq.g15290.t1;Pocillopora_acuta_HIv2___RNAseq.g20144.t1;Pocillopora_acuta_HIv2___RNAseq.g5342.t1","Nodal homolog (Nodal-related protein 1) (Xnr-1) (Xnr1) (nr-1);Metalloproteinase inhibitor 1 (Tissue inhibitor of metalloproteinases 1) (TIMP-1);Bone morphogenetic protein 2 (BMP-2);Prothrombin (EC 3.4.21.5) (Coagulation factor II) [Cleaved into: Activation peptide fragment 1; Activation peptide fragment 2; Thrombin light chain; Thrombin heavy chain];Growth/differentiation factor 6 (GDF-6) (Bone morphogenetic protein 13) (BMP-13) (Growth/differentiation factor 16);Protein jagged-1 (Jagged1) (hJ1) (CD antigen CD339)","Cluster 3: protein binding"
"16","3",7.91,"GO:0005158","insulin receptor binding","Binding to an insulin receptor.","36.364% (4/11)",0.007645086,2.12,"Pocillopora_acuta_HIv2___RNAseq.g12287.t1;Pocillopora_acuta_HIv2___RNAseq.g12289.t1;Pocillopora_acuta_HIv2___RNAseq.g9334.t1;Pocillopora_acuta_HIv2___TS.g1768.t1","Tyrosine-protein phosphatase Lar (EC 3.1.3.48) (Protein-tyrosine-phosphate phosphohydrolase) (dLAR);Tyrosine-protein phosphatase Lar (EC 3.1.3.48) (Protein-tyrosine-phosphate phosphohydrolase) (dLAR);Tyrosine-protein phosphatase Lar (EC 3.1.3.48) (Protein-tyrosine-phosphate phosphohydrolase) (dLAR);Tyrosine-protein phosphatase Lar (EC 3.1.3.48) (Protein-tyrosine-phosphate phosphohydrolase) (dLAR)","0% (0/11)",1,0,NA,NA,"Cluster 3: protein binding"
"17","3",6.78,"GO:0005109","frizzled binding","Binding to a frizzled (fz) receptor.","11.765% (4/34)",0.2691767,0.57,NA,NA,"17.647% (6/34)",0.001233435,2.91,"Pocillopora_acuta_HIv2___RNAseq.g17508.t1b;Pocillopora_acuta_HIv2___RNAseq.g27038.t1;Pocillopora_acuta_HIv2___RNAseq.g27039.t1;Pocillopora_acuta_HIv2___RNAseq.g27047.t1;Pocillopora_acuta_HIv2___TS.g18100.t1;Pocillopora_acuta_HIv2___TS.g18104.t1","Collagen triple helix repeat-containing protein 1;Protein Wnt-7a;Protein Wnt-8b;Protein Wnt-8a;Protein Wnt-8b;Protein Wnt-8b","Cluster 3: protein binding"
"18","3",8,"GO:0045545","syndecan binding","Binding to syndecan, an integral membrane proteoglycan (250-300 kDa) associated largely with epithelial cells.","10% (1/10)",0.5545711,0.26,NA,NA,"30% (3/10)",0.004682527,2.33,"Pocillopora_acuta_HIv2___RNAseq.g21477.t1;Pocillopora_acuta_HIv2___RNAseq.g21479.t1;Pocillopora_acuta_HIv2___RNAseq.g21481.t1","Tenascin (TN) (Cytotactin) (GMEM) (GP 150-225) (Glioma-associated-extracellular matrix antigen) (Hexabrachion) (JI) (Myotendinous antigen) (Neuronectin) (Tenascin-C) (TN-C);Tenascin (TN) (Cytotactin) (GMEM) (GP 150-225) (Glioma-associated-extracellular matrix antigen) (Hexabrachion) (JI) (Myotendinous antigen) (Neuronectin) (Tenascin-C) (TN-C);Tenascin (TN) (Cytotactin) (GMEM) (GP 150-225) (Glioma-associated-extracellular matrix antigen) (Hexabrachion) (JI) (Myotendinous antigen) (Neuronectin) (Tenascin-C) (TN-C)","Cluster 3: protein binding"
"19","3",6.94,"GO:0043394","proteoglycan binding","Binding to a proteoglycan, any glycoprotein in which the carbohydrate units are glycosaminoglycans.","4% (1/25)",0.8678123,0.06,NA,NA,"28% (7/25)",0.001634758,2.79,"Pocillopora_acuta_HIv2___RNAseq.g12258.t1;Pocillopora_acuta_HIv2___RNAseq.g12281.t1;Pocillopora_acuta_HIv2___RNAseq.g21477.t1;Pocillopora_acuta_HIv2___RNAseq.g21479.t1;Pocillopora_acuta_HIv2___RNAseq.g21481.t1;Pocillopora_acuta_HIv2___RNAseq.g26979.t1;Pocillopora_acuta_HIv2___TS.g18622.t1b","Receptor-type tyrosine-protein phosphatase S (R-PTP-S) (EC 3.1.3.48) (Chick receptor tyrosine phosphatase alpha) (CRYP alpha) (CRYPalpha);Receptor-type tyrosine-protein phosphatase F (EC 3.1.3.48) (Leukocyte common antigen related) (LAR);Tenascin (TN) (Cytotactin) (GMEM) (GP 150-225) (Glioma-associated-extracellular matrix antigen) (Hexabrachion) (JI) (Myotendinous antigen) (Neuronectin) (Tenascin-C) (TN-C);Tenascin (TN) (Cytotactin) (GMEM) (GP 150-225) (Glioma-associated-extracellular matrix antigen) (Hexabrachion) (JI) (Myotendinous antigen) (Neuronectin) (Tenascin-C) (TN-C);Tenascin (TN) (Cytotactin) (GMEM) (GP 150-225) (Glioma-associated-extracellular matrix antigen) (Hexabrachion) (JI) (Myotendinous antigen) (Neuronectin) (Tenascin-C) (TN-C);Cathepsin B (EC 3.4.22.1) (Cathepsin B1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain];Agrin [Cleaved into: Agrin N-terminal 110 kDa subunit; Agrin C-terminal 110 kDa subunit; Agrin C-terminal 90 kDa fragment (C90); Agrin C-terminal 22 kDa fragment (C22)]","Cluster 3: protein binding"
"20","3",8.36,"GO:0048407","platelet-derived growth factor binding","Binding to platelet-derived growth factor.","0% (0/7)",1,0,NA,NA,"71.429% (5/7)",1.20064e-06,5.92,"Pocillopora_acuta_HIv2___RNAseq.g26200.t1;Pocillopora_acuta_HIv2___RNAseq.g28794.t1;Pocillopora_acuta_HIv2___RNAseq.g28803.t1b;Pocillopora_acuta_HIv2___TS.g1350.t1;Pocillopora_acuta_HIv2___TS.g15832.t1","Collagen alpha-2(I) chain (Alpha-2 type I collagen);Collagen alpha-2(I) chain (Alpha-2 type I collagen);Collagen alpha-2(I) chain (Alpha-2 type I collagen);Collagen alpha-2(I) chain (Alpha-2 type I collagen);Collagen alpha-2(I) chain (Alpha-2 type I collagen)","Cluster 3: protein binding"
"21","3",7.01,"GO:0019894","kinesin binding","Interacting selectively and non-covalently and stoichiometrically with kinesin, a member of a superfamily of microtubule-based motor proteins that perform force-generating tasks such as organelle transport and chromosome segregation.","25.926% (7/27)",0.003705887,2.43,"Pocillopora_acuta_HIv2___RNAseq.g13552.t1;Pocillopora_acuta_HIv2___RNAseq.g14867.t1;Pocillopora_acuta_HIv2___RNAseq.g14868.t1b;Pocillopora_acuta_HIv2___RNAseq.g18966.t1;Pocillopora_acuta_HIv2___RNAseq.g30425.t2;Pocillopora_acuta_HIv2___RNAseq.g4399.t2;Pocillopora_acuta_HIv2___TS.g20127.t1b","Voltage-gated potassium channel KCNC1 (NGK2) (Potassium voltage-gated channel subfamily C member 1) (Voltage-gated potassium channel subunit Kv3.1) (Voltage-gated potassium channel subunit Kv4);Kinesin light chain 4 (KLC 4) (Kinesin-like protein 8);Kinesin light chain (KLC);Potassium voltage-gated channel subfamily A member 2 (RAK) (RBK2) (RCK5) (Voltage-gated potassium channel subunit Kv1.2);Rootletin (Ciliary rootlet coiled-coil protein);Low-density lipoprotein receptor-related protein 8 (LRP-8) (Apolipoprotein E receptor 2);Kinesin light chain 4 (KLC 4) (Kinesin-like protein 8)","0% (0/27)",1,0,NA,NA,"Cluster 3: protein binding"
"22","3",6.62,"GO:0017147","Wnt-protein binding","Binding to a Wnt-protein, a secreted growth factor involved in signaling.","12.5% (5/40)",0.1959672,0.71,NA,NA,"15% (6/40)",0.002933357,2.53,"Pocillopora_acuta_HIv2___RNAseq.g17508.t1b;Pocillopora_acuta_HIv2___RNAseq.g2565.t1;Pocillopora_acuta_HIv2___RNAseq.g26050.t1;Pocillopora_acuta_HIv2___RNAseq.g434.t1;Pocillopora_acuta_HIv2___RNAseq.g562.t1;Pocillopora_acuta_HIv2___RNAseq.g565.t1","Collagen triple helix repeat-containing protein 1;Secreted frizzled-related protein 5 (sFRP-5);Secreted frizzled-related protein 3 (sFRP-3) (Frizzled-related protein 1) (FrzB-1);Frizzled-5 (Fz-5) (Xfz5);Frizzled-5 (Fz-5);Frizzled-5 (Fz-5) (hFz5) (FzE5)","Cluster 3: protein binding"
"23","4",4.7,"GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding","Binding to a specific upstream regulatory DNA sequence (transcription factor recognition sequence or binding site) located in cis relative to the transcription start site (i.e., on the same strand of DNA) of a gene transcribed by RNA polymerase II.","12.075% (32/265)",0.008013487,2.1,"Pocillopora_acuta_HIv2___RNAseq.26564_t;Pocillopora_acuta_HIv2___RNAseq.665_t;Pocillopora_acuta_HIv2___RNAseq.g10180.t1;Pocillopora_acuta_HIv2___RNAseq.g10408.t1;Pocillopora_acuta_HIv2___RNAseq.g11673.t1;Pocillopora_acuta_HIv2___RNAseq.g14060.t1;Pocillopora_acuta_HIv2___RNAseq.g16957.t1;Pocillopora_acuta_HIv2___RNAseq.g1930.t1;Pocillopora_acuta_HIv2___RNAseq.g1932.t1;Pocillopora_acuta_HIv2___RNAseq.g22722.t1;Pocillopora_acuta_HIv2___RNAseq.g22749.t1;Pocillopora_acuta_HIv2___RNAseq.g25327.t1;Pocillopora_acuta_HIv2___RNAseq.g25686.t1;Pocillopora_acuta_HIv2___RNAseq.g25869.t1;Pocillopora_acuta_HIv2___RNAseq.g27673.t1;Pocillopora_acuta_HIv2___RNAseq.g28639.t1;Pocillopora_acuta_HIv2___RNAseq.g29836.t1;Pocillopora_acuta_HIv2___RNAseq.g2995.t1;Pocillopora_acuta_HIv2___RNAseq.g30663.t1;Pocillopora_acuta_HIv2___RNAseq.g31038.t1;Pocillopora_acuta_HIv2___RNAseq.g3322.t1;Pocillopora_acuta_HIv2___RNAseq.g3837.t1a;Pocillopora_acuta_HIv2___RNAseq.g439.t1;Pocillopora_acuta_HIv2___RNAseq.g7803.t1;Pocillopora_acuta_HIv2___RNAseq.g8093.t1;Pocillopora_acuta_HIv2___RNAseq.g8690.t1;Pocillopora_acuta_HIv2___RNAseq.g8876.t1;Pocillopora_acuta_HIv2___TS.g11075.t2;Pocillopora_acuta_HIv2___TS.g19999.t1;Pocillopora_acuta_HIv2___TS.g21030.t2;Pocillopora_acuta_HIv2___TS.g23568.t2d;Pocillopora_acuta_HIv2___TS.g4588.t1","Transcription factor AP-2-alpha (AP2-alpha) (AP-2 transcription factor) (Activating enhancer-binding protein 2-alpha) (Activator protein 2) (AP-2);POU domain, class 4, transcription factor 3 (Brain-specific homeobox/POU domain protein 3C) (Brain-3C) (Brn-3C);Homeobox protein Nkx-2.5 (xNKx-2.5) (Homeobox protein NK-2 homolog E);Nuclear transcription factor Y subunit alpha (CAAT box DNA-binding protein subunit A) (Nuclear transcription factor Y subunit A) (NF-YA);POU domain, class 3, transcription factor 2-B (Transcription factor POU3-B) (XlPOU3B);Insulinoma-associated protein 1 (Zinc finger protein IA-1);Transcription factor SOX-4;Transcriptional regulator Myc-A (c-Myc-A) (zc-Myc);Protein S-Myc;Transcription factor ovo-like homolog lin-48 (Abnormal cell lineage protein 48);Transcription factor Sox-3;Krueppel-like factor 5 (Basic transcription element-binding protein 2) (BTE-binding protein 2) (Colon krueppel-like factor) (GC-box-binding protein 2) (Intestinal-enriched krueppel-like factor) (Transcription factor BTEB2);Transcription factor Sox-14;DNA-binding protein RFX6 (Regulatory factor X 6);Paired box protein Pax-6 (Oculorhombin);DNA-binding protein RFX7 (Regulatory factor X 7);Circadian locomoter output cycles protein kaput;Transcription factor HES-4-A (Hairy and enhancer of split 4-A) (Protein hairy-2) (Xhairy2) (Protein hairy-2a) (Xhairy2a);Cellular tumor antigen p53 (Tumor suppressor p53);ETS translocation variant 1 (Ets-related protein 81);Homeobox protein Dlx4a (DLX-8) (Distal-less homeobox protein 4a);Paired box protein Pax-2a (No isthmus protein) (Pax[Zf-b]);N-glycosylase/DNA lyase [Includes: 8-oxoguanine DNA glycosylase (EC 3.2.2.-); DNA-(apurinic or apyrimidinic site) lyase (AP lyase) (EC 4.2.99.18)];Transcription factor sox-2;Chromodomain-helicase-DNA-binding protein 7 (CHD-7) (EC 3.6.4.-) (ATP-dependent helicase CHD7);Forkhead box protein L2;Homeobox protein not2 (Xnot-2) (Xnot2);Transcriptional enhancer factor TEF-1 (NTEF-1) (Protein GT-IIC) (TEA domain family member 1) (TEAD-1) (Transcription factor 13) (TCF-13);Retinal homeobox protein Rx2;Doublesex- and mab-3-related transcription factor A2 (Doublesex- and mab-3-related transcription factor 5);DNA-binding protein P3A2;Transcription factor Sp5","4.906% (13/265)",0.1655205,0.78,NA,NA,"Cluster 4: binding"
"24","4",6.64,"GO:0035198","miRNA binding","Binding to a microRNA, a 21-23 nucleotide RNA that is processed from a stem-loop RNA precursor (pre-miRNA) that is encoded within plant and animal genomes.","23.077% (9/39)",0.002482371,2.61,"Pocillopora_acuta_HIv2___RNAseq.g13082.t1;Pocillopora_acuta_HIv2___RNAseq.g16905.t1;Pocillopora_acuta_HIv2___RNAseq.g16957.t1;Pocillopora_acuta_HIv2___RNAseq.g1800.t1;Pocillopora_acuta_HIv2___RNAseq.g24787.t1;Pocillopora_acuta_HIv2___RNAseq.g24800.t1;Pocillopora_acuta_HIv2___RNAseq.g28169.t1;Pocillopora_acuta_HIv2___RNAseq.g4128.t2;Pocillopora_acuta_HIv2___RNAseq.g4938.t1","28S rRNA (uridine-N(3))-methyltransferase (EC 2.1.1.-) (Centromere protein 32) (CENP-32) (Kinetochore-associated protein) (Methyltransferase C9orf114) (Ribosomal RNA methyltransferase SPOUT1) (SPOUT domain-containing methyltransferase 1);E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71);Transcription factor SOX-4;E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71);E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71);E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71);E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71);Terminal uridylyltransferase 4 (TUTase 4) (EC 2.7.7.52) (Zinc finger CCHC domain-containing protein 11);E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71)","0% (0/39)",1,0,NA,NA,"Cluster 4: binding"
"25","4",7.36,"GO:0009374","biotin binding","Binding to biotin (cis-tetrahydro-2-oxothieno(3,4-d)imidazoline-4-valeric acid), the (+) enantiomer of which is very widely distributed in cells and serves as a carrier in a number of enzymatic beta-carboxylation reactions.","42.105% (8/19)",4.437452e-05,4.35,"Pocillopora_acuta_HIv2___RNAseq.g28227.t1;Pocillopora_acuta_HIv2___RNAseq.g3222.t1;Pocillopora_acuta_HIv2___RNAseq.g8913.t1;Pocillopora_acuta_HIv2___RNAseq.g8915.t1;Pocillopora_acuta_HIv2___TS.g1731.t1;Pocillopora_acuta_HIv2___TS.g19499.t2;Pocillopora_acuta_HIv2___TS.g23115.t1;Pocillopora_acuta_HIv2___TS.g9749.t1","Fibropellin-1 (Epidermal growth factor-related protein 1) (Fibropellin-I) (SpEGF I) (UEGF-1);Fibropellin-3 (Epidermal growth factor-related protein 3) (Fibropellin III) (Fibropellin-c) (SpEGF III);Fibropellin-1 (Epidermal growth factor-related protein 1) (Fibropellin-I) (SpEGF I) (UEGF-1);Fibropellin-1 (Epidermal growth factor-related protein 1) (Fibropellin-I) (SpEGF I) (UEGF-1);Fibropellin-1 (Epidermal growth factor-related protein 1) (Fibropellin-I) (SpEGF I) (UEGF-1);Fibropellin-3 (Epidermal growth factor-related protein 3) (Fibropellin III) (Fibropellin-c) (SpEGF III);Fibropellin-1 (Epidermal growth factor-related protein 1) (Fibropellin-I) (SpEGF I) (UEGF-1);Fibropellin-1 (Epidermal growth factor-related protein 1) (Fibropellin-I) (SpEGF I) (UEGF-1)","5.263% (1/19)",0.5044709,0.3,NA,NA,"Cluster 4: binding"
