#OG_name	Spis_proteins.faa	Pacu_proteins.faa
OG_76	XP_022780770.1 XP_022780771.1	Pocillopora_acuta_HIv2___RNAseq.g3998.t1
OG_77	XP_022780778.1 XP_022780779.1	Pocillopora_acuta_HIv2___RNAseq.g4054.t1c
OG_78	XP_022780807.1 XP_022780808.1	Pocillopora_acuta_HIv2___TS.g12975.t1
OG_79	XP_022780852.1 XP_022780853.1 XP_022780854.1 XP_022780851.1	Pocillopora_acuta_HIv2___RNAseq.g18181.t1
OG_80	XP_022780865.1 XP_022780857.1	Pocillopora_acuta_HIv2___RNAseq.g18743.t1
OG_81	XP_022780860.1 XP_022780861.1 XP_022780906.1 XP_022780907.1 XP_022780908.1	Pocillopora_acuta_HIv2___RNAseq.g18121.t1
OG_82	XP_022780862.1 XP_022780863.1	Pocillopora_acuta_HIv2___RNAseq.g18116.t1
OG_83	XP_022780884.1 XP_022780885.1 XP_022780882.1 XP_022780883.1	Pocillopora_acuta_HIv2___RNAseq.g18139.t1
OG_84	XP_022780946.1 XP_022780947.1	Pocillopora_acuta_HIv2___TS.g19360.t1
OG_85	XP_022780949.1 XP_022781024.1 XP_022781091.1	Pocillopora_acuta_HIv2___RNAseq.g24021.t1
OG_86	XP_022781193.1 XP_022781194.1 XP_022781195.1	Pocillopora_acuta_HIv2___RNAseq.g9901.t1
OG_87	XP_022809100.1 XP_022781241.1	Pocillopora_acuta_HIv2___TS.g45.t1
OG_88	XP_022781252.1 XP_022781253.1 XP_022781255.1 XP_022781256.1	Pocillopora_acuta_HIv2___RNAseq.g9909.t1
OG_89	XP_022781428.1 XP_022781435.1	Pocillopora_acuta_HIv2___RNAseq.9584_t
OG_90	XP_022781436.1 XP_022781437.1 XP_022781438.1	Pocillopora_acuta_HIv2___RNAseq.g11661.t1
OG_91	XP_022781548.1 XP_022781547.1	Pocillopora_acuta_HIv2___RNAseq.g17024.t1
OG_92	XP_022781557.1 XP_022781558.1 XP_022781559.1	Pocillopora_acuta_HIv2___RNAseq.g17038.t1
OG_93	XP_022781572.1 XP_022781573.1 XP_022781574.1	Pocillopora_acuta_HIv2___RNAseq.g10577.t1
OG_94	XP_022781576.1 XP_022781577.1 XP_022781578.1	Pocillopora_acuta_HIv2___RNAseq.g10576.t1
OG_95	XP_022781580.1 XP_022781581.1	Pocillopora_acuta_HIv2___RNAseq.g10571.t2
OG_96	XP_022781590.1 XP_022781591.1	Pocillopora_acuta_HIv2___RNAseq.g10539.t1
OG_97	XP_022781639.1 XP_022781640.1	Pocillopora_acuta_HIv2___RNAseq.g10553.t1
OG_98	XP_022781681.1 XP_022781682.1	Pocillopora_acuta_HIv2___RNAseq.g7484.t1
OG_99	XP_022781692.1 XP_022781693.1 XP_022781694.1 XP_022781695.1 XP_022781696.1 XP_022781698.1 XP_022781699.1 XP_022781700.1	Pocillopora_acuta_HIv2___TS.g5983.t2
OG_100	XP_022781713.1 XP_022781714.1	Pocillopora_acuta_HIv2___RNAseq.g7500.t1
OG_101	XP_022781716.1 XP_022781717.1 XP_022781718.1 XP_022781719.1 XP_022781720.1 XP_022781715.1	Pocillopora_acuta_HIv2___RNAseq.g7480.t1
OG_102	XP_022781728.1 XP_022781729.1	Pocillopora_acuta_HIv2___TS.g6008.t1
OG_103	XP_022781736.1 XP_022781737.1	Pocillopora_acuta_HIv2___TS.g6039.t1a
OG_104	XP_022781740.1 XP_022781739.1	Pocillopora_acuta_HIv2___RNAseq.g7463.t1
OG_105	XP_022781748.1 XP_022781749.1 XP_022781745.1 XP_022781746.1 XP_022781747.1	Pocillopora_acuta_HIv2___TS.g6053.t1
OG_106	XP_022781750.1 XP_022781751.1	Pocillopora_acuta_HIv2___RNAseq.g7470.t1
OG_107	XP_022781752.1 XP_022781753.1 XP_022781754.1	Pocillopora_acuta_HIv2___RNAseq.16864_t
OG_108	XP_022781758.1 XP_022781759.1 XP_022781760.1	Pocillopora_acuta_HIv2___RNAseq.g7445.t2
OG_109	XP_022781766.1 XP_022781767.1	Pocillopora_acuta_HIv2___RNAseq.g7502.t1
OG_110	XP_022781769.1 XP_022781770.1	Pocillopora_acuta_HIv2___RNAseq.g7498.t1
OG_111	XP_022781777.1 XP_022781779.1	Pocillopora_acuta_HIv2___RNAseq.g7478.t1
OG_112	XP_022781792.1 XP_022781793.1 XP_022781794.1 XP_022781795.1 XP_022781796.1 XP_022781797.1 XP_022781798.1 XP_022781799.1	Pocillopora_acuta_HIv2___RNAseq.g7479.t3b
OG_113	XP_022781801.1 XP_022781803.1 XP_022781804.1 XP_022781805.1 XP_022781806.1	Pocillopora_acuta_HIv2___RNAseq.g7483.t2b
OG_114	XP_022781809.1 XP_022781810.1 XP_022781811.1	Pocillopora_acuta_HIv2___TS.g5985.t1
OG_115	XP_022781821.1 XP_022781822.1 XP_022781823.1	Pocillopora_acuta_HIv2___RNAseq.g13177.t1
OG_116	XP_022781895.1 XP_022781896.1	Pocillopora_acuta_HIv2___RNAseq.g13192.t1
OG_117	XP_022781968.1 XP_022781969.1	Pocillopora_acuta_HIv2___RNAseq.g1859.t1
OG_118	XP_022781996.1 XP_022781997.1 XP_022781998.1 XP_022781999.1	Pocillopora_acuta_HIv2___RNAseq.g1898.t2b
OG_119	XP_022782021.1 XP_022782029.1	Pocillopora_acuta_HIv2___RNAseq.g11549.t1
OG_120	XP_022782033.1 XP_022782034.1	Pocillopora_acuta_HIv2___RNAseq.g1866.t1
OG_121	XP_022782042.1 XP_022782043.1	Pocillopora_acuta_HIv2___RNAseq.g1878.t1
OG_122	XP_022782067.1 XP_022782059.1 XP_022782051.1	Pocillopora_acuta_HIv2___RNAseq.g11539.t1
OG_123	XP_022782060.1 XP_022782061.1	Pocillopora_acuta_HIv2___RNAseq.g12141.t1
OG_124	XP_022782103.1 XP_022782104.1	Pocillopora_acuta_HIv2___RNAseq.g12120.t1
OG_125	XP_022782232.1 XP_022782241.1 XP_022782209.1 XP_022782217.1 XP_022782224.1	Pocillopora_acuta_HIv2___RNAseq.g11487.t1
OG_126	XP_022782322.1 XP_022782338.1 XP_022782329.1 XP_022782314.1	Pocillopora_acuta_HIv2___RNAseq.g11426.t1
OG_127	XP_022782348.1 XP_022782347.1	Pocillopora_acuta_HIv2___RNAseq.g1979.t1
OG_128	XP_022782349.1 XP_022782350.1	Pocillopora_acuta_HIv2___RNAseq.g2046.t1
OG_129	XP_022782502.1 XP_022782503.1	Pocillopora_acuta_HIv2___RNAseq.g2722.t1
OG_130	XP_022782504.1 XP_022782505.1 XP_022782507.1	Pocillopora_acuta_HIv2___RNAseq.g15182.t1
OG_131	XP_022782532.1 XP_022782533.1	Pocillopora_acuta_HIv2___RNAseq.g13425.t3
OG_132	XP_022782541.1 XP_022782543.1	Pocillopora_acuta_HIv2___TS.g19731.t1
OG_133	XP_022782545.1 XP_022782546.1	Pocillopora_acuta_HIv2___RNAseq.g13407.t1
OG_134	XP_022782569.1 XP_022782570.1	Pocillopora_acuta_HIv2___TS.g19694.t1a
OG_135	XP_022782571.1 XP_022782573.1 XP_022782574.1 XP_022782575.1 XP_022782576.1 XP_022782577.1	Pocillopora_acuta_HIv2___RNAseq.g13397.t5
OG_136	XP_022782599.1 XP_022782600.1	Pocillopora_acuta_HIv2___RNAseq.g28714.t1
OG_137	XP_022782607.1 XP_022782608.1	Pocillopora_acuta_HIv2___RNAseq.g28715.t1
OG_138	XP_022782644.1 XP_022782647.1 XP_022782648.1	Pocillopora_acuta_HIv2___TS.g1727.t1
OG_139	XP_022782645.1 XP_022782719.1	Pocillopora_acuta_HIv2___RNAseq.g24003.t1a
OG_140	XP_022782702.1 XP_022782710.1	Pocillopora_acuta_HIv2___RNAseq.g11461.t1 Pocillopora_acuta_HIv2___RNAseq.g11462.t1
OG_141	XP_022782711.1 XP_022782712.1	Pocillopora_acuta_HIv2___RNAseq.g16430.t1
OG_142	XP_022782818.1 XP_022782819.1	Pocillopora_acuta_HIv2___RNAseq.g8932.t1
OG_143	XP_022782852.1 XP_022782853.1 XP_022782850.1 XP_022782851.1	Pocillopora_acuta_HIv2___RNAseq.g8884.t1
OG_144	XP_022782868.1 XP_022782869.1 XP_022782867.1	Pocillopora_acuta_HIv2___RNAseq.g10164.t1
OG_145	XP_022782873.1 XP_022782874.1	Pocillopora_acuta_HIv2___RNAseq.g10166.t2
OG_146	XP_022782936.1 XP_022782937.1	Pocillopora_acuta_HIv2___TS.g9310.t3
OG_147	XP_022782974.1 XP_022782976.1 XP_022782977.1	Pocillopora_acuta_HIv2___TS.g1785.t1
OG_148	XP_022783017.1 XP_022783018.1 XP_022783019.1	Pocillopora_acuta_HIv2___RNAseq.g2605.t1
OG_149	XP_022783028.1 XP_022783029.1 XP_022783030.1 XP_022783026.1 XP_022783027.1	Pocillopora_acuta_HIv2___RNAseq.g21307.t1a
OG_150	XP_022783034.1 XP_022783035.1	Pocillopora_acuta_HIv2___RNAseq.g21292.t1
OG_151	XP_022783073.1 XP_022783074.1	Pocillopora_acuta_HIv2___RNAseq.g21255.t1
OG_152	XP_022783081.1 XP_022783082.1	Pocillopora_acuta_HIv2___TS.g19086.t1
OG_153	XP_022783085.1 XP_022783086.1	Pocillopora_acuta_HIv2___TS.g19010.t3
OG_154	XP_022783128.1 XP_022783129.1 XP_022783130.1	Pocillopora_acuta_HIv2___RNAseq.g21306.t2
OG_155	XP_022783132.1 XP_022783131.1	Pocillopora_acuta_HIv2___RNAseq.g21250.t1a
OG_156	XP_022783295.1 XP_022783296.1 XP_022783297.1	Pocillopora_acuta_HIv2___TS.14526_t
OG_157	XP_022783302.1 XP_022783304.1	Pocillopora_acuta_HIv2___RNAseq.g29542.t1
OG_158	XP_022783316.1 XP_022783314.1	Pocillopora_acuta_HIv2___RNAseq.g19856.t1
OG_159	XP_022783333.1 XP_022783334.1	Pocillopora_acuta_HIv2___TS.g10628.t2
OG_160	XP_022783342.1 XP_022783343.1	Pocillopora_acuta_HIv2___RNAseq.448_t
OG_161	XP_022783359.1 XP_022783360.1	Pocillopora_acuta_HIv2___TS.g10630.t1
OG_162	XP_022783361.1 XP_022783363.1	Pocillopora_acuta_HIv2___TS.g10644.t1
OG_163	XP_022783393.1 XP_022783394.1	Pocillopora_acuta_HIv2___TS.g10620.t1
OG_164	XP_022783452.1 XP_022783449.1 XP_022783450.1 XP_022783451.1	Pocillopora_acuta_HIv2___RNAseq.g27339.t1b
OG_165	XP_022783485.1 XP_022783486.1 XP_022783487.1	Pocillopora_acuta_HIv2___RNAseq.g6448.t1
OG_166	XP_022783492.1 XP_022783493.1	Pocillopora_acuta_HIv2___TS.g5347.t1
OG_167	XP_022783521.1 XP_022783522.1	Pocillopora_acuta_HIv2___RNAseq.g26751.t1
OG_168	XP_022783528.1 XP_022783529.1 XP_022783530.1	Pocillopora_acuta_HIv2___RNAseq.g26731.t2
OG_169	XP_022783532.1 XP_022783531.1	Pocillopora_acuta_HIv2___TS.g1920.t1
OG_170	XP_022783580.1 XP_022783589.1	Pocillopora_acuta_HIv2___RNAseq.9717_t Pocillopora_acuta_HIv2___RNAseq.g3131.t1
OG_171	XP_022783581.1 XP_022783582.1	Pocillopora_acuta_HIv2___TS.g1891.t1
OG_172	XP_022783605.1 XP_022783606.1 XP_022783607.1	Pocillopora_acuta_HIv2___RNAseq.g26695.t1
OG_173	XP_022783634.1 XP_022783635.1	Pocillopora_acuta_HIv2___RNAseq.g26693.t1
OG_174	XP_022783656.1 XP_022783657.1	Pocillopora_acuta_HIv2___RNAseq.g10349.t1
OG_175	XP_022783702.1 XP_022783704.1	Pocillopora_acuta_HIv2___TS.g28473.t1a
OG_176	XP_022783709.1 XP_022783710.1	Pocillopora_acuta_HIv2___RNAseq.g10275.t1
OG_177	XP_022783734.1 XP_022783735.1	Pocillopora_acuta_HIv2___RNAseq.g10312.t2a
OG_178	XP_022783746.1 XP_022783747.1	Pocillopora_acuta_HIv2___RNAseq.g10314.t1
OG_179	XP_022783748.1 XP_022783749.1	Pocillopora_acuta_HIv2___TS.g28459.t1
OG_180	XP_022783796.1 XP_022783797.1 XP_022783799.1 XP_022783800.1	Pocillopora_acuta_HIv2___RNAseq.g13303.t1
OG_181	XP_022783858.1 XP_022783859.1	Pocillopora_acuta_HIv2___RNAseq.g13309.t1
OG_182	XP_022783920.1 XP_022783921.1	Pocillopora_acuta_HIv2___RNAseq.g16152.t1
OG_183	XP_022783931.1 XP_022783939.1 XP_022783947.1 XP_022783954.1 XP_022783923.1	Pocillopora_acuta_HIv2___RNAseq.g8215.t1
OG_184	XP_022783927.1 XP_022783928.1 XP_022783929.1	Pocillopora_acuta_HIv2___TS.g26232.t1b
OG_185	XP_022783977.1 XP_022783971.1	Pocillopora_acuta_HIv2___RNAseq.g8216.t1
OG_186	XP_022783974.1 XP_022783975.1	Pocillopora_acuta_HIv2___RNAseq.g16135.t1
OG_187	XP_022783988.1 XP_022783996.1	Pocillopora_acuta_HIv2___RNAseq.g8310.t1
OG_188	XP_022783990.1 XP_022783991.1	Pocillopora_acuta_HIv2___TS.g11214.t1
OG_189	XP_022784030.1 XP_022784031.1	Pocillopora_acuta_HIv2___TS.g11181.t1
OG_190	XP_022784048.1 XP_022784049.1 XP_022784050.1	Pocillopora_acuta_HIv2___TS.g11182.t1
OG_191	XP_022784070.1 XP_022784071.1 XP_022784072.1	Pocillopora_acuta_HIv2___RNAseq.g28456.t1
OG_192	XP_022784087.1 XP_022784088.1	Pocillopora_acuta_HIv2___TS.g11197.t1
OG_193	XP_022784134.1 XP_022784135.1	Pocillopora_acuta_HIv2___RNAseq.g24534.t1
OG_194	XP_022784175.1 XP_022784183.1	Pocillopora_acuta_HIv2___TS.g30006.t2a
OG_195	XP_022784213.1 XP_022784208.1 XP_022784209.1 XP_022784210.1 XP_022784211.1	Pocillopora_acuta_HIv2___TS.g1079.t2
OG_196	XP_022784228.1 XP_022784229.1	Pocillopora_acuta_HIv2___RNAseq.g24540.t1
OG_197	XP_022784244.1 XP_022784245.1 XP_022784246.1 XP_022784247.1 XP_022784248.1 XP_022784249.1 XP_022784250.1 XP_022784251.1 XP_022784252.1 XP_022784243.1	Pocillopora_acuta_HIv2___RNAseq.g6548.t2
OG_198	XP_022784406.1 XP_022784407.1	Pocillopora_acuta_HIv2___RNAseq.g24932.t1
OG_199	XP_022784417.1 XP_022784418.1	Pocillopora_acuta_HIv2___RNAseq.g6724.t1
OG_200	XP_022784489.1 XP_022784490.1	Pocillopora_acuta_HIv2___RNAseq.g6742.t1
OG_201	XP_022784558.1 XP_022784559.1	Pocillopora_acuta_HIv2___RNAseq.g27213.t1
OG_202	XP_022784644.1 XP_022784643.1	Pocillopora_acuta_HIv2___RNAseq.g24118.t1
OG_203	XP_022784680.1 XP_022784681.1 XP_022784682.1	Pocillopora_acuta_HIv2___RNAseq.g24147.t1
OG_204	XP_022784716.1 XP_022784714.1 XP_022784715.1	Pocillopora_acuta_HIv2___RNAseq.g24143.t1a
OG_205	XP_022784773.1 XP_022784774.1	Pocillopora_acuta_HIv2___RNAseq.g18286.t2
OG_206	XP_022784809.1 XP_022784819.1	Pocillopora_acuta_HIv2___RNAseq.g8218.t1
OG_207	XP_022784862.1 XP_022784863.1	Pocillopora_acuta_HIv2___RNAseq.g12895.t1
OG_208	XP_022784871.1 XP_022784872.1	Pocillopora_acuta_HIv2___TS.g15476.t2
OG_209	XP_022784894.1 XP_022784895.1	Pocillopora_acuta_HIv2___RNAseq.g12849.t1
OG_210	XP_022784972.1 XP_022784973.1 XP_022784974.1 XP_022784971.1	Pocillopora_acuta_HIv2___TS.g27182.t1a
OG_211	XP_022784988.1 XP_022784987.1	Pocillopora_acuta_HIv2___RNAseq.g2169.t1
OG_212	XP_022785004.1 XP_022785005.1 XP_022785003.1	Pocillopora_acuta_HIv2___RNAseq.g2206.t1
OG_213	XP_022785057.1 XP_022785058.1 XP_022785059.1	Pocillopora_acuta_HIv2___RNAseq.g29236.t2
OG_214	XP_022785120.1 XP_022785122.1 XP_022785123.1	Pocillopora_acuta_HIv2___RNAseq.25613_t
OG_215	XP_022785204.1 XP_022785205.1	Pocillopora_acuta_HIv2___TS.g4805.t1
OG_216	XP_022785227.1 XP_022785219.1 XP_022785211.1	Pocillopora_acuta_HIv2___RNAseq.g8316.t1
OG_217	XP_022785212.1 XP_022785213.1 XP_022785214.1	Pocillopora_acuta_HIv2___RNAseq.g4193.t2
OG_218	XP_022785255.1 XP_022785238.1 XP_022785246.1	Pocillopora_acuta_HIv2___TS.g30113.t2
OG_219	XP_022785301.1 XP_022785302.1	Pocillopora_acuta_HIv2___RNAseq.g848.t1
OG_220	XP_022785346.1 XP_022785347.1	Pocillopora_acuta_HIv2___RNAseq.g850.t1
OG_221	XP_022785484.1 XP_022785483.1	Pocillopora_acuta_HIv2___RNAseq.18888_t
OG_222	XP_022785495.1 XP_022785488.1	Pocillopora_acuta_HIv2___RNAseq.g27067.t1
OG_223	XP_022785565.1 XP_022785566.1	Pocillopora_acuta_HIv2___TS.g431.t1
OG_224	XP_022785580.1 XP_022785579.1	Pocillopora_acuta_HIv2___TS.g430.t1
OG_225	XP_022785631.1 XP_022785632.1 XP_022785633.1	Pocillopora_acuta_HIv2___RNAseq.g1419.t1
OG_226	XP_022785650.1 XP_022785651.1	Pocillopora_acuta_HIv2___RNAseq.g1555.t1
OG_227	XP_022785757.1 XP_022785758.1	Pocillopora_acuta_HIv2___TS.g10724.t2a
OG_228	XP_022785766.1 XP_022785767.1 XP_022785768.1	Pocillopora_acuta_HIv2___RNAseq.g16235.t2
OG_229	XP_022785770.1 XP_022785771.1	Pocillopora_acuta_HIv2___RNAseq.20675_t
OG_230	XP_022785774.1 XP_022785775.1	Pocillopora_acuta_HIv2___RNAseq.g16233.t1
OG_231	XP_022785818.1 XP_022785819.1	Pocillopora_acuta_HIv2___RNAseq.g16267.t1
OG_232	XP_022785825.1 XP_022785826.1	Pocillopora_acuta_HIv2___RNAseq.g16237.t1
OG_233	XP_022785873.1 XP_022785874.1	Pocillopora_acuta_HIv2___RNAseq.g3538.t2
OG_234	XP_022785916.1 XP_022785914.1 XP_022785915.1	Pocillopora_acuta_HIv2___RNAseq.g3535.t1
OG_235	XP_022785931.1 XP_022785921.1 XP_022785939.1	Pocillopora_acuta_HIv2___TS.g11706.t3
OG_236	XP_022785958.1 XP_022785959.1	Pocillopora_acuta_HIv2___RNAseq.g7229.t1
OG_237	XP_022785972.1 XP_022785981.1	Pocillopora_acuta_HIv2___RNAseq.g29797.t1
OG_238	XP_022785974.1 XP_022785975.1 XP_022785976.1 XP_022785977.1 XP_022785978.1	Pocillopora_acuta_HIv2___RNAseq.g7231.t1
OG_239	XP_022786021.1 XP_022786014.1	Pocillopora_acuta_HIv2___RNAseq.g30073.t1
OG_240	XP_022786020.1 XP_022786022.1 XP_022786023.1 XP_022786024.1	Pocillopora_acuta_HIv2___RNAseq.g7219.t1
OG_241	XP_022786052.1 XP_022786043.1	Pocillopora_acuta_HIv2___RNAseq.g30099.t1
