"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-401 0.481949833956018 5 17 "GO:0005682" "U5 snRNP" 0.805676590207791
-351 0.157209328104899 2 91 "GO:0005684" "U2-type spliceosomal complex" 0.505315697480032
-1072 0.068511202757279 5 16 "GO:0005685" "U1 snRNP" 0.375424334215192
-1130 0.021354965992043 5 23 "GO:0005686" "U2 snRNP" 0.206791759290037
-1349 0.0696866084425586 4 10 "GO:0005687" "U4 snRNP" 0.375424334215192
136 0.8550176871974 5 10 "GO:0005688;GO:0120115" "U6 snRNP" 0.960999598192732
176 0.744359798216996 4 19 "GO:0005689" "U12-type spliceosomal complex" 0.906744021713379
-141 0.407705230083035 2 194 "GO:0005694" "chromosome" 0.753485415548277
149 0.826230015807229 3 12 "GO:0005697" "telomerase holoenzyme complex" 0.950475130966211
-31 0.953408562664329 6 20 "GO:0005700" "polytene chromosome" 0.994668328285379
911 0.342809367653808 3 6 "GO:0005701;GO:0005703" "polytene chromosome puff" 0.695123227794543
-830 0.350735774722312 3 7 "GO:0005705" "polytene chromosome interband" 0.697101601483352
-53 0.92112043281198 3 19 "GO:0005721" "pericentric heterochromatin" 0.988298921600512
-282 0.00983932138908831 5 494 "GO:0005730" "nucleolus" 0.132054050221975
-326 0.546524018353578 3 19 "GO:0005732" "sno(s)RNA-containing ribonucleoprotein complex" 0.83214667949375
-560 0.430113867738163 2 11 "GO:0005736" "RNA polymerase I complex" 0.766936129738804
-298 0.000788725243652736 2 776 "GO:0005739" "mitochondrion" 0.027426127790652
142 0.864098858606233 2 8 "GO:0005740" "mitochondrial envelope" 0.962467889166946
233 0.245322142817456 3 140 "GO:0005741;GO:0031968;GO:0019867" "outer membrane" 0.595782346842393
-364 0.642855203108257 4 9 "GO:0005742;GO:0098799" "outer mitochondrial membrane protein complex" 0.870037209942789
-562 0.000102635242079485 2 273 "GO:0005743;GO:0019866" "organelle inner membrane" 0.00523439734605373
-1409 0.0723986441909579 2 9 "GO:0005744" "TIM23 mitochondrial import inner membrane translocase complex" 0.382442944529082
-636 0.145940399650451 -1 29 "GO:0005747;GO:0045271;GO:0030964" "obsolete mitochondrial respiratory chain complex I" 0.494864247640735
-626 0.514237993169636 -1 6 "GO:0005750" "obsolete mitochondrial respiratory chain complex III" 0.831841282786021
-1224 0.118568361669071 -1 9 "GO:0005751" "obsolete mitochondrial respiratory chain complex IV" 0.456892248274324
477 0.543190889012051 -1 9 "GO:0005753;GO:0045259" "proton-transporting ATP synthase complex" 0.83214667949375
-787 2.92151194571738e-05 4 159 "GO:0005759" "mitochondrial matrix" 0.00203177876224891
-1249 0.0783775600002903 2 11 "GO:0005761;GO:0000313" "mitochondrial ribosome" 0.387531741989169
5 0.989431835290446 3 38 "GO:0005762;GO:0000315" "organellar large ribosomal subunit" 0.997880529717384
-1101 0.0170891973915943 3 26 "GO:0005763;GO:0000314" "mitochondrial small ribosomal subunit" 0.195122925441338
346 0.0181645498969825 2 267 "GO:0005765;GO:0098852;GO:0005774" "vacuolar membrane" 0.201389574944806
129 0.254870741071863 4 458 "GO:0005768" "endosome" 0.605515891055824
148 0.39011296456191 2 192 "GO:0005769" "early endosome" 0.737767303420793
316 0.161702975541542 2 110 "GO:0005770" "late endosome" 0.51008865958853
872 0.0639855350156619 3 25 "GO:0005771" "multivesicular body" 0.359918634463098
754 3.69611030103856e-08 2 306 "GO:0005773;GO:0005764;GO:0000323" "vacuole" 4.71254063382416e-06
100 0.758194446942271 3 53 "GO:0005776" "autophagosome" 0.916301345830707
-137 0.575791159747334 2 93 "GO:0005777;GO:0042579" "microbody" 0.852589616832112
-237 0.535358862052733 4 38 "GO:0005778;GO:0031903" "peroxisomal membrane" 0.83214667949375
-488 0.309884483251686 6 24 "GO:0005782;GO:0031907" "peroxisomal matrix" 0.667025955798718
328 0.0014254955017101 2 561 "GO:0005783" "endoplasmic reticulum" 0.0351775502841363
569 0.588697910978694 2 5 "GO:0005784;GO:0071256" "Sec61 translocon complex" 0.853556610477829
-1047 0.27569481028346 3 6 "GO:0005786;GO:0048500" "signal recognition particle" 0.632942243042018
-358 0.73374152260231 2 5 "GO:0005787" "signal peptidase complex" 0.902431293875831
1024 3.15930426527155e-06 2 116 "GO:0005788" "endoplasmic reticulum lumen" 0.000268540862548082
-159 0.111978844945897 4 592 "GO:0005789" "endoplasmic reticulum membrane" 0.439112062409619
780 0.319863004022086 2 9 "GO:0005790" "smooth endoplasmic reticulum" 0.675953585847778
374 0.466386415682341 2 21 "GO:0005791" "rough endoplasmic reticulum" 0.802591655057194
-147 0.708567123843636 2 36 "GO:0005793" "endoplasmic reticulum-Golgi intermediate compartment" 0.892959331821283
50 0.63725071198234 2 533 "GO:0005794" "Golgi apparatus" 0.86743201897952
-449 0.350491701839573 2 24 "GO:0005795" "Golgi stack" 0.697101601483352
1359 0.00091764944296601 4 33 "GO:0005796" "Golgi lumen" 0.0280800729547599
-1181 0.0958977409960607 5 11 "GO:0005797" "Golgi medial cisterna" 0.419210124925637
88 0.82026608084585 4 37 "GO:0005798" "Golgi-associated vesicle" 0.950475130966211
-257 0.570271617818163 2 27 "GO:0005801" "cis-Golgi network" 0.850405044114805
6 0.977501250838645 4 132 "GO:0005802" "trans-Golgi network" 0.997880529717384
130 0.643281652178699 2 71 "GO:0005811" "lipid droplet" 0.870037209942789
-457 0.043678327207919 2 109 "GO:0005814" "centriole" 0.29685261467743
-193 0.0836271080122356 2 470 "GO:0005815;GO:0005813" "microtubule organizing center" 0.399842110183501
-595 0.00352730348091004 2 135 "GO:0005819" "spindle" 0.0697048964919469
-715 0.313415770212436 3 11 "GO:0005826" "actomyosin contractile ring" 0.669729229643892
1415 0.111493419801241 2 7 "GO:0005828" "kinetochore microtubule" 0.439112062409619
-1367 0.100154915351506 3 8 "GO:0005832" "chaperonin-containing T-complex" 0.42176107073817
311 0.726635605208358 2 7 "GO:0005834" "heterotrimeric G-protein complex" 0.900933935144885
306 0.696268627462438 2 9 "GO:0005838" "proteasome regulatory particle" 0.892959331821283
-596 0.343472653733774 3 14 "GO:0005839" "proteasome core complex" 0.695123227794543
727 0.00623287401663418 5 79 "GO:0005840" "ribosome" 0.0916951658216375
-575 0.378248397184058 2 13 "GO:0005847" "mRNA cleavage and polyadenylation specificity factor complex" 0.727035235793478
-40 0.940380202825451 3 19 "GO:0005849" "mRNA cleavage factor complex" 0.994249823092755
-1229 0.031238382112409 3 17 "GO:0005852;GO:0016282;GO:0070993;GO:0033290" "translation preinitiation complex" 0.262355520802063
-84 0.449631365952836 2 475 "GO:0005856" "cytoskeleton" 0.785315056972419
-862 0.101540602088755 2 20 "GO:0005858" "axonemal dynein complex" 0.42176107073817
1121 0.243069240979748 2 6 "GO:0005859" "muscle myosin complex" 0.595782346842393
-188 0.701351174267689 4 23 "GO:0005868" "cytoplasmic dynein complex" 0.892959331821283
-237 0.805215043711595 3 6 "GO:0005869" "dynactin complex" 0.943322371270092
-889 0.0199813336282714 2 38 "GO:0005871" "kinesin complex" 0.206563786832806
-707 1.55278684173107e-06 3 264 "GO:0005874" "microtubule" 0.000148485241740534
-713 0.00107737173751023 2 118 "GO:0005875" "microtubule associated complex" 0.0294353349712616
474 0.324268346651948 2 24 "GO:0005876" "spindle microtubule" 0.682078765007285
-574 0.155555473188617 2 34 "GO:0005879" "axonemal microtubule" 0.502109438773384
-607 0.0543464808761834 4 56 "GO:0005881" "cytoplasmic microtubule" 0.324964522488057
500 0.410493706766242 5 15 "GO:0005882" "intermediate filament" 0.753485415548277
274 0.47340003932971 3 38 "GO:0005884" "actin filament" 0.804780066860507
1190 0.180628231268894 2 7 "GO:0005885" "Arp2/3 protein complex" 0.527406858475969
1478 0.160007954135629 2 5 "GO:0005890" "sodium:potassium-exchanging ATPase complex" 0.510025353807317
-926 0.127544192898597 2 15 "GO:0005891" "voltage-gated calcium channel complex" 0.475647646472889
-1060 0.176565073783175 3 9 "GO:0005892" "acetylcholine-gated channel complex" 0.52557307954914
-212 0.616075793749346 2 31 "GO:0005902" "microvillus" 0.859898087056517
210 0.637144904039155 3 28 "GO:0005903" "brush border" 0.86743201897952
590 0.100895834264662 2 43 "GO:0005905" "clathrin-coated pit" 0.42176107073817
334 0.0211618319990576 3 273 "GO:0005911" "cell-cell junction" 0.206791759290037
308 0.205960154692998 2 94 "GO:0005912" "adherens junction" 0.558721696241643
-92 0.901394714788545 6 10 "GO:0005918" "septate junction" 0.980891830459797
363 0.705345991951706 5 6 "GO:0005921" "gap junction" 0.892959331821283
105 0.712032931256186 2 69 "GO:0005923;GO:0070160" "tight junction" 0.892959331821283
489 0.00880355648039139 5 162 "GO:0005925;GO:0030055" "cell-substrate junction" 0.120785768834851
480 0.361857394130652 2 20 "GO:0005927" "muscle tendon junction" 0.70437889697188
-415 0.000897478934587712 4 371 "GO:0005929" "cilium" 0.0280800729547599
-693 0.00429860164022212 2 95 "GO:0005930" "axoneme" 0.0764751222039517
388 0.0382888016505889 3 161 "GO:0005938" "cell cortex" 0.279473097571764
658 0.332406331780802 3 12 "GO:0005942" "phosphatidylinositol 3-kinase complex" 0.690935108157963
-449 0.589121425270972 3 8 "GO:0005952" "cAMP-dependent protein kinase complex" 0.853556610477829
-542 0.167155300523573 2 36 "GO:0008023" "transcription elongation factor complex" 0.510976113499689
-941 0.00884183405849886 2 43 "GO:0008076;GO:0034705" "potassium channel complex" 0.120785768834851
-2400 0.0124132755323723 2 6 "GO:0008091" "spectrin" 0.153163802939755
-22 0.965628575279146 2 22 "GO:0008180" "COP9 signalosome" 0.997880529717384
662 0.42573603506836 2 8 "GO:0008250" "oligosaccharyltransferase complex" 0.763756174816727
64 0.892131540025458 4 25 "GO:0008287;GO:1903293" "protein serine/threonine phosphatase complex" 0.9753302952512
738 0.441895322358579 2 6 "GO:0008305" "integrin complex" 0.777694203540189
-688 0.439261769731748 3 7 "GO:0008328;GO:0098878" "ionotropic glutamate receptor complex" 0.77606294190482
-332 0.672093334136249 2 9 "GO:0008540" "proteasome regulatory particle, base subcomplex" 0.88953529518033
-451 0.587358675551703 2 8 "GO:0008541" "proteasome regulatory particle, lid subcomplex" 0.853556610477829
1053 0.120953479004769 3 12 "GO:0008623;GO:0016590;GO:0031213" "CHRAC" 0.459096805267067
1586 0.0116874680592785 5 14 "GO:0009506" "plasmodesma" 0.150292518747235
-614 0.460162877676377 2 8 "GO:0009507" "chloroplast" 0.800055912323701
628 0.244467550404267 2 19 "GO:0009536" "plastid" 0.595782346842393
366 0.19430739287977 2 70 "GO:0009897" "external side of plasma membrane" 0.546639061212433
-394 0.375871217655266 2 28 "GO:0009925" "basal plasma membrane" 0.726668750915702
149 0.841099491385994 3 10 "GO:0009941;GO:0009526" "chloroplast envelope" 0.956374154611189
352 0.0190982382506534 2 253 "GO:0009986" "cell surface" 0.205776792419012
411 0.00128269606212919 2 354 "GO:0010008" "endosome membrane" 0.0338366375009942
603 0.468152800173711 2 8 "GO:0010009" "cytoplasmic side of endosome membrane" 0.802591655057194
162 0.845209804320508 5 8 "GO:0010369" "chromocenter" 0.956487426486965
-70 0.823180227735066 4 56 "GO:0010494" "cytoplasmic stress granule" 0.950475130966211
88 0.738803147798094 2 80 "GO:0012505" "endomembrane system" 0.905714232263196
82 0.889641479077338 2 16 "GO:0012507" "ER to Golgi transport vesicle membrane" 0.9753302952512
271 0.210563698597425 3 120 "GO:0014069;GO:0099572" "postsynaptic specialization" 0.559619747538134
753 0.133489042269967 6 22 "GO:0014704" "intercalated disc" 0.488608216921171
-527 0.419747355750836 3 13 "GO:0014731" "spectrin-associated cytoskeleton" 0.760916415045947
-962 0.0252051575046378 3 30 "GO:0015030" "Cajal body" 0.232312596277686
303 0.181686190629463 6 109 "GO:0015629" "actin cytoskeleton" 0.528478843465929
-243 0.406166002763574 2 65 "GO:0015630" "microtubule cytoskeleton" 0.753485415548277
1083 3.70028461835918e-05 2 81 "GO:0015934" "large ribosomal subunit" 0.00235893144420398
288 0.3616820825164 2 56 "GO:0015935" "small ribosomal subunit" 0.70437889697188
213 0.603921263818078 3 33 "GO:0016234;GO:0005622" "inclusion body" 0.859898087056517
753 0.288650450964403 2 11 "GO:0016235" "aggresome" 0.647538537293289
-830 0.350403730034004 2 7 "GO:0016272" "prefoldin complex" 0.697101601483352
-1443 0.169965699850333 2 5 "GO:0016281" "eukaryotic translation initiation factor 4F complex" 0.515967303117082
-6 0.973267916099714 4 157 "GO:0016323" "basolateral plasma membrane" 0.997880529717384
227 0.135430298605707 4 247 "GO:0016324" "apical plasma membrane" 0.491015063665241
665 0.290400506804336 4 14 "GO:0016327" "apicolateral plasma membrane" 0.647686261531537
111 0.825306665330759 2 22 "GO:0016328" "lateral plasma membrane" 0.950475130966211
-479 0.648906855559767 2 5 "GO:0016342" "catenin complex" 0.873967860040883
-615 0.0205847476390942 2 79 "GO:0016363" "nuclear matrix" 0.206791759290037
-356 0.600410912376866 4 12 "GO:0016442;GO:0031332" "RNAi effector complex" 0.859898087056517
612 0.0849305336198991 2 44 "GO:0016459" "myosin complex" 0.401521077730335
1085 0.0240039543518884 2 24 "GO:0016460" "myosin II complex" 0.22670401332339
1036 0.212889136390265 2 8 "GO:0016461;GO:0031477" "unconventional myosin complex" 0.56249654526352
734 0.126685063943747 2 24 "GO:0016469" "proton-transporting two-sector ATPase complex" 0.475068989789051
520 0.484774924934946 2 10 "GO:0016471" "vacuolar proton-transporting V-type ATPase complex" 0.805676590207791
-38 0.9549697902013 2 12 "GO:0016514" "SWI/SNF complex" 0.994668328285379
-216 0.782647002112096 2 9 "GO:0016528" "sarcoplasm" 0.934674705469829
624 0.260951403317917 3 18 "GO:0016529" "sarcoplasmic reticulum" 0.614239457040635
-1233 0.165418043251055 2 7 "GO:0016581;GO:0090545" "NuRD complex" 0.51008865958853
436 0.578260334674922 2 9 "GO:0016586" "RSC-type complex" 0.852589616832112
1227 0.060119333075509 2 13 "GO:0016589" "NURF complex" 0.348418862142154
-192 0.708635484136812 3 21 "GO:0016592" "mediator complex" 0.892959331821283
-688 0.408206094389081 2 8 "GO:0016593" "Cdc73/Paf1 complex" 0.753485415548277
-683 0.516337166232482 2 5 "GO:0016602" "CCAAT-binding factor complex" 0.831841282786021
-239 0.0424415344969476 2 419 "GO:0016604" "nuclear body" 0.29685261467743
-117 0.697961642681118 3 61 "GO:0016605" "PML body" 0.892959331821283
-245 0.102840280376981 2 252 "GO:0016607" "nuclear speck" 0.42176107073817
-244 0.564682982327629 2 31 "GO:0017053" "transcription repressor complex" 0.845366891351539
358 0.542770237702312 2 16 "GO:0017101" "aminoacyl-tRNA synthetase multienzyme complex" 0.83214667949375
-603 0.442218272601284 2 9 "GO:0017119" "Golgi transport complex" 0.777694203540189
315 0.616491150483696 2 14 "GO:0018995" "host cellular component" 0.859898087056517
123 0.700107689927153 2 55 "GO:0019005" "SCF ubiquitin ligase complex" 0.892959331821283
-1202 0.176474152664152 2 7 "GO:0019773" "proteasome core complex, alpha-subunit complex" 0.52557307954914
11 0.990054015758816 2 7 "GO:0019774" "proteasome core complex, beta-subunit complex" 0.997880529717384
-235 0.62538576417206 3 24 "GO:0019897" "extrinsic component of plasma membrane" 0.86080336331514
-131 0.703208859874589 2 47 "GO:0019898" "extrinsic component of membrane" 0.892959331821283
7 0.993390637466199 4 7 "GO:0019908" "nuclear cyclin-dependent protein kinase holoenzyme complex" 0.998612138845785
-1267 0.0439782351731215 2 14 "GO:0022624" "proteasome accessory complex" 0.29685261467743
2036 2.17030102068209e-08 3 42 "GO:0022625" "cytosolic large ribosomal subunit" 3.3205605616436e-06
1241 0.0010101392112748 2 39 "GO:0022626" "cytosolic ribosome" 0.0289784868460022
1451 0.000907451915863022 2 29 "GO:0022627" "cytosolic small ribosomal subunit" 0.0280800729547599
-114 0.855671360261146 3 14 "GO:0030008" "TRAPP complex" 0.960999598192732
-561 0.409088069109098 2 12 "GO:0030014" "CCR4-NOT complex" 0.753485415548277
-383 0.666472886379167 2 7 "GO:0030015" "CCR4-NOT core complex" 0.886698709704457
805 0.1469574025838 2 18 "GO:0030017" "sarcomere" 0.494864247640735
663 0.0180392406498143 2 71 "GO:0030018" "Z disc" 0.201389574944806
557 0.0210941918229145 3 96 "GO:0030027" "lamellipodium" 0.206791759290037
116 0.150598403848632 2 954 "GO:0030054" "cell junction" 0.494864247640735
-46 0.955661727176148 2 8 "GO:0030056" "hemidesmosome" 0.994668328285379
-1839 0.0803397789025929 5 5 "GO:0030057" "desmosome" 0.391464527773781
319 0.739962608058167 2 6 "GO:0030061" "mitochondrial crista" 0.905714232263196
-1 0.998229632299879 2 14 "GO:0030118" "clathrin coat" 0.999592119134061
-252 0.615427725651909 2 22 "GO:0030119" "AP-type membrane coat adaptor complex" 0.859898087056517
-285 0.461603004046418 2 37 "GO:0030120;GO:0030117" "membrane coat" 0.80066161206588
-65 0.950609740105736 5 5 "GO:0030121" "AP-1 adaptor complex" 0.994668328285379
-731 0.487021889020475 2 5 "GO:0030122" "AP-2 adaptor complex" 0.805676590207791
-22 0.980430325346243 5 7 "GO:0030125" "clathrin vesicle coat" 0.997880529717384
-132 0.866210660918968 2 9 "GO:0030126" "COPI vesicle coat" 0.962467889166946
-762 0.22577670028278 2 14 "GO:0030127" "COPII vesicle coat" 0.579594549383647
-267 0.682663167153577 2 13 "GO:0030131" "clathrin adaptor complex" 0.892959331821283
144 0.871642588730581 2 7 "GO:0030132" "clathrin coat of coated pit" 0.963593324246957
-187 0.361213177373164 4 134 "GO:0030133" "transport vesicle" 0.70437889697188
-113 0.814135910990669 5 24 "GO:0030134" "COPII-coated ER to Golgi transport vesicle" 0.949411542542472
156 0.519779151152676 2 95 "GO:0030135" "coated vesicle" 0.831841282786021
190 0.539954296556153 5 58 "GO:0030136" "clathrin-coated vesicle" 0.83214667949375
-214 0.784500130374267 8 9 "GO:0030137" "COPI-coated vesicle" 0.934674705469829
477 0.0543731488607468 2 91 "GO:0030139" "endocytic vesicle" 0.324964522488057
576 0.377482069384116 2 13 "GO:0030140" "trans-Golgi network transport vesicle" 0.727035235793478
-520 0.0303284734999456 3 97 "GO:0030141" "secretory granule" 0.260688564353465
-248 0.485354044462694 5 44 "GO:0030175" "filopodium" 0.805676590207791
-907 0.00471625959601589 3 54 "GO:0030286" "dynein complex" 0.0791339570210175
17 0.970771953597104 2 26 "GO:0030315" "T-tubule" 0.997880529717384
-192 0.202919285123215 5 251 "GO:0030424" "axon" 0.558256504650576
-204 0.146594576394576 2 290 "GO:0030425" "dendrite" 0.494864247640735
-120 0.600139080186247 2 106 "GO:0030426;GO:0030427" "site of polarized growth" 0.859898087056517
-14 0.989296050621359 2 5 "GO:0030479;GO:0061645" "actin cortical patch" 0.997880529717384
