"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.0524620938827483 6 219 "GO:0001701" "in utero embryonic development" 0.401727151415646
0 0.230455722197611 3 28 "GO:0001702" "gastrulation with mouth forming second" 0.98788783372901
0 0.0211899396319249 6 33 "GO:0001703;GO:0010004" "gastrulation involving germ band extension" 0.219300716648813
0 0.000232133124955411 3 95 "GO:0001704" "formation of primary germ layer" 0.00907210642418332
0 0.00527463607461328 4 50 "GO:0001706;GO:0035987" "endoderm formation" 0.090648143093354
0 0.000109377127362226 2 73 "GO:0001707;GO:0048332" "mesoderm morphogenesis" 0.0053432752218806
0 0.00290992434006444 2 110 "GO:0001708" "cell fate specification" 0.0575009768471161
0 0.0918448909202987 2 119 "GO:0001709" "cell fate determination" 0.599719857048881
0 0.279133116037605 2 32 "GO:0001711" "endodermal cell fate commitment" 1
0 1 2 12 "GO:0001714" "endodermal cell fate specification" 1
0 1 4 10 "GO:0001731" "formation of translation preinitiation complex" 1
0 1 4 23 "GO:0001737" "establishment of imaginal disc-derived wing hair orientation" 1
0 0.380139747735518 2 96 "GO:0001738;GO:0001736;GO:0007164" "morphogenesis of a polarized epithelium" 1
0 1 2 9 "GO:0001742;GO:0007438" "oenocyte differentiation" 1
0 0.152306972202492 3 5 "GO:0001743" "lens placode formation" 0.813331564109664
0 0.152306972202492 4 5 "GO:0001746;GO:0055034" "Bolwig's organ morphogenesis" 0.813331564109664
0 0.269081261709718 3 81 "GO:0001751" "compound eye photoreceptor cell differentiation" 1
0 0.242598662751228 2 29 "GO:0001752;GO:0042706;GO:0046552" "photoreceptor cell fate commitment" 1
0 0.480115352241736 2 140 "GO:0001754;GO:0046530" "photoreceptor cell differentiation" 1
0 0.51715267611103 2 22 "GO:0001755;GO:0090497" "neural crest cell migration" 1
0 0.497648386451654 2 51 "GO:0001756" "somitogenesis" 1
0 0.00788806337510846 3 71 "GO:0001759;GO:0042473;GO:0021889;GO:0021891;GO:0060638;GO:0003347;GO:0007493;GO:0007500;GO:0007506;GO:0007522;GO:0007523;GO:0010571;GO:0010966;GO:0021553;GO:0021603;GO:0021627;GO:0021628;GO:0021762;GO:0021800;GO:0021823;GO:0021825;GO:0021827;GO:0022028;GO:0021837;GO:0035988;GO:0042065;GO:0042359;GO:0048378;GO:0060363;GO:0060385;GO:0060430;GO:0060449;GO:0060665;GO:0060693;GO:0060687;GO:0061144;GO:0061319;GO:0061320;GO:0070640;GO:0070857;GO:1904251;GO:0071698;GO:0071699;GO:0090080;GO:0090272;GO:1902178;GO:1903463;GO:1903465;GO:1904847;GO:1904849;GO:2000544;GO:2000546;GO:2000828;GO:2000830" "vitamin D metabolic process" 0.116575412792919
0 5.33936352658085e-06 2 133 "GO:0001763;GO:0061138;GO:0048754" "morphogenesis of a branching structure" 0.000574907795229399
0 0.254650431011417 4 79 "GO:0001764" "neuron migration" 1
0 0.349423847752434 5 13 "GO:0001773;GO:0043011;GO:0097028" "dendritic cell differentiation" 1
0 1 2 5 "GO:0001774;GO:0002269" "microglial cell activation" 1
0 0.00964336790558528 2 471 "GO:0001775;GO:0045321" "cell activation" 0.131515049879645
0 1 2 25 "GO:0001776;GO:0002260" "leukocyte homeostasis" 1
0 1 2 15 "GO:0001782" "B cell homeostasis" 1
0 1 6 7 "GO:0001783" "B cell apoptotic process" 1
0 0.309376742404241 2 60 "GO:0001816" "cytokine production" 1
0 0.0247586012097753 5 218 "GO:0001817" "regulation of cytokine production" 0.246930775014697
0 0.0279684710694171 3 91 "GO:0001818" "negative regulation of cytokine production" 0.264922178388231
0 0.0887532486055343 2 118 "GO:0001819" "positive regulation of cytokine production" 0.583140896192776
0 4.41914440305764e-05 4 157 "GO:0001822" "kidney development" 0.00306781656191212
0 0.833331820178525 3 54 "GO:0001824" "blastocyst development" 1
0 0.500877828885005 2 21 "GO:0001825" "blastocyst formation" 1
0 0.32752841577076 3 12 "GO:0001829" "trophectodermal cell differentiation" 1
0 1 3 15 "GO:0001832" "blastocyst growth" 1
0 1 3 9 "GO:0001833" "inner cell mass cell proliferation" 1
0 1 3 14 "GO:0001836" "release of cytochrome c from mitochondria" 1
0 2.75796355439925e-06 5 60 "GO:0001837" "epithelial to mesenchymal transition" 0.000346452755071677
0 0.00568173123589547 3 102 "GO:0001838;GO:0001841" "embryonic epithelial tube formation" 0.0955670310540232
0 0.000614540116246906 5 13 "GO:0001840;GO:0001839" "neural plate development" 0.0192994860316588
0 0.100225503750791 3 76 "GO:0001843;GO:0060606;GO:0014020" "primary neural tube formation" 0.63863497317533
0 1 2 16 "GO:0001845" "phagolysosome assembly" 1
0 0.232367096599261 2 8 "GO:0001878" "response to yeast" 0.98788783372901
0 1 4 9 "GO:0001881" "receptor recycling" 1
0 0.114453644339647 2 18 "GO:0001885" "endothelial cell development" 0.702977214826516
0 1 2 5 "GO:0001887" "selenium compound metabolic process" 1
0 0.3032800509717 2 140 "GO:0001889;GO:0061008" "hepaticobiliary system development" 1
0 0.0279684710694171 2 91 "GO:0001890" "placenta development" 0.264922178388231
0 0.00998889990900219 5 57 "GO:0001892;GO:0060711" "embryonic placenta development" 0.131753589799739
0 0.370609787258158 2 14 "GO:0001893" "maternal placenta development" 1
0 0.979806908728993 2 117 "GO:0001894" "tissue homeostasis" 1
0 1 3 40 "GO:0001895;GO:0045494" "retina homeostasis" 1
0 0.0647832319906702 2 13 "GO:0001906" "cell killing" 0.46566257763321
0 0.0325451294769037 3 9 "GO:0001909" "leukocyte mediated cytotoxicity" 0.289855410508315
0 1 3 13 "GO:0001910" "regulation of leukocyte mediated cytotoxicity" 1
0 1 2 8 "GO:0001912" "positive regulation of leukocyte mediated cytotoxicity" 1
0 0.00984940846281076 2 5 "GO:0001913" "T cell mediated cytotoxicity" 0.131515049879645
0 1 2 17 "GO:0001919" "regulation of receptor recycling" 1
0 1 3 11 "GO:0001921" "positive regulation of receptor recycling" 1
0 1 2 5 "GO:0001922" "B-1 B cell homeostasis" 1
0 0.95438418310209 3 321 "GO:0001933;GO:0042326;GO:0045936;GO:0010563" "negative regulation of phosphate metabolic process" 1
0 0.260021075955569 4 468 "GO:0001934;GO:0042327;GO:0045937;GO:0010562" "positive regulation of phosphate metabolic process" 1
0 0.0559856671164742 2 12 "GO:0001935" "endothelial cell proliferation" 0.413119412176948
0 0.000222992905765253 3 65 "GO:0001936;GO:0001938" "regulation of endothelial cell proliferation" 0.00877992963296623
0 0.00111469048072048 2 15 "GO:0001937" "negative regulation of endothelial cell proliferation" 0.028005271315625
0 0.0559856671164742 3 12 "GO:0001941" "postsynaptic membrane organization" 0.413119412176948
0 0.00198614238210457 3 71 "GO:0001942;GO:0022405;GO:0042633;GO:0098773" "hair cycle" 0.0436620300332655
0 1 3 15 "GO:0001945" "lymph vessel development" 1
0 1 3 8 "GO:0001946;GO:0036303" "lymph vessel morphogenesis" 1
0 0.179053847452378 5 68 "GO:0001947;GO:0003143" "embryonic heart tube morphogenesis" 0.879544133903083
0 1 3 55 "GO:0001952" "regulation of cell-matrix adhesion" 1
0 1 3 13 "GO:0001953" "negative regulation of cell-matrix adhesion" 1
0 1 3 24 "GO:0001954" "positive regulation of cell-matrix adhesion" 1
0 1 3 20 "GO:0001956" "positive regulation of neurotransmitter secretion" 1
0 0.0371077433781168 4 23 "GO:0001958;GO:0036075" "endochondral ossification" 0.312249528011075
0 0.40996207064453 2 43 "GO:0001959;GO:0060759" "regulation of response to cytokine stimulus" 1
0 0.32752841577076 2 12 "GO:0001960;GO:0060761" "negative regulation of cytokine-mediated signaling pathway" 1
0 0.410943972497236 3 16 "GO:0001961;GO:0060760" "positive regulation of response to cytokine stimulus" 1
0 1 2 17 "GO:0001964" "startle response" 1
0 1 2 9 "GO:0001967" "suckling behavior" 1
0 1 3 14 "GO:0001974" "blood vessel remodeling" 1
0 1 2 12 "GO:0001975" "response to amphetamine" 1
0 0.32752841577076 2 12 "GO:0001991;GO:0002002;GO:0002003" "regulation of systemic arterial blood pressure by circulatory renin-angiotensin" 1
0 1 6 9 "GO:0001998;GO:0002034;GO:0003072;GO:0003100;GO:0032464;GO:0090324;GO:0097498" "endothelial tube lumen extension" 1
0 6.36383423179287e-07 4 612 "GO:0002009;GO:0048729" "tissue morphogenesis" 0.000134302357627757
0 0.796457469068782 2 48 "GO:0002011" "morphogenesis of an epithelial sheet" 1
0 1 2 6 "GO:0002021" "response to dietary excess" 1
0 0.484057228523772 2 20 "GO:0002026" "regulation of the force of heart contraction" 1
0 1 3 35 "GO:0002027" "regulation of heart rate" 1
0 1 2 42 "GO:0002028" "regulation of sodium ion transport" 1
0 1 7 9 "GO:0002029;GO:0022401" "negative adaptation of signaling pathway" 1
0 0.257344842489556 2 9 "GO:0002036;GO:0010958;GO:1903789" "regulation of amino acid transmembrane transport" 1
0 0.078119790908324 3 31 "GO:0002040" "sprouting angiogenesis" 0.533775138337733
0 1 2 8 "GO:0002042" "cell migration involved in sprouting angiogenesis" 1
0 1 2 13 "GO:0002052" "positive regulation of neuroblast proliferation" 1
0 0.0366702686934889 2 39 "GO:0002053;GO:0010464" "regulation of mesenchymal cell proliferation" 0.312249528011075
0 0.0429623608727377 2 41 "GO:0002062" "chondrocyte differentiation" 0.345532646287445
0 0.304899853382903 2 11 "GO:0002063" "chondrocyte development" 1
0 0.020862910969594 3 330 "GO:0002064;GO:0002065;GO:0002066" "epithelial cell development" 0.217965778763521
0 0.00309194944589543 2 45 "GO:0002067" "glandular epithelial cell differentiation" 0.0604189825057196
0 0.0325451294769037 2 9 "GO:0002070" "epithelial cell maturation" 0.289855410508315
0 0.000194932097420617 5 10 "GO:0002072" "optic cup morphogenesis involved in camera-type eye development" 0.00809812398418248
0 1 2 8 "GO:0002087;GO:0044065" "regulation of respiratory system process" 1
0 0.00429775426669477 3 48 "GO:0002088" "lens development in camera-type eye" 0.0784600398307322
0 0.00801145785041577 3 25 "GO:0002089;GO:0055062;GO:0072505;GO:0072506" "lens morphogenesis in camera-type eye" 0.116763678504955
0 1 2 25 "GO:0002090" "regulation of receptor internalization" 1
0 1 3 15 "GO:0002092" "positive regulation of receptor internalization" 1
0 0.349423847752434 2 13 "GO:0002093;GO:0060088" "auditory receptor cell morphogenesis" 1
0 1 3 8 "GO:0002097;GO:0002098" "tRNA wobble base modification" 1
0 1 3 9 "GO:0002118;GO:0002121" "aggressive behavior" 1
0 0.277646841941094 2 218 "GO:0002119" "nematode larval development" 1
0 0.064401350782798 2 301 "GO:0002164" "larval development" 0.46566257763321
0 0.0238745727035904 3 335 "GO:0002165;GO:0009886;GO:0007552;GO:0048707" "instar larval or pupal development" 0.240156250157977
0 0.0300718935811653 2 54 "GO:0002168" "instar larval development" 0.279822417167951
0 1 2 91 "GO:0002181" "cytoplasmic translation" 1
0 1 2 14 "GO:0002183" "cytoplasmic translational initiation" 1
0 0.117580974143634 2 37 "GO:0002200;GO:0002562;GO:0016444" "somatic diversification of immune receptors" 0.718006041182654
0 0.32752841577076 7 12 "GO:0002204;GO:0002208;GO:0002381;GO:0045190" "immunoglobulin production involved in immunoglobulin-mediated immune response" 1
0 0.585847035356603 2 60 "GO:0002218;GO:0002758" "activation of innate immune response" 1
0 0.590937942513186 2 27 "GO:0002220" "innate immune response activating cell surface receptor signaling pathway" 1
0 0.398469705523122 2 42 "GO:0002221;GO:0002224" "pattern recognition receptor signaling pathway" 1
0 1 7 21 "GO:0002223;GO:1990858;GO:1990840" "cellular response to lectin" 1
0 1 6 11 "GO:0002225;GO:0002760" "positive regulation of antimicrobial peptide production" 1
0 0.0258588941861439 6 8 "GO:0002227;GO:1900157;GO:1900159;GO:1902732;GO:2001205" "negative regulation of osteoclast development" 0.248962638186305
0 1 3 5 "GO:0002228;GO:0042267" "natural killer cell mediated cytotoxicity" 1
0 1 3 11 "GO:0002230" "positive regulation of defense response to virus by host" 1
0 0.0529831299661795 2 149 "GO:0002237;GO:0032496" "response to molecule of bacterial origin" 0.404434155026266
0 0.152306972202492 2 5 "GO:0002238" "response to molecule of fungal origin" 0.813331564109664
0 0.421346855249599 3 44 "GO:0002244" "hematopoietic progenitor cell differentiation" 1
0 0.178997772204845 2 45 "GO:0002250;GO:0002460" "adaptive immune response" 0.879544133903083
0 0.00944281886658702 2 14 "GO:0002251;GO:0002385" "organ or tissue specific immune response" 0.131515049879645
0 0.130929913685785 2 417 "GO:0002252" "immune effector process" 0.784984346143411
0 0.800804454503544 2 130 "GO:0002253;GO:0002757;GO:0002764" "activation of immune response" 1
0 0.518254952656537 2 53 "GO:0002262;GO:0030218;GO:0034101" "myeloid cell homeostasis" 1
0 0.0272077584827991 2 340 "GO:0002263;GO:0002274;GO:0002275;GO:0002366;GO:0002283;GO:0042119;GO:0036230;GO:0002443;GO:0002444;GO:0002446;GO:0043299;GO:0043312" "cell activation involved in immune response" 0.259580712034807
0 0.74306913132775 2 41 "GO:0002285" "lymphocyte activation involved in immune response" 1
0 1 3 17 "GO:0002286" "T cell activation involved in immune response" 1
0 1 2 13 "GO:0002287;GO:0002292;GO:0002293;GO:0002294;GO:0043367;GO:0035710;GO:0042093" "CD4-positive, alpha-beta T cell activation" 1
0 0.548135032882554 3 24 "GO:0002312" "B cell activation involved in immune response" 1
0 1 8 12 "GO:0002313;GO:0002335" "mature B cell differentiation" 1
0 1 2 8 "GO:0002315" "marginal zone B cell differentiation" 1
0 0.206553571297621 2 7 "GO:0002320" "lymphoid progenitor cell differentiation" 0.932331188215074
0 1 2 5 "GO:0002327" "immature B cell differentiation" 1
0 1 3 12 "GO:0002360" "T cell lineage commitment" 1
0 1 2 7 "GO:0002363" "alpha-beta T cell lineage commitment" 1
0 0.959091051629239 6 96 "GO:0002429;GO:0002768" "immune response-regulating cell surface receptor signaling pathway" 1
0 1 2 41 "GO:0002431;GO:0002433;GO:0038094;GO:0038096" "immune response-regulating cell surface receptor signaling pathway involved in phagocytosis" 1
0 0.179876444367215 3 6 "GO:0002437" "inflammatory response to antigenic stimulus" 0.879544133903083
0 0.590937942513186 3 27 "GO:0002440;GO:0002377" "production of molecular mediator of immune response" 1
0 0.0842259064954831 2 32 "GO:0002449" "lymphocyte mediated immunity" 0.557560705985155
0 0.0476525972564555 3 11 "GO:0002456" "T cell mediated immunity" 0.373019440838367
0 1 2 6 "GO:0002467" "germinal center formation" 1
0 0.147645221299117 2 21 "GO:0002474" "antigen processing and presentation of peptide antigen via MHC class I" 0.813331564109664
0 0.585847035356603 2 60 "GO:0002478;GO:0019884;GO:0048002" "antigen processing and presentation of peptide antigen" 1
0 0.0559856671164742 4 12 "GO:0002479;GO:0042590" "antigen processing and presentation of exogenous peptide antigen via MHC class I" 0.413119412176948
0 0.421346855249599 4 44 "GO:0002495;GO:0002504;GO:0019886" "antigen processing and presentation of peptide antigen via MHC class II" 1
0 0.0107087675385581 2 378 "GO:0002520;GO:0030097;GO:0048534" "immune system development" 0.13881930597895
0 0.0350248990018267 3 160 "GO:0002521;GO:1903131" "leukocyte differentiation" 0.302440862739178
0 0.0144596113788751 2 6 "GO:0002523" "leukocyte migration involved in inflammatory response" 0.172990724795794
0 0.0171317397728516 3 31 "GO:0002526" "acute inflammatory response" 0.194799696210269
0 0.136366019722444 2 20 "GO:0002532" "production of molecular mediator involved in inflammatory response" 0.800297130206468
0 0.257344842489556 6 9 "GO:0002538;GO:0002540;GO:0035655;GO:0070673;GO:0071351" "cellular response to interleukin-18" 1
0 0.247069991366916 2 53 "GO:0002573" "myeloid leukocyte differentiation" 1
0 0.38687538269307 2 41 "GO:0002576" "platelet degranulation" 1
0 1 2 5 "GO:0002577" "regulation of antigen processing and presentation" 1
0 1 5 6 "GO:0002634" "regulation of germinal center formation" 1
0 1 2 26 "GO:0002637" "regulation of immunoglobulin production" 1
0 1 4 6 "GO:0002638" "negative regulation of immunoglobulin production" 1
