"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-771 0.304731825039347 2 11 "GO:0001609" "G protein-coupled adenosine receptor activity" 0.725086832289179
1682 0.0069035881435578 3 16 "GO:0001618;GO:0140272" "exogenous protein binding" 0.114444591499205
288 0.341219013138115 3 68 "GO:0001653;GO:0008528" "peptide receptor activity" 0.756064952509041
438 0.121856845078821 4 78 "GO:0001664" "G protein-coupled receptor binding" 0.512003003924611
264 0.713242658704744 3 12 "GO:0001671" "ATPase activator activity" 0.897359669206154
-516 0.227805324362541 3 34 "GO:0001727" "lipid kinase activity" 0.659754730244473
-233 0.745346855965565 3 12 "GO:0001784" "phosphotyrosine residue binding" 0.900462546775902
-327 0.450991959600492 2 33 "GO:0001786" "phosphatidylserine binding" 0.815121813250253
617 0.579208071200959 3 5 "GO:0001882" "nucleoside binding" 0.850408034414605
-992 0.111178517131324 2 16 "GO:0001965" "G-protein alpha-subunit binding" 0.4925663989401
175 0.863367727086624 2 6 "GO:0001968" "fibronectin binding" 0.951909560408139
507 0.128811628634969 2 56 "GO:0002020" "protease binding" 0.51661200883636
-133 0.726707351184403 3 43 "GO:0002039" "p53 binding" 0.897359669206154
1605 0.149265018950043 2 5 "GO:0002151" "G-quadruplex RNA binding" 0.544089094193268
-315 0.738197589349672 3 7 "GO:0002161" "aminoacyl-tRNA editing activity" 0.900282268273841
1041 0.117759600663435 3 14 "GO:0002162" "dystroglycan binding" 0.501175404792856
810 0.207722409442899 5 15 "GO:0002951;GO:0036374;GO:0103068" "glutathione hydrolase activity" 0.630387525983129
-481 0.234150377670906 2 38 "GO:0003678" "DNA helicase activity" 0.666066863800697
-285 0.0545959819591802 2 292 "GO:0003682" "chromatin binding" 0.348965393351676
-828 0.0381658967508254 2 39 "GO:0003684" "damaged DNA binding" 0.302925124560747
-1156 0.219301523439467 2 7 "GO:0003688" "DNA replication origin binding" 0.649967908319123
-1242 0.114763628132643 2 10 "GO:0003689" "DNA clamp loader activity" 0.49716304553645
593 0.528223833182254 2 7 "GO:0003696" "satellite DNA binding" 0.837989856105362
-862 0.00444724489719212 3 68 "GO:0003697" "single-stranded DNA binding" 0.0885547887423343
669 0.510069197951759 2 6 "GO:0003707" "nuclear steroid receptor activity" 0.832083035860777
-18 0.911841556108129 2 241 "GO:0003712" "transcription coregulator activity" 0.971468413474671
-197 0.389951621756482 3 120 "GO:0003713" "transcription coactivator activity" 0.788369729286314
136 0.598468802644565 3 94 "GO:0003714" "transcription corepressor activity" 0.855414479649892
-365 0.146214070486971 2 99 "GO:0003724;GO:0008186" "RNA helicase activity" 0.544089094193268
398 0.307100214551923 2 41 "GO:0003725" "double-stranded RNA binding" 0.725086832289179
-614 0.0547276123494258 5 61 "GO:0003727" "single-stranded RNA binding" 0.348965393351676
100 0.579803097312703 2 194 "GO:0003729" "mRNA binding" 0.850408034414605
531 0.136147321006845 2 49 "GO:0003730" "mRNA 3'-UTR binding" 0.521987490422889
980 4.1303795311409e-06 2 139 "GO:0003735" "structural constituent of ribosome" 0.000937596153568984
-704 0.0531241842441226 2 47 "GO:0003743" "translation initiation factor activity" 0.342590619983404
1375 0.013589925517937 2 20 "GO:0003746" "translation elongation factor activity" 0.176658144142636
681 0.0734045333617635 2 43 "GO:0003755;GO:0016859" "cis-trans isomerase activity" 0.408402673360792
1325 0.0394205818206172 3 15 "GO:0003756;GO:0016864" "protein disulfide isomerase activity" 0.306454523057538
-618 0.0260743923796043 1 81 "GO:0003774" "cytoskeletal motor activity" 0.264890159971967
-886 0.00638885070099765 2 59 "GO:0003777" "microtubule motor activity" 0.113250385460522
273 0.096313870123604 4 237 "GO:0003779" "actin binding" 0.463204417755468
1291 0.072574716743635 5 12 "GO:0003785" "actin monomer binding" 0.405774894108501
26 0.973776959941679 2 10 "GO:0003823" "antigen binding" 0.98770049109366
-2764 0.0130121058455124 3 5 "GO:0003831" "beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity" 0.173749883937136
54 0.961499597610559 2 5 "GO:0003841" "1-acylglycerol-3-phosphate O-acyltransferase activity" 0.98568133778692
-1332 0.231482653405657 4 5 "GO:0003857" "3-hydroxyacyl-CoA dehydrogenase activity" 0.664648549282964
89 0.863256952833765 4 23 "GO:0003887" "DNA-directed DNA polymerase activity" 0.951909560408139
252 0.606703661778117 3 26 "GO:0003899;GO:0034062;GO:0097747" "5'-3' RNA polymerase activity" 0.855414479649892
-790 0.369375332381928 3 8 "GO:0003906" "DNA-(apurinic or apyrimidinic site) endonuclease activity" 0.777812620136342
108 0.542716545455115 4 201 "GO:0003924" "GTPase activity" 0.837989856105362
346 0.46257805196822 2 28 "GO:0003925" "G protein activity" 0.817013191483215
1266 0.0490249976392735 2 15 "GO:0003943;GO:0043890" "N-acetylgalactosamine-4-sulfatase activity" 0.341370382334819
203 0.709505162646095 2 21 "GO:0003950;GO:1990404" "NAD+-protein poly-ADP-ribosyltransferase activity" 0.897359669206154
1920 0.0587988839371699 2 6 "GO:0003953" "NAD+ nucleosidase activity" 0.362699637329825
-714 0.417569794454921 4 8 "GO:0003954" "NADH dehydrogenase activity" 0.800489506153593
-512 0.561006629107732 5 8 "GO:0003960" "NADPH:quinone reductase activity" 0.84706669378608
679 0.149232290503009 2 28 "GO:0003964" "RNA-directed DNA polymerase activity" 0.544089094193268
1353 0.182918967797242 2 6 "GO:0003968" "RNA-dependent RNA polymerase activity" 0.600037654479392
-353 0.707797983087924 2 7 "GO:0003988" "acetyl-CoA C-acyltransferase activity" 0.897359669206154
984 0.0640791391167261 3 22 "GO:0003993" "acid phosphatase activity" 0.377402512720789
-1635 0.0632224902732914 5 8 "GO:0003995;GO:0052890" "acyl-CoA dehydrogenase activity" 0.377402512720789
-640 0.528689708892164 2 6 "GO:0003997" "acyl-CoA oxidase activity" 0.837989856105362
-149 0.849572778771016 2 10 "GO:0004016" "adenylate cyclase activity" 0.947666554701313
-295 0.753613545161301 6 7 "GO:0004017" "adenylate kinase activity" 0.904691011275505
1099 0.0484342670258739 3 20 "GO:0004022" "alcohol dehydrogenase (NAD+) activity" 0.339341914988726
-804 0.360721040289788 6 8 "GO:0004029;GO:0004030;GO:0043878" "aldehyde dehydrogenase [NAD(P)+] activity" 0.771264457998228
3 0.997674809660978 8 8 "GO:0004032" "aldose reductase (NADPH) activity" 0.998435316755862
1270 0.253871897289016 4 5 "GO:0004040" "amidase activity" 0.687347462826136
618 0.54339577106041 4 6 "GO:0004045" "aminoacyl-tRNA hydrolase activity" 0.837989856105362
-2259 0.00648570489421489 5 9 "GO:0004062" "aryl sulfotransferase activity" 0.113250385460522
1717 0.091068995030509 5 6 "GO:0004064" "arylesterase activity" 0.451368163142479
1578 0.00154640575559583 2 25 "GO:0004065;GO:0008484" "sulfuric ester hydrolase activity" 0.0482835136703248
1392 0.0437803646136023 2 13 "GO:0004089" "carbonate dehydratase activity" 0.324775907427703
1022 0.173515276541125 8 11 "GO:0004090" "carbonyl reductase (NADPH) activity" 0.587880116042319
-899 0.192898408596912 2 13 "GO:0004112;GO:0004114;GO:0004115;GO:0047555" "cyclic-nucleotide phosphodiesterase activity" 0.61215239079086
-665 0.550406894416527 2 5 "GO:0004127" "(d)CMP kinase activity" 0.840686533499852
-1287 0.0331809291155057 3 17 "GO:0004143" "ATP-dependent diacylglycerol kinase activity" 0.295272558196797
1506 0.0870699038861161 2 8 "GO:0004144" "diacylglycerol O-acyltransferase activity" 0.442583053522938
-1812 0.0745311697888892 2 6 "GO:0004165" "delta(3)-delta(2)-enoyl-CoA isomerase activity" 0.412648183953118
-1515 0.136084026345289 2 6 "GO:0004169" "dolichyl-phosphate-mannose-protein mannosyltransferase activity" 0.521987490422889
602 8.5523670742257e-05 4 272 "GO:0004175" "endopeptidase activity" 0.00746687433018936
-1113 0.273595715359626 2 6 "GO:0004176" "ATP-dependent peptidase activity" 0.702231919382389
156 0.664895295431716 2 48 "GO:0004177" "aminopeptidase activity" 0.884708277039857
502 0.255113120036134 5 32 "GO:0004180" "carboxypeptidase activity" 0.687347462826136
-476 0.545616302785782 2 10 "GO:0004181" "metallocarboxypeptidase activity" 0.837989856105362
1063 0.0266057076976249 4 27 "GO:0004190;GO:0070001" "aspartic-type peptidase activity" 0.264890159971967
573 0.0832134598441625 2 57 "GO:0004197" "cysteine-type endopeptidase activity" 0.437255911681132
-2350 0.0207326747657555 3 6 "GO:0004198" "calcium-dependent cysteine-type endopeptidase activity" 0.232985998605272
640 0.00736075346206338 2 110 "GO:0004222" "metalloendopeptidase activity" 0.114444591499205
559 0.582266666823996 3 6 "GO:0004239" "initiator methionyl aminopeptidase activity" 0.850408034414605
1106 5.60535096714932e-05 2 83 "GO:0004252;GO:0008236;GO:0017171" "serine hydrolase activity" 0.00530172778976206
-1278 0.0886045960451591 5 11 "GO:0004300" "enoyl-CoA hydratase activity" 0.443242027902395
-115 0.896340174887874 5 8 "GO:0004301;GO:0016803;GO:0016801" "ether hydrolase activity" 0.966719774356359
328 0.610054177542383 2 15 "GO:0004303;GO:0033764;GO:0016229" "steroid dehydrogenase activity" 0.856944915235897
697 0.492728691649368 5 6 "GO:0004336;GO:0017042;GO:0004348;GO:0008422" "beta-glucosidase activity" 0.828535261179139
-944 0.0825041843200706 2 21 "GO:0004364" "glutathione transferase activity" 0.435545345131535
-632 0.422506460947543 2 10 "GO:0004383" "guanylate cyclase activity" 0.803900198913925
-410 0.0286743684597839 2 180 "GO:0004386" "helicase activity" 0.275808544083515
-683 0.115420483438336 2 33 "GO:0004402;GO:0061733;GO:0034212" "peptide N-acetyltransferase activity" 0.498107409515252
-497 0.507831055802238 3 11 "GO:0004407;GO:0033558" "protein lysine deacetylase activity" 0.832083035860777
1659 0.13618885074359 2 5 "GO:0004427" "inorganic diphosphate phosphatase activity" 0.521987490422889
-1074 0.195424091312669 2 9 "GO:0004435;GO:0004629" "phospholipase C activity" 0.614610358423382
53 0.909843365587696 3 28 "GO:0004438;GO:0052744" "phosphatidylinositol monophosphate phosphatase activity" 0.971468413474671
738 0.432921807544419 2 7 "GO:0004439;GO:0106019" "phosphatidylinositol-4,5-bisphosphate phosphatase activity" 0.803900198913925
676 0.506176692350157 5 6 "GO:0004445" "inositol-polyphosphate 5-phosphatase activity" 0.832083035860777
619 0.510979626427279 3 7 "GO:0004467;GO:0047676" "long-chain fatty acid-CoA ligase activity" 0.832083035860777
-335 0.212101177964102 2 87 "GO:0004497" "monooxygenase activity" 0.640252226035255
940 0.285416198216889 2 8 "GO:0004499;GO:0034899;GO:0047822" "N,N-dimethylaniline monooxygenase activity" 0.707360979783627
-1578 0.045067414228538 2 10 "GO:0004500" "dopamine beta-monooxygenase activity" 0.327894327880709
709 0.368122451060739 5 10 "GO:0004503;GO:0016716" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, another compound as one donor, and incorporation of one atom of oxygen" 0.777812620136342
527 0.549379624240811 2 8 "GO:0004508" "steroid 17-alpha-monooxygenase activity" 0.840358320098815
49 0.796375635743028 3 174 "GO:0004518" "nuclease activity" 0.92679767679024
361 0.139255335223919 2 105 "GO:0004519" "endonuclease activity" 0.52684935159716
-882 0.0566798324223073 2 29 "GO:0004520" "DNA endonuclease activity" 0.354280451905679
733 0.0359678374272473 2 51 "GO:0004521" "RNA endonuclease activity" 0.302906115489626
1461 0.120355536897481 2 7 "GO:0004523" "RNA-DNA hybrid ribonuclease activity" 0.50781983040387
1383 0.214091565682789 3 5 "GO:0004525;GO:0032296" "ribonuclease III activity" 0.642841076851761
864 0.437728330462156 3 5 "GO:0004526;GO:0033204" "ribonuclease P RNA binding" 0.803900198913925
-445 0.13591008774659 2 70 "GO:0004527" "exonuclease activity" 0.521987490422889
694 0.494489884789675 2 6 "GO:0004534" "5'-3' RNA exonuclease activity" 0.828535261179139
-76 0.927112760547846 5 9 "GO:0004535" "poly(A)-specific ribonuclease activity" 0.975229826896946
-829 0.0378966241405523 3 39 "GO:0004536" "DNA nuclease activity" 0.302906115489626
212 0.434683597962611 3 85 "GO:0004540" "RNA nuclease activity" 0.803900198913925
-291 0.711965492960128 4 10 "GO:0004549" "tRNA-specific ribonuclease activity" 0.897359669206154
-457 0.525282360280592 2 12 "GO:0004550" "nucleoside diphosphate kinase activity" 0.837989856105362
923 0.00362372151502994 2 62 "GO:0004553" "hydrolase activity, hydrolyzing O-glycosyl compounds" 0.0750909723691778
548 0.509308278402826 2 9 "GO:0004559;GO:0015923" "mannosidase activity" 0.832083035860777
-339 0.699794298784839 6 8 "GO:0004563;GO:0102148" "beta-N-acetylhexosaminidase activity" 0.894013028955369
1799 0.0767470909037274 4 6 "GO:0004565" "beta-galactosidase activity" 0.421249106724178
-572 0.573293848009738 3 6 "GO:0004596" "peptide alpha-N-acetyltransferase activity" 0.850408034414605
262 0.495802657673369 3 42 "GO:0004601;GO:0016684" "oxidoreductase activity, acting on peroxide as acceptor" 0.828535261179139
538 0.436176528900021 4 13 "GO:0004602" "glutathione peroxidase activity" 0.803900198913925
-969 0.340168138182361 2 6 "GO:0004609" "phosphatidylserine decarboxylase activity" 0.756064952509041
-117 0.726515843179028 5 56 "GO:0004620;GO:0016298" "lipase activity" 0.897359669206154
-881 0.157181571761141 2 16 "GO:0004622" "lysophospholipase activity" 0.55988491873539
-96 0.893834864939763 2 12 "GO:0004623" "phospholipase A2 activity" 0.965914767275826
12 0.987672934677497 4 10 "GO:0004653" "polypeptide N-acetylgalactosaminyltransferase activity" 0.995567300940461
1075 0.134632246736389 3 12 "GO:0004656;GO:0019798;GO:0031545;GO:0031543" "peptidyl-proline dioxygenase activity" 0.521987490422889
-467 0.426023481443245 4 18 "GO:0004659" "prenyltransferase activity" 0.803900198913925
90 0.399927656564478 3 575 "GO:0004672;GO:0016301;GO:0016773" "kinase activity" 0.788369729286314
43 0.761026498916783 2 321 "GO:0004674;GO:0106310" "protein serine/threonine kinase activity" 0.904691011275505
286 0.745689027449341 2 8 "GO:0004675" "transmembrane receptor protein serine/threonine kinase activity" 0.900462546775902
-418 0.476700240320991 2 18 "GO:0004683" "calcium/calmodulin-dependent protein kinase activity" 0.823834840430059
157 0.789118076691089 5 18 "GO:0004693;GO:0097472" "cyclin-dependent protein serine/threonine kinase activity" 0.925837062554706
-550 0.588586404329158 5 6 "GO:0004697" "diacylglycerol-dependent serine/threonine kinase activity" 0.850408034414605
-1176 0.101722573889255 2 12 "GO:0004706" "JUN kinase kinase kinase activity" 0.468397910737772
-369 0.675212611939838 3 8 "GO:0004707" "MAP kinase activity" 0.886965762666601
74 0.914587391688307 5 13 "GO:0004708" "MAP kinase kinase activity" 0.971468413474671
-243 0.619562025011115 2 26 "GO:0004709" "MAP kinase kinase kinase activity" 0.859661244972635
162 0.689077835249823 4 38 "GO:0004712" "protein serine/threonine/tyrosine kinase activity" 0.890260486642061
685 0.000541980990802576 4 161 "GO:0004713" "protein tyrosine kinase activity" 0.025030062284562
779 0.00204920326002893 2 98 "GO:0004714;GO:0019199" "transmembrane receptor protein kinase activity" 0.0567279439056789
562 0.233066187325656 2 28 "GO:0004715" "non-membrane spanning protein tyrosine kinase activity" 0.664648549282964
335 0.136953075223968 3 124 "GO:0004721" "phosphoprotein phosphatase activity" 0.521987490422889
614 0.0528657187542026 2 62 "GO:0004725" "protein tyrosine phosphatase activity" 0.342590619983404
223 0.812668223699695 5 7 "GO:0004726" "non-membrane spanning protein tyrosine phosphatase activity" 0.931884086473396
851 0.201104343991948 7 14 "GO:0004745" "all-trans-retinol dehydrogenase (NAD+) activity" 0.618858065777634
-416 0.708642580461558 4 5 "GO:0004791" "thioredoxin-disulfide reductase (NADPH) activity" 0.897359669206154
644 0.563079645191744 2 5 "GO:0004792" "thiosulfate sulfurtransferase activity" 0.84706669378608
1695 0.127839939705096 2 5 "GO:0004800" "thyroxine 5'-deiodinase activity" 0.51661200883636
737 0.349478404689655 2 10 "GO:0004806" "triacylglycerol lipase activity" 0.763841788538002
-396 0.392295911894515 2 29 "GO:0004812;GO:0016875" "aminoacyl-tRNA ligase activity" 0.788369729286314
-331 0.724822700877409 4 7 "GO:0004819" "glutamine-tRNA ligase activity" 0.897359669206154
71 0.792166992736401 2 87 "GO:0004843;GO:0101005;GO:0019783" "ubiquitin-like protein peptidase activity" 0.92679767679024
267 0.147469573102096 3 186 "GO:0004857;GO:0140678" "molecular function inhibitor activity" 0.544089094193268
89 0.825134681961549 3 38 "GO:0004860;GO:0019210" "kinase inhibitor activity" 0.939377693463578
436 0.695310849054518 2 5 "GO:0004861" "cyclin-dependent protein serine/threonine kinase inhibitor activity" 0.891726343137715
696 0.401478152887656 5 9 "GO:0004862;GO:0008603;GO:0034236" "protein kinase A catalytic subunit binding" 0.788369729286314
-328 0.609835910167369 3 15 "GO:0004864;GO:0019212" "protein phosphatase inhibitor activity" 0.856944915235897
626 0.0520092028722268 2 60 "GO:0004866;GO:0030414;GO:0061135" "endopeptidase regulator activity" 0.342590619983404
809 0.0915133323610822 2 27 "GO:0004867" "serine-type endopeptidase inhibitor activity" 0.451598400999253
198 0.81179504049745 4 9 "GO:0004869" "cysteine-type endopeptidase inhibitor activity" 0.931884086473396
765 0.219347401712173 3 16 "GO:0004879;GO:0098531" "nuclear receptor activity" 0.649967908319123
245 0.0192688811047126 3 606 "GO:0004888;GO:0038023;GO:0060089" "signaling receptor activity" 0.220910909634836
-2463 0.0269442549191179 5 5 "GO:0004890" "GABA-A receptor activity" 0.265928081158251
219 0.152996739411368 4 271 "GO:0004930" "G protein-coupled receptor activity" 0.549529427949059
-132 0.79042829393437 2 25 "GO:0004935" "adrenergic receptor activity" 0.925837062554706
-431 0.58447195067253 8 10 "GO:0004937;GO:0004936" "alpha-adrenergic receptor activity" 0.850408034414605
-92 0.898335271835727 4 12 "GO:0004939" "beta-adrenergic receptor activity" 0.967372422707353
-197 0.833836258122554 8 7 "GO:0004940" "beta1-adrenergic receptor activity" 0.940896849592239
491 0.629132468452946 4 6 "GO:0004941;GO:0051380;GO:1901338" "catecholamine binding" 0.864875933431052
-1534 0.0410006493569049 2 11 "GO:0004952" "dopamine neurotransmitter receptor activity" 0.312320382685148
-896 0.34080499278525 2 7 "GO:0004965" "G protein-coupled GABA receptor activity" 0.756064952509041
1298 0.201485602182224 2 6 "GO:0004966" "galanin receptor activity" 0.618858065777634
1100 0.322976780623404 6 5 "GO:0004969" "histamine receptor activity" 0.739023533240275
-739 0.432119859921866 2 7 "GO:0004970;GO:0022849" "glutamate-gated receptor activity" 0.803900198913925
470 0.464394609064653 4 15 "GO:0004983" "neuropeptide Y receptor activity" 0.817190513625397
794 0.434413101477372 3 6 "GO:0004989" "octopamine receptor activity" 0.803900198913925
-404 0.590454336091674 2 11 "GO:0004993" "G protein-coupled serotonin receptor activity" 0.851074786077009
52 0.942017249848616 2 12 "GO:0004995" "tachykinin receptor activity" 0.979279323137713
-406 0.588363494085623 6 11 "GO:0005001;GO:0019198" "transmembrane receptor protein tyrosine phosphatase activity" 0.850408034414605
-577 0.539514101231606 2 7 "GO:0005005;GO:0005003" "ephrin receptor activity" 0.837989856105362
1123 0.00551123697028062 6 38 "GO:0005007;GO:0017134" "fibroblast growth factor binding" 0.104254232687808
1308 0.198146602855679 6 6 "GO:0005024;GO:0017002" "transforming growth factor beta receptor activity" 0.617847236926362
174 0.864400090046042 2 6 "GO:0005035" "death receptor activity" 0.951909560408139
63 0.919375916092696 3 16 "GO:0005041;GO:0030228" "lipoprotein particle receptor activity" 0.971468413474671
-1304 0.116040398453861 2 9 "GO:0005042" "netrin receptor activity" 0.498885803958834
895 0.127274009046819 2 18 "GO:0005044" "scavenger receptor activity" 0.51661200883636
-1560 0.161171669714446 4 5 "GO:0005047" "signal recognition particle binding" 0.564598287425605
-762 0.126113870084172 2 25 "GO:0005048" "signal sequence binding" 0.51661200883636
-1408 0.134457533834788 2 7 "GO:0005049" "nuclear export signal receptor activity" 0.521987490422889
-855 0.363530266100681 2 7 "GO:0005078" "MAP-kinase scaffold activity" 0.774121673591506
-543 0.341728035803646 6 19 "GO:0005080" "protein kinase C binding" 0.756064952509041
777 0.00102267084525765 2 112 "GO:0005085" "guanyl-nucleotide exchange factor activity" 0.0386910469789144
886 0.260503669761212 5 10 "GO:0005092" "GDP-dissociation inhibitor activity" 0.694064941734684
664 0.51365985299582 2 6 "GO:0005095" "GTPase inhibitor activity" 0.834054267739994
726 0.000644967641246315 2 139 "GO:0005096" "GTPase activator activity" 0.0262127595478612
160 0.165063887778202 3 497 "GO:0005102" "signaling receptor binding" 0.574684062892741
873 0.353350531587303 3 7 "GO:0005104" "fibroblast growth factor receptor binding" 0.765343572149182
1684 0.000274525183655405 2 29 "GO:0005109" "frizzled binding" 0.0168684690970139
85 0.856114586258453 2 28 "GO:0005112" "Notch binding" 0.948925445636406
-78 0.938707689982127 4 6 "GO:0005113" "patched binding" 0.979279323137713
-1821 0.0112959522557796 3 12 "GO:0005123" "death receptor binding" 0.152629831075117
1519 0.000312103833513032 2 35 "GO:0005125" "cytokine activity" 0.0168684690970139
-39 0.885520798114226 2 85 "GO:0005126" "cytokine receptor binding" 0.963373900166731
999 0.256535352227165 3 8 "GO:0005154" "epidermal growth factor receptor binding" 0.687347462826136
158 0.825642358038157 2 12 "GO:0005158" "insulin receptor binding" 0.939377693463578
681 0.439285849175628 2 8 "GO:0005160" "transforming growth factor beta receptor binding" 0.804176514216674
-425 0.187308145920717 3 60 "GO:0005164;GO:0032813" "tumor necrosis factor receptor superfamily binding" 0.600550128870096
612 0.582656932504504 5 5 "GO:0005168;GO:0005167;GO:0005165" "neurotrophin receptor binding" 0.850408034414605
-48 0.89219975347618 2 50 "GO:0005178" "integrin binding" 0.965344823827897
671 0.393760015030339 5 10 "GO:0005179" "hormone activity" 0.788369729286314
725 3.89542335283253e-08 1 372 "GO:0005198" "structural molecule activity" 4.42130550546492e-05
-217 0.497538147239818 2 61 "GO:0005200" "structural constituent of cytoskeleton" 0.828535261179139
1103 1.9236080572576e-05 2 94 "GO:0005201" "extracellular matrix structural constituent" 0.00242588349443042
-516 0.354624272121044 4 20 "GO:0005217;GO:0015278" "intracellularly ligand-gated monoatomic ion channel activity" 0.765343572149182
-238 0.730959870012828 2 13 "GO:0005227;GO:0022839" "monoatomic ion-gated channel activity" 0.897359669206154
760 0.334429391087306 3 10 "GO:0005229;GO:0141147" "intracellularly calcium-gated channel activity" 0.750152883170143
-1235 0.0058025145335306 4 31 "GO:0005230;GO:0022824;GO:0022835" "extracellular ligand-gated monoatomic ion channel activity" 0.106223451541246
-1281 0.0249992150857358 5 19 "GO:0005231" "excitatory extracellular ligand-gated monoatomic ion channel activity" 0.257946446566456
1129 0.230327874205636 3 7 "GO:0005242" "inward rectifier potassium channel activity" 0.663507962495931
-1641 0.00158951420909903 2 23 "GO:0005245" "voltage-gated calcium channel activity" 0.0482835136703248
483 0.484678878693998 5 13 "GO:0005246" "calcium channel regulator activity" 0.827233875665696
-96 0.931302555176146 3 5 "GO:0005247" "voltage-gated chloride channel activity" 0.977119556799382
-1143 0.098039152210652 2 13 "GO:0005248" "voltage-gated sodium channel activity" 0.467523546885875
-1132 0.00119630729648062 4 51 "GO:0005249" "voltage-gated potassium channel activity" 0.0416670434877063
-1863 0.0667677981749626 3 6 "GO:0005250" "A-type (transient outward) potassium channel activity" 0.383544052122118
-1773 0.00192073198754859 2 19 "GO:0005251" "delayed rectifier potassium channel activity" 0.0558982257914782
