chrm	strand	event_id	is_annotated	gene_name	e1_start	e1_end	e2_start	e2_end	e3_start	e3_end	LCM_4:e1_cov	LCM_4:e2_cov	LCM_4:e3_cov	LCM_4:e1e3_conf	LCM_4:psi	LCM_5:e1_cov	LCM_5:e2_cov	LCM_5:e3_cov	LCM_5:e1e3_conf	LCM_5:psi	LCM_8:e1_cov	LCM_8:e2_cov	LCM_8:e3_cov	LCM_8:e1e3_conf	LCM_8:psi	LCM_9:e1_cov	LCM_9:e2_cov	LCM_9:e3_cov	LCM_9:e1e3_conf	LCM_9:psi	LCM_15:e1_cov	LCM_15:e2_cov	LCM_15:e3_cov	LCM_15:e1e3_conf	LCM_15:psi	LCM_16:e1_cov	LCM_16:e2_cov	LCM_16:e3_cov	LCM_16:e1e3_conf	LCM_16:psi	LCM_20:e1_cov	LCM_20:e2_cov	LCM_20:e3_cov	LCM_20:e1e3_conf	LCM_20:psi	LCM_21:e1_cov	LCM_21:e2_cov	LCM_21:e3_cov	LCM_21:e1e3_conf	LCM_21:psi	LCM_26:e1_cov	LCM_26:e2_cov	LCM_26:e3_cov	LCM_26:e1e3_conf	LCM_26:psi	LCM_27:e1_cov	LCM_27:e2_cov	LCM_27:e3_cov	LCM_27:e1e3_conf	LCM_27:psi
Pocillopora_acuta_HIv2___Sc0000000	+	intron_retention.17	3	Pocillopora_acuta_HIv2___RNAseq.g28495.t1	13152185	13152538	13152539	13152881	13152882	13152971	4.6	0.0	0.0	0	nan	18.4	0.0	29.8	25	0.00	185.3	114.2	246.1	131	0.47	5.8	0.0	0.0	0	nan	5.3	0.0	0.0	0	nan	5.5	0.0	0.0	0	nan	2.2	0.0	0.0	0	nan	90.3	90.1	99.0	0	1.00	44.9	0.0	39.3	39	0.00	6.6	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000000	+	intron_retention.25	3	Pocillopora_acuta_HIv2___RNAseq.g28688.t1	15563427	15563503	15563504	15563834	15563835	15564432	0.0	0.0	0.0	0	nan	112.2	56.2	109.4	57	0.50	0.0	0.0	7.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	1.9	0	nan	0.0	0.0	61.9	0	nan	41.9	12.0	68.4	42	0.22	0.0	0.0	11.4	0	nan	0.0	0.0	18.6	0	nan	25.9	51.7	247.6	29	0.64
Pocillopora_acuta_HIv2___Sc0000000	-	intron_retention.32	3	Pocillopora_acuta_HIv2___RNAseq.g27690.t1	3912295	3912329	3912330	3912397	3912398	3912466	0.0	0.0	0.0	0	nan	49.9	0.0	54.0	49	0.00	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	51.3	0.0	49.5	53	0.00	66.7	0.1	78.3	66	0.00	24.0	32.7	42.6	0	1.00	0.0	0.0	0.0	0	nan	27.1	0.0	27.4	26	0.00	0.0	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000000	-	intron_retention.33	3	Pocillopora_acuta_HIv2___RNAseq.g27693.t1	3963509	3963595	3963596	3963944	3963945	3964231	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	108.4	20.5	72.4	93	0.18	0.0	0.0	0.0	0	nan	62.5	0.0	26.7	50	0.00	0.0	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000000	-	intron_retention.35	2	Pocillopora_acuta_HIv2___RNAseq.445_t	5072530	5072566	5072567	5072698	5072699	5072714	25.0	58.8	139.7	0	1.00	298.5	449.0	543.1	0	1.00	682.5	903.0	938.4	0	1.00	38.5	5.8	2.0	0	nan	317.9	396.3	444.8	0	1.00	383.9	269.2	345.8	79	0.77	313.9	371.1	421.1	0	1.00	381.7	417.3	581.9	0	1.00	322.3	434.6	574.4	0	1.00	270.2	290.6	362.2	0	1.00
Pocillopora_acuta_HIv2___Sc0000000	-	intron_retention.37	2	Pocillopora_acuta_HIv2___TS.g10620.t1	5199677	5199726	5199727	5199881	5199882	5199952	0.0	0.0	0.0	0	nan	70.0	26.7	37.5	42	0.39	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	11.6	25.0	0	1.00	27.3	0.0	21.3	29	0.00	2.0	0.0	0.5	1	nan	65.0	0.0	49.3	60	0.00	0.0	0.0	0.0	0	nan	97.4	0.0	71.6	92	0.00
Pocillopora_acuta_HIv2___Sc0000000	-	intron_retention.40	3	Pocillopora_acuta_HIv2___RNAseq.g27945.t1	6278846	6278941	6278942	6279081	6279082	6279192	0.0	0.0	0.0	0	nan	51.8	0.0	51.0	54	0.00	0.0	0.0	0.0	0	nan	7.3	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	69.2	23.8	46.1	42	0.36	77.9	0.0	64.5	65	0.00	0.0	0.0	0.0	0	nan	65.1	0.0	26.1	38	0.00	21.1	22.2	19.3	0	1.00
Pocillopora_acuta_HIv2___Sc0000000	-	intron_retention.42	3	Pocillopora_acuta_HIv2___RNAseq.820_t	9665233	9665269	9665270	9665402	9665403	9665501	110.4	0.1	80.4	111	0.00	84.9	3.5	82.6	81	0.04	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	111.1	52.8	85.5	71	0.43	7.2	9.0	9.6	0	nan	65.1	0.0	69.4	71	0.00
Pocillopora_acuta_HIv2___Sc0000000	-	intron_retention.44	3	Pocillopora_acuta_HIv2___RNAseq.g28409.t1	12079741	12079839	12079840	12080060	12080061	12080144	0.0	0.0	0.0	0	nan	31.7	0.0	20.6	29	0.00	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	138.3	45.9	134.4	83	0.36	0.0	0.0	0.0	0	nan	115.8	0.0	89.9	108	0.00	0.0	0.0	0.0	0	nan	105.6	0.0	88.8	97	0.00	110.9	0.0	100.7	99	0.00
Pocillopora_acuta_HIv2___Sc0000000	-	intron_retention.45	2	Pocillopora_acuta_HIv2___RNAseq.g28451.t1	12514877	12514946	12514947	12515153	12515154	12516627	1707.1	2241.2	1632.5	0	1.00	532.1	695.9	501.2	0	1.00	15.0	34.5	91.4	0	1.00	3030.8	3614.4	1766.3	0	1.00	253.8	327.4	240.5	0	1.00	2577.1	3326.9	1809.3	0	1.00	42.4	85.8	73.0	0	1.00	3013.6	4471.0	2095.2	0	1.00	292.8	399.0	258.6	0	1.00	3035.1	3668.7	3255.6	21	0.99
Pocillopora_acuta_HIv2___Sc0000000	-	intron_retention.46	2	Pocillopora_acuta_HIv2___RNAseq.g28451.t1	12514877	12514969	12514970	12515785	12515786	12516627	1688.5	1696.0	1720.6	0	1.00	539.2	524.9	524.4	0	1.00	11.5	123.5	48.8	0	1.00	3059.0	2647.6	1328.9	0	1.00	252.8	254.6	247.9	0	1.00	2633.8	2652.0	1338.4	130	0.95	43.4	64.4	85.2	0	1.00	3136.1	3114.4	1653.0	0	1.00	298.0	257.9	292.2	0	1.00	3068.2	3485.2	3137.1	0	1.00
Pocillopora_acuta_HIv2___Sc0000000	-	intron_retention.49	2	Pocillopora_acuta_HIv2___TS.g11444.t1	15319635	15319744	15319745	15320206	15320207	15320254	0.0	0.0	0.0	0	nan	56.1	25.3	37.0	17	0.60	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	21.7	4.3	0.0	0	nan	0.0	0.0	0.0	0	nan	1.7	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000001	+	intron_retention.50	3	Pocillopora_acuta_HIv2___RNAseq.g10178.t1	483051	483091	483092	483219	483220	483256	0.0	0.0	0.0	0	nan	106.9	33.8	92.7	67	0.34	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	59.9	0.0	78.0	73	0.00	0.0	0.0	0.0	0	nan	24.7	0.0	27.1	25	0.00	0.0	0.0	0.0	0	nan	53.7	0.0	50.9	56	0.00	0.0	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000001	+	intron_retention.51	3	Pocillopora_acuta_HIv2___RNAseq.g10266.t1	1155522	1155845	1155846	1156086	1156087	1156156	0.0	0.0	0.0	0	nan	74.4	24.5	97.1	65	0.27	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	56.6	0.0	82.4	77	0.00	34.3	35.8	0.0	0	1.00	0.0	0.0	0.0	0	nan	59.7	60.7	47.5	0	1.00	13.7	0.0	59.6	56	0.00
Pocillopora_acuta_HIv2___Sc0000001	+	intron_retention.52	3	Pocillopora_acuta_HIv2___RNAseq.g10272.t2	1199078	1199167	1199168	1199327	1199328	1199400	0.0	0.0	0.0	0	nan	31.8	18.7	14.7	0	1.00	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	56.9	0.0	70.2	58	0.00	0.0	0.0	0.0	0	nan	63.9	0.0	75.0	74	0.00
Pocillopora_acuta_HIv2___Sc0000001	+	intron_retention.54	3	Pocillopora_acuta_HIv2___TS.g28482.t1	1851980	1852485	1852486	1852660	1852661	1852749	0.0	0.0	0.0	0	nan	0.0	0.0	6.5	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	0.6	0.0	0.0	0	nan	57.4	42.9	94.6	53	0.45
Pocillopora_acuta_HIv2___Sc0000001	+	intron_retention.55	3	Pocillopora_acuta_HIv2___TS.g28528.t1b	2366610	2366906	2366907	2367075	2367076	2367471	252.2	122.2	235.3	136	0.47	0.4	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	205.0	0.0	176.5	198	0.00	0.0	0.0	0.0	0	nan	116.5	63.3	168.9	54	0.54	0.0	0.0	17.2	0	nan	159.1	0.0	202.8	170	0.00	0.0	0.0	0.0	0	nan	474.1	7.8	615.1	572	0.01
Pocillopora_acuta_HIv2___Sc0000001	+	intron_retention.56	2	Pocillopora_acuta_HIv2___TS.g28528.t1b	2370451	2370532	2370533	2370588	2370589	2370758	397.0	379.5	308.0	0	1.00	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	472.9	704.6	812.9	0	1.00	1.3	9.4	13.7	0	nan	612.0	582.4	658.6	58	0.91	13.8	14.3	40.4	0	1.00	674.8	718.6	732.0	0	1.00	0.0	0.0	0.0	0	nan	1487.1	1491.0	1399.1	0	1.00
Pocillopora_acuta_HIv2___Sc0000001	+	intron_retention.57	3	Pocillopora_acuta_HIv2___RNAseq.g10504.t1	4232712	4232736	4232737	4232982	4232983	4233083	371.6	573.0	1215.3	29	0.95	25.1	35.9	12.6	0	1.00	0.0	40.8	192.0	0	1.00	48.1	76.9	78.4	0	1.00	116.2	199.7	261.4	0	1.00	240.2	273.8	444.5	0	1.00	95.1	130.3	209.8	0	1.00	88.2	166.7	302.1	0	1.00	175.8	187.5	259.6	0	1.00	298.6	408.2	759.3	0	1.00
Pocillopora_acuta_HIv2___Sc0000001	+	intron_retention.58	2	Pocillopora_acuta_HIv2___RNAseq.g10504.t1	4232542	4232741	4232742	4232982	4232983	4233083	224.7	577.7	1215.3	0	1.00	28.3	36.1	12.6	0	1.00	0.0	41.6	192.0	0	1.00	23.0	77.3	78.4	0	1.00	140.7	201.3	261.4	0	1.00	186.0	274.3	444.5	76	0.78	107.5	131.0	209.8	0	1.00	108.6	168.4	302.1	0	1.00	166.6	187.7	259.6	0	1.00	317.8	410.6	759.3	0	1.00
Pocillopora_acuta_HIv2___Sc0000001	+	intron_retention.59	2	Pocillopora_acuta_HIv2___RNAseq.g10521.t1	4434582	4434952	4434953	4435024	4435025	4435251	34.9	141.2	84.7	42	0.77	35.9	91.9	47.1	0	1.00	76.7	331.6	61.4	0	1.00	44.2	248.3	145.2	49	0.84	32.8	131.8	63.9	24	0.85	49.8	186.7	136.5	0	1.00	79.2	260.5	63.2	0	1.00	49.9	154.3	92.9	16	0.91	34.0	127.3	71.9	34	0.79	32.8	167.7	49.8	0	1.00
Pocillopora_acuta_HIv2___Sc0000001	+	intron_retention.61	2	Pocillopora_acuta_HIv2___RNAseq.g10521.t1	4434582	4435024	4435025	4435072	4435073	4435251	52.2	133.5	71.6	0	1.00	45.0	60.0	43.7	9	0.87	118.2	118.7	46.0	0	1.00	77.4	300.4	103.5	0	1.00	48.9	96.4	55.2	0	1.00	72.1	248.8	106.3	36	0.87	108.7	144.2	41.5	0	1.00	66.9	141.4	79.8	0	1.00	49.2	141.5	53.2	34	0.81	54.7	95.4	37.6	0	1.00
Pocillopora_acuta_HIv2___Sc0000001	+	intron_retention.62	2	Pocillopora_acuta_HIv2___RNAseq.g10522.t1	4447709	4448079	4448080	4448151	4448152	4448175	25.9	131.6	271.0	60	0.69	30.4	83.8	99.2	9	0.90	37.6	305.8	363.2	1	1.00	49.8	239.8	330.4	57	0.81	21.8	120.4	174.1	15	0.89	66.5	227.3	383.0	145	0.61	72.4	187.8	324.6	123	0.60	50.6	140.0	228.0	64	0.69	34.3	127.3	158.2	37	0.77	26.0	124.9	230.6	55	0.69
Pocillopora_acuta_HIv2___Sc0000001	+	intron_retention.63	2	Pocillopora_acuta_HIv2___RNAseq.g10522.t1	4447709	4448079	4448080	4448199	4448200	4448378	25.9	181.0	86.8	11	0.94	30.4	87.5	29.6	0	1.00	37.6	318.4	90.8	0	1.00	49.8	272.3	120.0	0	1.00	21.8	137.1	53.8	0	1.00	66.5	284.4	154.8	0	1.00	72.4	232.8	89.9	0	1.00	50.6	176.4	117.4	39	0.82	34.3	138.1	55.4	0	1.00	26.0	159.8	73.4	0	1.00
Pocillopora_acuta_HIv2___Sc0000001	+	intron_retention.64	2	Pocillopora_acuta_HIv2___RNAseq.g10522.t1	4447709	4448175	4448176	4448199	4448200	4448378	54.8	239.5	86.8	18	0.93	42.2	86.8	29.6	0	1.00	95.7	311.4	90.8	0	1.00	93.5	311.6	120.0	0	1.00	44.9	150.4	53.8	0	1.00	107.6	357.1	154.8	33	0.92	103.2	276.0	89.9	0	1.00	73.5	234.1	117.4	0	1.00	55.0	150.1	55.4	0	1.00	51.8	193.4	73.4	23	0.89
Pocillopora_acuta_HIv2___Sc0000001	+	intron_retention.65	3	Pocillopora_acuta_HIv2___RNAseq.g10563.t1	5011904	5011947	5011948	5012320	5012321	5012424	0.0	0.0	0.0	0	nan	263.1	48.6	239.2	210	0.19	113.2	0.0	90.2	107	0.00	0.0	0.0	0.0	0	nan	129.4	0.0	99.9	128	0.00	0.0	0.0	0.0	0	nan	72.2	0.0	70.7	68	0.00	30.8	36.7	51.5	0	1.00	120.9	28.7	121.1	90	0.24	108.8	0.0	119.1	119	0.00
Pocillopora_acuta_HIv2___Sc0000001	+	intron_retention.66	3	Pocillopora_acuta_HIv2___RNAseq.g10567.t1	5050024	5050047	5050048	5050138	5050139	5050194	0.0	0.2	47.1	0	nan	19.1	22.5	77.8	18	0.56	7.4	0.0	29.2	10	0.00	122.4	154.2	381.8	81	0.66	10.1	0.1	25.5	13	0.01	0.0	0.0	0.0	0	nan	23.0	0.1	44.9	26	0.00	19.0	0.0	33.1	21	0.00	34.5	0.1	80.7	44	0.00	0.0	0.1	18.9	0	nan
Pocillopora_acuta_HIv2___Sc0000001	+	intron_retention.69	3	Pocillopora_acuta_HIv2___RNAseq.g10671.t1	6211706	6211777	6211778	6211850	6211851	6211941	0.0	0.0	0.0	0	nan	0.0	0.0	0.0	0	nan	50.1	0.0	139.8	92	0.00	0.0	0.0	0.0	0	nan	27.0	0.0	53.2	40	0.00	0.0	0.0	0.0	0	nan	11.9	19.3	26.3	0	1.00	0.0	0.0	0.0	0	nan	17.2	33.7	38.2	0	1.00	0.0	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000001	+	intron_retention.71	3	Pocillopora_acuta_HIv2___TS.g28915.t1	7042831	7042879	7042880	7043039	7043040	7043101	0.0	0.0	0.0	0	nan	32.6	33.8	31.8	6	0.85	33.2	32.4	26.6	0	1.00	0.0	0.0	0.0	0	nan	7.5	0.0	7.6	8	nan	0.0	0.0	0.0	0	nan	43.3	0.0	45.0	41	0.00	0.0	0.0	0.0	0	nan	19.3	0.0	39.7	31	0.00	0.0	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000001	+	intron_retention.72	3	Pocillopora_acuta_HIv2___TS.g28915.t1	7042831	7043101	7043102	7043247	7043248	7043313	0.0	0.0	0.0	0	nan	33.1	20.2	46.3	14	0.59	31.2	25.3	22.3	0	1.00	0.0	0.0	0.0	0	nan	3.1	0.0	7.1	6	nan	0.0	0.0	3.8	0	nan	18.1	0.0	49.5	53	0.00	0.0	0.0	0.0	0	nan	12.6	12.9	61.0	38	0.25	0.0	0.0	0.0	0	nan
Pocillopora_acuta_HIv2___Sc0000001	+	intron_retention.75	2	Pocillopora_acuta_HIv2___RNAseq.g10791.t1b	7497642	7497737	7497738	7498263	7498264	7498892	122.6	113.4	3.7	0	1.00	261.9	265.9	226.7	0	1.00	538.0	573.3	466.6	23	0.96	125.4	151.3	147.3	0	1.00	436.2	350.8	304.2	0	1.00	376.2	256.0	192.3	0	1.00	764.0	737.4	382.7	0	1.00	179.2	121.3	101.7	0	1.00	689.0	485.3	258.6	0	1.00	293.3	146.1	182.5	0	1.00
Pocillopora_acuta_HIv2___Sc0000001	+	intron_retention.76	2	Pocillopora_acuta_HIv2___RNAseq.g10791.t1b	7497642	7497806	7497807	7498108	7498109	7498119	145.6	138.6	35.9	0	1.00	284.7	247.5	281.7	37	0.87	531.9	599.8	705.5	0	1.00	113.9	115.2	212.7	0	1.00	427.0	299.3	310.3	0	1.00	379.5	211.4	182.5	0	1.00	803.2	729.4	653.3	0	1.00	197.2	111.3	85.6	0	1.00	674.4	458.9	441.7	0	1.00	269.6	107.5	151.7	0	1.00
Pocillopora_acuta_HIv2___Sc0000001	+	intron_retention.77	2	Pocillopora_acuta_HIv2___RNAseq.g10791.t1b	7497642	7497915	7497916	7498110	7498111	7498892	174.8	92.4	10.0	0	1.00	267.5	251.2	237.0	0	1.00	524.2	649.7	481.3	0	1.00	81.5	162.5	166.5	0	1.00	372.0	305.2	327.7	9	0.97	337.9	175.6	210.9	0	1.00	801.0	690.3	444.8	0	1.00	179.1	88.5	100.6	0	1.00	601.0	441.5	298.4	0	1.00	207.5	104.6	182.3	0	1.00
Pocillopora_acuta_HIv2___Sc0000001	+	intron_retention.78	2	Pocillopora_acuta_HIv2___RNAseq.g10791.t1b	7497642	7497981	7497982	7498095	7498096	7498257	171.9	60.9	36.8	0	1.00	257.1	273.7	275.4	0	1.00	527.6	703.5	565.4	0	1.00	84.2	193.8	243.7	0	1.00	356.8	315.4	410.1	0	1.00	312.1	158.1	274.9	0	1.00	782.1	686.6	697.5	19	0.97	167.0	72.7	95.1	0	1.00	568.5	447.2	459.8	0	1.00	181.5	117.9	177.6	0	1.00
Pocillopora_acuta_HIv2___Sc0000001	+	intron_retention.79	2	Pocillopora_acuta_HIv2___RNAseq.g10791.t1b	7497642	7498091	7498092	7498217	7498218	7498892	144.9	40.7	5.0	0	1.00	261.5	268.5	231.2	15	0.95	570.4	623.7	461.4	0	1.00	110.8	243.6	153.6	0	1.00	347.0	392.6	314.2	0	1.00	274.3	256.4	201.4	0	1.00	758.9	693.0	404.6	0	1.00	143.9	96.4	100.9	0	1.00	538.9	463.3	271.4	0	1.00	165.7	174.1	182.7	0	1.00
Pocillopora_acuta_HIv2___Sc0000001	+	intron_retention.80	2	Pocillopora_acuta_HIv2___RNAseq.g10791.t1b	7498109	7498119	7498120	7498217	7498218	7498892	35.9	41.8	5.0	0	1.00	281.7	272.2	231.2	13	0.95	705.5	597.9	461.4	0	1.00	212.7	251.1	153.6	0	1.00	310.3	422.0	314.2	0	1.00	182.5	278.6	201.4	0	1.00	653.3	702.5	404.6	0	1.00	85.6	100.0	100.9	0	1.00	441.7	471.0	271.4	0	1.00	151.7	182.5	182.7	0	1.00
Pocillopora_acuta_HIv2___Sc0000001	+	intron_retention.81	2	Pocillopora_acuta_HIv2___RNAseq.g10791.t1b	7497642	7498257	7498258	7498368	7498369	7498892	115.8	6.8	3.2	0	nan	265.0	280.7	216.0	0	1.00	570.1	368.5	485.9	0	1.00	146.4	213.5	134.2	0	1.00	363.2	415.3	282.3	0	1.00	273.9	319.5	167.1	0	1.00	742.2	596.1	340.8	36	0.94	130.7	92.5	103.5	0	1.00	517.5	358.2	239.6	0	1.00	168.7	152.0	188.9	0	1.00
Pocillopora_acuta_HIv2___Sc0000001	+	intron_retention.84	2	Pocillopora_acuta_HIv2___RNAseq.g10927.t1	8851382	8851554	8851555	8851681	8851682	8851793	0.8	0.0	0.0	0	nan	196.7	254.1	305.3	28	0.90	0.0	0.0	9.3	0	nan	0.0	0.0	0.0	0	nan	23.7	19.7	17.8	0	1.00	0.0	0.0	0.0	0	nan	65.0	47.0	44.4	0	1.00	0.0	0.0	0.0	0	nan	106.2	105.6	81.8	0	1.00	0.0	0.0	0.0	0	nan
