chrm	strand	event_id	is_annotated	gene_name	e1_start	e1_end	e2_starts	e2_ends	e3_start	e3_end	LCM_4:e1_cov	LCM_4:e2_cov	LCM_4:e3_cov	LCM_4:e1e2_conf	LCM_4:sum_e2_conf	LCM_4:num_e2	LCM_4:e2e3_conf	LCM_4:e1e3_conf	LCM_4:psi	LCM_5:e1_cov	LCM_5:e2_cov	LCM_5:e3_cov	LCM_5:e1e2_conf	LCM_5:sum_e2_conf	LCM_5:num_e2	LCM_5:e2e3_conf	LCM_5:e1e3_conf	LCM_5:psi	LCM_8:e1_cov	LCM_8:e2_cov	LCM_8:e3_cov	LCM_8:e1e2_conf	LCM_8:sum_e2_conf	LCM_8:num_e2	LCM_8:e2e3_conf	LCM_8:e1e3_conf	LCM_8:psi	LCM_9:e1_cov	LCM_9:e2_cov	LCM_9:e3_cov	LCM_9:e1e2_conf	LCM_9:sum_e2_conf	LCM_9:num_e2	LCM_9:e2e3_conf	LCM_9:e1e3_conf	LCM_9:psi	LCM_15:e1_cov	LCM_15:e2_cov	LCM_15:e3_cov	LCM_15:e1e2_conf	LCM_15:sum_e2_conf	LCM_15:num_e2	LCM_15:e2e3_conf	LCM_15:e1e3_conf	LCM_15:psi	LCM_16:e1_cov	LCM_16:e2_cov	LCM_16:e3_cov	LCM_16:e1e2_conf	LCM_16:sum_e2_conf	LCM_16:num_e2	LCM_16:e2e3_conf	LCM_16:e1e3_conf	LCM_16:psi	LCM_20:e1_cov	LCM_20:e2_cov	LCM_20:e3_cov	LCM_20:e1e2_conf	LCM_20:sum_e2_conf	LCM_20:num_e2	LCM_20:e2e3_conf	LCM_20:e1e3_conf	LCM_20:psi	LCM_21:e1_cov	LCM_21:e2_cov	LCM_21:e3_cov	LCM_21:e1e2_conf	LCM_21:sum_e2_conf	LCM_21:num_e2	LCM_21:e2e3_conf	LCM_21:e1e3_conf	LCM_21:psi	LCM_26:e1_cov	LCM_26:e2_cov	LCM_26:e3_cov	LCM_26:e1e2_conf	LCM_26:sum_e2_conf	LCM_26:num_e2	LCM_26:e2e3_conf	LCM_26:e1e3_conf	LCM_26:psi	LCM_27:e1_cov	LCM_27:e2_cov	LCM_27:e3_cov	LCM_27:e1e2_conf	LCM_27:sum_e2_conf	LCM_27:num_e2	LCM_27:e2e3_conf	LCM_27:e1e3_conf	LCM_27:psi
Pocillopora_acuta_HIv2___Sc0000003	+	mult_exon_skip.32	2	Pocillopora_acuta_HIv2___TS.g8089.t1	3666680	3666742	3666981:3667692	3667031:3667754	3668008	3668070	0.0	0.0	0.0	0	0	2	0	0	nan	25.4	18.7	9.5	2	10	2	7	6	0.51	0.0	0.0	0.0	0	0	2	0	0	nan	0.0	0.0	0.0	0	0	2	0	0	nan	131.9	46.5	170.8	21	11	2	0	74	0.13	0.0	0.0	0.0	0	0	2	0	0	nan	0.0	1.8	12.7	0	0	2	0	0	nan	0.0	0.0	0.0	0	0	2	0	0	nan	60.0	26.6	43.4	12	21	2	0	30	0.27	0.0	0.0	0.0	0	0	2	0	0	nan
Pocillopora_acuta_HIv2___Sc0000003	+	mult_exon_skip.33	2	Pocillopora_acuta_HIv2___TS.g8089.t1	3666680	3666742	3666981:3667692:3668008	3667031:3667754:3668070	3668324	3668386	0.0	0.0	0.0	0	0	3	0	0	nan	25.4	15.4	28.7	2	17	3	0	11	0.30	0.0	0.0	0.0	0	0	3	0	0	nan	0.0	0.0	0.0	0	0	3	0	0	nan	131.9	90.7	182.8	21	11	3	168	0	1.00	0.0	0.0	0.0	0	0	3	0	0	nan	0.0	5.7	12.3	0	0	3	11	0	1.00	0.0	0.0	0.0	0	0	3	0	0	nan	60.0	32.6	70.7	12	21	3	36	22	0.44	0.0	0.0	0.0	0	0	3	0	0	nan
Pocillopora_acuta_HIv2___Sc0000003	+	mult_exon_skip.34	2	Pocillopora_acuta_HIv2___TS.g8089.t1	3666680	3666742	3666981:3667692:3668008:3668324	3667031:3667754:3668070:3668386	3668619	3668669	0.0	0.0	0.0	0	0	4	0	0	nan	25.4	18.9	24.8	2	17	4	14	3	0.69	0.0	0.0	0.0	0	0	4	0	0	nan	0.0	0.0	0.0	0	0	4	0	0	nan	131.9	114.9	132.2	21	179	4	131	35	0.65	0.0	0.0	0.0	0	0	4	0	0	nan	0.0	7.4	0.0	0	11	4	0	0	1.00	0.0	0.0	0.0	0	0	4	0	0	nan	60.0	42.6	43.9	12	57	4	29	16	0.55	0.0	0.0	0.0	0	0	4	0	0	nan
Pocillopora_acuta_HIv2___Sc0000003	-	mult_exon_skip.39	2	Pocillopora_acuta_HIv2___RNAseq.g5095.t1	4809164	4809459	4809664:4810560:4811456	4809886:4810937:4811775	4812140	4812362	14.6	24.2	62.4	15	1	3	0	63	0.06	0.0	0.0	0.0	0	0	3	0	0	nan	0.0	10.7	89.5	0	1	3	23	0	1.00	0.0	0.0	0.0	0	0	3	0	0	nan	31.7	20.1	95.1	2	2	3	3	1	0.64	0.0	0.5	0.0	0	0	3	0	0	nan	18.5	9.0	57.6	3	15	3	3	25	0.17	0.0	0.4	14.1	0	0	3	0	0	nan	33.3	11.5	36.6	26	6	3	15	0	1.00	17.0	8.6	32.6	8	4	3	13	0	1.00
Pocillopora_acuta_HIv2___Sc0000003	-	mult_exon_skip.42	0	Pocillopora_acuta_HIv2___RNAseq.g5095.t1	4810560	4810696	4810772:4811456:4812140:4813919	4810937:4811775:4812362:4814055	4814131	4814296	6.8	22.0	89.7	0	0	4	0	0	nan	0.0	0.0	0.0	0	0	4	0	0	nan	7.4	34.6	13.5	12	55	4	0	3	0.82	0.0	0.0	0.0	0	0	4	0	0	nan	15.6	37.3	56.7	11	28	4	4	12	0.42	0.0	0.6	15.2	0	0	4	0	0	nan	3.5	17.4	25.2	0	7	4	0	0	nan	0.0	3.9	9.2	0	0	4	0	0	nan	11.0	15.1	28.3	20	44	4	0	0	1.00	3.3	12.4	32.4	0	13	4	0	0	1.00
Pocillopora_acuta_HIv2___Sc0000003	-	mult_exon_skip.43	2	Pocillopora_acuta_HIv2___RNAseq.g5095.t1	4811456	4811775	4812140:4813919:4814131:4814810	4812362:4814055:4814296:4815129	4815498	4815720	4.4	62.2	3.6	0	109	4	16	3	0.89	0.0	0.0	0.0	0	0	4	0	0	nan	24.2	37.1	48.1	23	32	4	81	54	0.33	0.0	0.0	0.0	0	0	4	0	0	nan	18.9	46.5	38.5	3	48	4	52	37	0.36	1.5	8.4	0.0	0	20	4	0	0	1.00	2.9	23.9	18.7	3	25	4	17	14	0.39	0.0	5.5	0.0	0	0	4	0	0	nan	6.6	17.5	5.6	15	29	4	0	0	1.00	8.9	19.0	5.8	13	20	4	0	0	1.00
Pocillopora_acuta_HIv2___Sc0000003	-	mult_exon_skip.44	2	Pocillopora_acuta_HIv2___RNAseq.g5095.t1	4812178	4812362	4813919:4814131:4814810:4815498	4814055:4814296:4815129:4815720	4816352	4816729	61.2	46.7	10.9	0	125	4	3	14	0.65	0.0	0.0	3.7	0	0	4	0	0	nan	100.9	26.2	0.0	32	81	4	0	0	1.00	0.0	0.0	0.0	0	0	4	0	0	nan	111.1	31.6	51.0	25	75	4	0	85	0.19	0.0	8.4	0.0	0	20	4	0	0	1.00	62.9	13.7	36.7	1	41	4	0	48	0.15	16.6	1.8	8.9	0	0	4	0	6	0.00	39.9	9.3	23.6	29	0	4	4	9	0.42	36.4	11.9	14.3	0	20	4	0	15	0.21
Pocillopora_acuta_HIv2___Sc0000003	-	mult_exon_skip.45	2	Pocillopora_acuta_HIv2___RNAseq.g5095.t1	4814131	4814296	4814810:4815498:4816352	4815129:4815720:4816729	4817335	4817793	89.7	30.4	0.0	109	19	3	0	0	1.00	0.0	1.5	13.1	0	0	3	15	0	1.00	13.5	21.1	0.6	0	81	3	0	0	1.00	0.0	0.0	0.0	0	0	3	0	0	nan	56.7	38.7	22.4	19	52	3	33	13	0.67	15.2	5.0	0.0	20	0	3	0	0	1.00	25.2	22.8	13.0	24	17	3	24	0	1.00	9.2	3.6	0.0	0	0	3	0	0	nan	28.3	12.2	26.7	0	4	3	38	0	1.00	32.4	10.8	0.4	20	0	3	0	6	0.45
Pocillopora_acuta_HIv2___Sc0000003	-	mult_exon_skip.49	1	Pocillopora_acuta_HIv2___RNAseq.g5260.t1	6691705	6691743	6691987:6692683	6692026:6692763	6693078	6693151	158.3	115.5	140.1	0	0	2	138	0	1.00	275.4	171.1	306.9	0	0	2	63	103	0.17	0.0	0.0	0.0	0	0	2	0	0	nan	0.0	0.0	2.5	0	0	2	0	0	nan	117.0	17.8	5.6	0	0	2	0	0	nan	39.3	24.7	38.1	0	0	2	34	0	1.00	151.2	90.0	96.6	27	13	2	91	0	1.00	186.7	59.1	61.6	0	0	2	0	0	nan	158.1	128.8	213.2	102	56	2	84	73	0.52	70.1	14.5	0.0	0	0	2	0	0	nan
Pocillopora_acuta_HIv2___Sc0000004	+	mult_exon_skip.53	0	Pocillopora_acuta_HIv2___RNAseq.g13040.t1	6535419	6535527	6536035:6536264	6536116:6536418	6536761	6536853	0.0	0.0	0.0	0	0	2	0	0	nan	19.8	0.4	31.3	0	0	2	0	22	0.00	0.0	0.0	0.0	0	0	2	0	0	nan	0.0	0.0	67.0	0	0	2	0	0	nan	0.0	2.4	8.7	0	3	2	6	0	nan	2.2	11.6	12.0	10	0	2	10	0	1.00	10.3	0.8	8.6	0	1	2	0	0	nan	0.0	0.0	18.8	0	0	2	0	0	nan	37.4	7.3	24.4	0	10	2	0	27	0.11	56.1	0.0	33.0	0	0	2	0	25	0.00
Pocillopora_acuta_HIv2___Sc0000004	-	mult_exon_skip.57	0	Pocillopora_acuta_HIv2___RNAseq.g12553.t1	465284	465679	466966:467101	467021:467207	468475	468635	0.0	0.0	0.0	0	0	2	0	0	nan	112.0	9.5	6.5	0	0	2	0	14	0.00	0.0	0.0	0.0	0	0	2	0	0	nan	0.0	0.0	0.0	0	0	2	0	0	nan	0.3	0.0	0.0	0	0	2	0	0	nan	0.0	0.0	0.0	0	0	2	0	0	nan	21.4	87.6	147.9	0	0	2	55	0	1.00	1.3	0.0	0.0	0	0	2	0	0	nan	67.9	30.9	93.4	44	31	2	0	0	1.00	0.0	0.0	63.7	0	0	2	0	0	nan
Pocillopora_acuta_HIv2___Sc0000005	+	mult_exon_skip.64	0	Pocillopora_acuta_HIv2___TS.g12284.t1	2270139	2270207	2270733:2271323	2270840:2271425	2271554	2271668	0.0	0.0	2.3	0	0	2	0	0	nan	0.0	0.5	15.5	0	0	2	0	0	nan	0.0	21.0	108.6	0	0	2	0	0	nan	0.0	0.1	8.5	0	0	2	1	0	nan	0.0	5.9	59.5	0	0	2	0	0	nan	0.0	28.3	86.0	0	0	2	58	0	1.00	45.5	40.0	70.4	25	23	2	46	0	1.00	0.0	6.9	48.3	0	0	2	0	0	nan	64.4	28.7	163.1	21	2	2	30	41	0.30	50.4	69.7	89.2	0	0	2	66	0	1.00
Pocillopora_acuta_HIv2___Sc0000005	+	mult_exon_skip.65	2	Pocillopora_acuta_HIv2___RNAseq.g13877.t1	3115551	3115608	3116626:3116892:3117669	3116686:3116972:3117771	3118606	3118795	0.0	0.0	0.0	0	0	3	0	0	nan	18.5	17.3	24.9	0	35	3	26	0	1.00	0.0	0.0	5.2	0	0	3	0	0	nan	0.0	0.0	0.0	0	0	3	0	0	nan	44.4	45.9	8.7	44	103	3	29	0	1.00	0.0	0.0	0.0	0	0	3	0	0	nan	0.0	0.0	0.0	0	0	3	0	0	nan	0.0	0.0	0.0	0	0	3	0	0	nan	4.0	0.0	1.2	0	0	3	0	4	0.00	0.0	1.0	0.0	0	0	3	0	0	nan
Pocillopora_acuta_HIv2___Sc0000005	-	mult_exon_skip.70	0	Pocillopora_acuta_HIv2___RNAseq.g13664.t1	957312	957361	957980:958562:958827	958045:958595:958934	959619	959712	4.9	0.0	0.0	0	0	3	0	0	nan	123.9	103.3	91.1	110	117	3	111	0	1.00	0.0	3.5	8.6	0	0	3	11	0	1.00	0.0	0.0	0.0	0	0	3	0	0	nan	32.6	3.6	0.0	13	0	3	0	0	1.00	29.5	48.5	89.0	29	0	3	76	0	1.00	151.8	106.3	72.4	128	136	3	74	25	0.77	0.0	0.0	0.0	0	0	3	0	0	nan	187.2	216.8	241.2	173	150	3	235	0	1.00	45.7	55.3	55.7	47	61	3	56	0	1.00
Pocillopora_acuta_HIv2___Sc0000005	-	mult_exon_skip.71	2	Pocillopora_acuta_HIv2___RNAseq.g14043.t1	5114866	5114937	5115537:5116473	5115602:5116523	5116988	5117050	0.0	0.0	0.0	0	0	2	0	0	nan	272.5	254.3	255.0	280	234	2	222	27	0.90	308.4	114.8	289.9	137	106	2	103	179	0.39	0.0	0.0	0.0	0	0	2	0	0	nan	173.4	126.8	98.7	163	117	2	91	0	1.00	144.1	118.5	73.1	138	136	2	73	0	1.00	50.3	37.4	15.5	36	34	2	19	0	1.00	0.0	0.0	0.0	0	0	2	0	0	nan	225.7	192.6	146.3	218	173	2	169	0	1.00	120.6	65.5	72.4	80	56	2	72	0	1.00
Pocillopora_acuta_HIv2___Sc0000006	-	mult_exon_skip.75	0	Pocillopora_acuta_HIv2___TS.g28104.t1	5830980	5831175	5831484:5832128	5831598:5832214	5832665	5832750	0.0	0.0	0.0	0	0	2	0	0	nan	0.0	0.0	0.0	0	0	2	0	0	nan	0.0	0.0	0.0	0	0	2	0	0	nan	0.0	0.0	0.0	0	0	2	0	0	nan	0.0	0.0	0.0	0	0	2	0	0	nan	0.0	0.0	0.0	0	0	2	0	0	nan	49.2	28.5	30.4	41	19	2	14	11	0.69	0.0	0.0	0.0	0	0	2	0	0	nan	0.0	0.0	0.0	0	0	2	0	0	nan	0.0	0.0	0.0	0	0	2	0	0	nan
Pocillopora_acuta_HIv2___Sc0000007	+	mult_exon_skip.79	0	Pocillopora_acuta_HIv2___RNAseq.6974_t	1383103	1383192	1386079:1386284	1386213:1386373	1387733	1387932	0.0	5.3	0.0	0	0	2	0	0	nan	0.0	0.0	0.0	0	0	2	0	0	nan	0.0	9.7	0.0	0	0	2	0	0	nan	0.0	0.0	0.0	0	0	2	0	0	nan	7.7	11.7	0.0	10	0	2	0	0	1.00	0.0	0.2	0.0	0	0	2	0	0	nan	0.0	0.3	0.0	0	0	2	0	0	nan	0.0	0.6	0.0	0	0	2	0	0	nan	11.8	55.7	43.2	15	53	2	30	0	1.00	26.1	69.7	18.4	36	69	2	63	7	0.89
Pocillopora_acuta_HIv2___Sc0000007	-	mult_exon_skip.80	2	Pocillopora_acuta_HIv2___RNAseq.g17422.t1	391951	392050	392653:393278:393844:394093	392824:393388:393890:394365	395320	395478	168.1	165.3	113.3	195	558	4	107	0	1.00	27.1	21.8	39.4	24	65	4	4	0	1.00	0.0	0.0	0.0	0	0	4	0	0	nan	0.0	0.0	0.0	0	0	4	0	0	nan	0.0	0.4	41.1	0	0	4	16	0	1.00	13.2	5.5	0.0	25	0	4	0	0	1.00	0.0	0.0	0.0	0	0	4	0	0	nan	44.7	0.0	87.6	0	0	4	0	77	0.00	50.0	33.5	33.1	55	90	4	24	0	1.00	57.2	14.2	0.0	59	15	4	0	0	1.00
Pocillopora_acuta_HIv2___Sc0000007	-	mult_exon_skip.81	0	Pocillopora_acuta_HIv2___RNAseq.g17610.t5	2091339	2091505	2091859:2092293:2094013	2091887:2092425:2094116	2094472	2094500	2584.7	1747.6	5514.3	1760	0	3	4797	958	0.63	4084.9	4138.3	7996.4	3301	0	3	7405	896	0.75	3012.0	2464.2	4221.8	2484	68	3	3792	490	0.76	2204.5	1440.8	2759.5	1654	0	3	2456	358	0.74	3092.0	2340.7	5203.7	2340	0	3	4835	571	0.76	2660.4	2272.2	5329.2	1979	0	3	4643	577	0.74	3399.6	3454.1	6479.1	2742	0	3	6361	709	0.76	1579.4	1290.5	3226.3	1195	0	3	2818	523	0.66	5245.2	5521.0	9470.4	4466	34	3	8861	871	0.79	1458.6	1250.2	2526.4	1211	0	3	2432	318	0.74
Pocillopora_acuta_HIv2___Sc0000007	-	mult_exon_skip.83	0	Pocillopora_acuta_HIv2___RNAseq.g17610.t5	2091859	2091887	2092293:2094013:2094472	2092425:2094116:2094500	2095036	2095076	2116.8	2118.0	5960.2	0	4797	3	4859	1316	0.65	4835.8	4482.9	9289.9	0	7405	3	6882	2197	0.62	2768.8	2622.6	4203.7	68	3792	3	3630	466	0.80	2109.2	1511.7	2884.4	0	2456	3	2324	697	0.63	3023.0	2578.4	5768.0	0	4835	3	4642	997	0.70	2885.2	2538.7	6100.6	0	4643	3	4659	1321	0.64	3264.3	3804.6	6660.7	0	6361	3	5603	925	0.76	1522.7	1476.2	3637.0	0	2818	3	2820	744	0.65	6059.2	5892.9	10831.5	34	8861	3	8273	1962	0.69	1557.0	1355.8	2759.1	0	2432	3	2174	597	0.66
Pocillopora_acuta_HIv2___Sc0000007	-	mult_exon_skip.86	0	Pocillopora_acuta_HIv2___TS.g22844.t2	2557002	2557034	2557211:2557665:2558124	2557249:2557768:2558159	2561799	2561859	0.0	0.0	0.0	0	0	3	0	0	nan	89.5	34.6	140.7	22	54	3	73	64	0.37	238.7	89.3	424.7	39	166	3	215	227	0.32	27.4	3.1	14.0	0	6	3	6	22	0.12	62.0	85.5	144.0	53	150	3	144	0	1.00	29.4	14.8	70.3	0	33	3	33	36	0.31	55.2	72.0	203.9	35	134	3	165	22	0.79	12.2	16.2	31.6	19	27	3	25	0	1.00	219.5	40.3	263.4	31	66	3	90	183	0.20	138.5	19.6	178.3	0	42	3	49	137	0.14
Pocillopora_acuta_HIv2___Sc0000007	-	mult_exon_skip.87	2	Pocillopora_acuta_HIv2___TS.g22844.t2	2558124	2558159	2561799:2562085:2562753	2561859:2562166:2562832	2563037	2563119	0.0	0.0	0.0	0	0	3	0	0	nan	63.2	160.2	159.6	73	155	3	169	0	1.00	196.9	337.4	227.1	215	425	3	209	0	1.00	6.0	5.6	4.0	6	3	3	0	0	nan	151.9	136.5	72.5	144	156	3	80	0	1.00	34.2	43.1	36.0	33	57	3	27	0	1.00	161.1	166.5	127.3	165	202	3	111	19	0.86	24.6	21.0	12.8	25	32	3	1	0	1.00	82.1	210.3	124.3	90	259	3	139	0	1.00	43.4	132.8	104.5	49	183	3	73	0	1.00
