chrm	strand	event_id	is_annotated	gene_name	e1_start	e1_end	e2_start	e2_end	e3_start	e3_end	LCM_4:e1_cov	LCM_4:e2_cov	LCM_4:e3_cov	LCM_4:e1e3_conf	LCM_4:e2_conf	LCM_4:psi	LCM_5:e1_cov	LCM_5:e2_cov	LCM_5:e3_cov	LCM_5:e1e3_conf	LCM_5:e2_conf	LCM_5:psi	LCM_8:e1_cov	LCM_8:e2_cov	LCM_8:e3_cov	LCM_8:e1e3_conf	LCM_8:e2_conf	LCM_8:psi	LCM_9:e1_cov	LCM_9:e2_cov	LCM_9:e3_cov	LCM_9:e1e3_conf	LCM_9:e2_conf	LCM_9:psi	LCM_15:e1_cov	LCM_15:e2_cov	LCM_15:e3_cov	LCM_15:e1e3_conf	LCM_15:e2_conf	LCM_15:psi	LCM_16:e1_cov	LCM_16:e2_cov	LCM_16:e3_cov	LCM_16:e1e3_conf	LCM_16:e2_conf	LCM_16:psi	LCM_20:e1_cov	LCM_20:e2_cov	LCM_20:e3_cov	LCM_20:e1e3_conf	LCM_20:e2_conf	LCM_20:psi	LCM_21:e1_cov	LCM_21:e2_cov	LCM_21:e3_cov	LCM_21:e1e3_conf	LCM_21:e2_conf	LCM_21:psi	LCM_26:e1_cov	LCM_26:e2_cov	LCM_26:e3_cov	LCM_26:e1e3_conf	LCM_26:e2_conf	LCM_26:psi	LCM_27:e1_cov	LCM_27:e2_cov	LCM_27:e3_cov	LCM_27:e1e3_conf	LCM_27:e2_conf	LCM_27:psi
Pocillopora_acuta_HIv2___Sc0000000	+	alt_3prime.25	1	Pocillopora_acuta_HIv2___TS.g11126.t1	11485624	11485694	11486066	11486071	11486072	11486139	0.0	0.0	0.0	0	0	nan	30.1	4.0	25.2	24	4	0.14	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	3.4	0	0	nan	74.0	60.5	107.8	25	56	0.69	0.0	0.0	0.0	0	0	nan	1.9	3.0	3.2	0	1	nan	54.3	57.3	55.2	0	54	1.00
Pocillopora_acuta_HIv2___Sc0000000	+	alt_3prime.26	1	Pocillopora_acuta_HIv2___RNAseq.g28377.t1	11823443	11823489	11823723	11823725	11823726	11823869	521.9	539.7	307.8	0	535	1.00	431.5	413.3	312.1	5	416	0.99	357.2	398.0	152.5	0	292	1.00	258.2	247.3	228.5	0	247	1.00	271.0	267.3	232.8	0	270	1.00	241.7	243.0	149.8	0	245	1.00	532.1	523.7	331.8	0	517	1.00	41.7	43.0	19.6	0	43	1.00	510.0	497.0	363.4	2	489	1.00	211.9	192.7	157.4	0	193	1.00
Pocillopora_acuta_HIv2___Sc0000000	+	alt_3prime.28	1	Pocillopora_acuta_HIv2___TS.g11286.t1	13268240	13268788	13269324	13269324	13269325	13269353	43.4	0.0	0.0	0	0	nan	15.7	36.0	31.9	0	34	1.00	0.0	0.0	0.0	0	0	nan	83.0	493.0	504.6	0	483	1.00	0.0	5.0	9.2	0	0	nan	14.6	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	73.9	212.0	219.5	4	205	0.98	34.0	37.0	33.2	0	37	1.00	220.0	185.0	182.9	0	185	1.00
Pocillopora_acuta_HIv2___Sc0000000	-	alt_3prime.30	1	Pocillopora_acuta_HIv2___TS.g10198.t2	573184	573445	573446	573852	574285	574387	0.0	0.0	0.0	0	0	nan	31.7	26.8	18.7	8	18	0.69	167.0	53.7	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	57.4	12.3	31.5	29	0	0.00	0.0	0.0	0.0	0	0	nan	57.3	0.0	21.7	43	0	0.00	0.1	0.0	0.0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000000	-	alt_3prime.32	2	Pocillopora_acuta_HIv2___RNAseq.g27669.t1	3683752	3683797	3683798	3683822	3684026	3684140	0.0	0.0	0.0	0	0	nan	31.2	35.4	36.2	0	36	1.00	99.2	100.0	46.2	0	92	1.00	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	68.0	42.0	33.1	31	40	0.56	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	141.9	146.1	83.3	0	139	1.00
Pocillopora_acuta_HIv2___Sc0000000	-	alt_3prime.33	1	Pocillopora_acuta_HIv2___RNAseq.g27679.t1	3811874	3811905	3811906	3812073	3812678	3812681	429.9	80.6	330.2	221	67	0.23	276.0	8.3	191.5	169	0	0.00	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	26.7	12.1	14.0	0	0	nan	345.8	49.1	187.2	158	22	0.12	21.5	0.0	19.5	20	0	0.00	377.4	78.4	251.2	214	19	0.08	72.3	2.6	37.5	40	0	0.00	233.2	25.6	48.5	50	0	0.00
Pocillopora_acuta_HIv2___Sc0000000	-	alt_3prime.34	1	Pocillopora_acuta_HIv2___RNAseq.g27679.t1	3811874	3811905	3811906	3812159	3812678	3812681	429.9	53.3	330.2	221	0	0.00	276.0	5.5	191.5	169	0	0.00	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	26.7	13.0	14.0	0	0	nan	345.8	32.5	187.2	158	0	0.00	21.5	0.0	19.5	20	0	0.00	377.4	69.5	251.2	214	28	0.12	72.3	1.7	37.5	40	0	0.00	233.2	16.9	48.5	50	0	0.00
Pocillopora_acuta_HIv2___Sc0000000	-	alt_3prime.35	0	Pocillopora_acuta_HIv2___RNAseq.g27679.t1	3811874	3812073	3812074	3812159	3812678	3812681	136.5	0.0	330.2	67	0	0.00	51.1	0.0	191.5	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	14.4	14.7	14.0	0	0	nan	96.6	0.0	187.2	22	0	0.00	3.4	0.0	19.5	0	0	nan	126.2	52.1	251.2	19	28	0.60	13.8	0.0	37.5	0	0	nan	58.8	0.0	48.5	0	0	nan
Pocillopora_acuta_HIv2___Sc0000000	-	alt_3prime.37	2	Pocillopora_acuta_HIv2___RNAseq.g27701.t1	4102376	4102487	4102488	4102573	4105660	4105812	0.0	0.0	0.0	0	0	nan	90.8	72.6	97.1	0	81	1.00	0.0	27.0	52.6	0	49	1.00	0.0	0.0	0.0	0	0	nan	66.7	40.8	84.9	0	28	1.00	7.3	11.7	11.7	0	14	1.00	38.9	33.7	6.4	0	28	1.00	0.0	0.0	0.0	0	0	nan	84.7	36.2	53.6	36	32	0.47	15.4	9.5	14.5	0	0	nan
Pocillopora_acuta_HIv2___Sc0000000	-	alt_3prime.38	2	Pocillopora_acuta_HIv2___RNAseq.g27848.t1	5130674	5130764	5130765	5130768	5132683	5132757	79.9	68.5	58.4	0	70	1.00	51.7	63.0	54.5	0	60	1.00	44.1	94.5	93.2	0	95	1.00	0.6	0.0	0.0	0	0	nan	134.1	159.0	153.4	0	159	1.00	42.4	63.0	71.4	0	63	1.00	14.5	27.0	26.7	7	8	0.53	100.8	114.0	106.5	0	113	1.00	155.5	118.5	145.4	42	112	0.73	54.7	51.0	47.0	0	51	1.00
Pocillopora_acuta_HIv2___Sc0000000	-	alt_3prime.40	1	Pocillopora_acuta_HIv2___TS.g10620.t1	5196554	5196596	5196597	5196615	5197434	5197494	0.0	0.0	0.0	0	0	nan	47.2	0.2	78.1	38	0	0.00	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	50.0	0.0	68.3	57	0	0.00	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	103.9	0.4	73.4	79	0	0.00	46.9	16.7	36.2	23	0	0.00	41.3	8.3	27.0	23	5	0.18
Pocillopora_acuta_HIv2___Sc0000000	-	alt_3prime.41	2	Pocillopora_acuta_HIv2___TS.g10620.t1	5197685	5197751	5197752	5197757	5198319	5198604	0.0	0.0	0.0	0	0	nan	74.2	42.2	95.2	40	3	0.07	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	56.4	33.0	10.0	3	33	0.92	0.0	0.0	6.5	0	0	nan	0.0	0.0	0.3	0	0	nan	78.2	81.0	83.4	0	81	1.00	50.2	53.8	14.6	0	50	1.00	41.6	22.0	90.7	33	22	0.40
Pocillopora_acuta_HIv2___Sc0000000	-	alt_3prime.42	1	Pocillopora_acuta_HIv2___RNAseq.g27861.t1	5234875	5234940	5234941	5234955	5235415	5235531	505.3	130.5	405.4	361	122	0.25	581.4	0.1	417.0	488	0	0.00	425.9	0.3	222.4	336	0	0.00	183.5	0.1	156.3	174	0	0.00	876.4	0.7	627.0	795	0	0.00	437.0	0.8	367.6	420	0	0.00	616.2	0.7	467.2	547	0	0.00	227.5	0.0	201.4	216	0	0.00	831.2	0.9	693.1	764	0	0.00	121.7	0.0	109.7	126	0	0.00
Pocillopora_acuta_HIv2___Sc0000000	-	alt_3prime.46	0	Pocillopora_acuta_HIv2___RNAseq.g28039.t1	7456880	7456993	7456994	7457079	7458472	7458639	0.0	0.0	0.0	0	0	nan	30.3	14.2	22.6	14	0	0.00	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	48.5	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	94.2	76.2	76.8	33	39	0.54	0.0	0.0	21.3	0	0	nan
Pocillopora_acuta_HIv2___Sc0000000	-	alt_3prime.47	2	Pocillopora_acuta_HIv2___TS.g10819.t1	7486501	7486545	7486546	7486549	7486768	7486813	190.5	164.8	28.8	0	43	1.00	256.1	181.8	62.8	0	117	1.00	6.7	3.0	0.8	0	3	nan	0.0	0.0	0.0	0	0	nan	112.3	81.0	37.0	0	63	1.00	218.9	179.2	27.9	0	53	1.00	260.4	198.5	73.3	9	84	0.90	0.0	0.0	0.0	0	0	nan	446.3	309.8	136.2	20	195	0.91	22.2	18.0	0.0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000000	-	alt_3prime.51	2	Pocillopora_acuta_HIv2___RNAseq.g28255.t1	10176277	10176396	10176397	10176426	10176741	10176800	0.0	0.0	0.0	0	0	nan	111.6	123.7	70.2	0	74	1.00	0.0	0.0	0.0	0	0	nan	0.1	0.0	0.0	0	0	nan	116.5	78.0	90.8	18	65	0.78	0.0	0.0	0.0	0	0	nan	41.2	25.3	36.0	0	24	1.00	0.0	0.0	0.0	0	0	nan	105.4	113.6	132.4	0	108	1.00	0.0	0.0	0.0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000000	-	alt_3prime.56	1	Pocillopora_acuta_HIv2___RNAseq.g28435.t2	12342074	12342227	12342228	12342246	12342831	12342995	152.3	0.0	187.0	212	0	0.00	65.8	0.0	99.7	92	0	0.00	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	65.1	1.0	92.6	95	0	0.00	68.8	0.0	93.3	96	0	0.00	55.2	0.0	48.4	73	0	0.00	56.0	0.0	16.5	52	0	0.00	219.7	54.3	254.3	248	52	0.17	27.1	0.0	30.0	31	0	0.00
Pocillopora_acuta_HIv2___Sc0000000	-	alt_3prime.57	2	Pocillopora_acuta_HIv2___RNAseq.g28464.t1	12668588	12668682	12668683	12668698	12669128	12669196	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	255.2	273.1	265.0	0	259	1.00	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	49.1	52.8	36.3	0	49	1.00	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	167.2	89.0	135.9	64	88	0.58
Pocillopora_acuta_HIv2___Sc0000000	-	alt_3prime.62	2	Pocillopora_acuta_HIv2___RNAseq.g28704.t1	15668345	15668446	15668447	15668452	15669544	15669659	362.3	84.0	335.9	277	82	0.23	300.6	219.0	237.0	63	220	0.78	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	63.9	31.7	65.6	43	32	0.43	55.4	56.8	56.7	0	55	1.00	78.7	41.8	71.6	32	39	0.55	90.8	0.0	85.8	94	0	0.00	238.9	198.2	205.8	48	197	0.80	82.1	0.0	60.9	77	0	0.00
Pocillopora_acuta_HIv2___Sc0000001	+	alt_3prime.63	1	Pocillopora_acuta_HIv2___RNAseq.g10170.t1	382950	383033	383628	383632	383633	383705	86.6	96.8	106.3	0	89	1.00	210.2	206.6	222.9	32	174	0.84	107.3	116.6	122.4	0	111	1.00	0.0	0.0	0.0	0	0	nan	107.2	132.4	140.6	0	97	1.00	52.8	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	49.6	50.2	77.7	0	50	1.00	212.4	229.8	281.0	0	222	1.00	119.1	111.8	118.7	0	104	1.00
Pocillopora_acuta_HIv2___Sc0000001	+	alt_3prime.64	2	Pocillopora_acuta_HIv2___RNAseq.g10172.t1	410959	411113	411506	411631	411632	411705	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.4	0	0	nan	141.9	0.0	176.8	145	0	0.00	0.0	0.0	0.0	0	0	nan	25.3	0.0	43.4	37	0	0.00	57.3	0.0	53.9	46	0	0.00	82.7	28.5	93.5	61	27	0.31	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	80.1	0.0	58.3	65	0	0.00
Pocillopora_acuta_HIv2___Sc0000001	+	alt_3prime.65	1	Pocillopora_acuta_HIv2___RNAseq.g10174.t2	425935	426045	426346	426348	426349	426803	0.0	0.0	0.0	0	0	nan	100.7	39.7	110.7	89	39	0.30	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	49.3	71.3	89.2	0	66	1.00	60.0	0.0	49.6	57	0	0.00	0.0	0.0	0.4	0	0	nan	0.0	0.0	0.0	0	0	nan	144.6	79.3	134.5	44	80	0.65	0.0	0.0	10.1	0	0	nan
Pocillopora_acuta_HIv2___Sc0000001	+	alt_3prime.68	1	Pocillopora_acuta_HIv2___RNAseq.g10332.t1	1919648	1919688	1920236	1920268	1920269	1920291	0.0	0.0	0.0	0	0	nan	67.7	68.9	76.2	0	68	1.00	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	130.1	68.0	128.0	66	68	0.51	29.0	34.5	33.4	0	24	1.00	0.0	0.0	0.0	0	0	nan	18.8	17.0	20.6	0	15	1.00	39.6	35.1	39.0	0	30	1.00
Pocillopora_acuta_HIv2___Sc0000001	+	alt_3prime.69	2	Pocillopora_acuta_HIv2___TS.g28528.t1b	2367669	2368052	2368786	2368788	2368789	2368836	465.5	112.7	567.1	443	108	0.20	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	186.6	0.3	155.5	159	0	0.00	0.0	0.0	0.0	0	0	nan	208.1	0.7	251.8	231	0	0.00	16.1	0.0	19.9	17	0	0.00	364.1	0.7	483.8	435	0	0.00	0.0	0.0	0.0	0	0	nan	761.1	72.0	906.5	817	74	0.08
Pocillopora_acuta_HIv2___Sc0000001	+	alt_3prime.71	0	Pocillopora_acuta_HIv2___TS.g28528.t1b	2369487	2369604	2370451	2370611	2370612	2370758	83.5	387.0	298.3	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	206.9	599.6	815.6	0	303	1.00	0.0	5.9	13.6	0	0	nan	86.2	611.4	655.3	0	143	1.00	0.0	15.9	42.5	0	0	nan	193.9	699.3	730.8	0	151	1.00	0.0	0.0	0.0	0	0	nan	230.4	1492.2	1381.2	80	265	0.77
Pocillopora_acuta_HIv2___Sc0000001	+	alt_3prime.72	2	Pocillopora_acuta_HIv2___RNAseq.g10378.t1	2459744	2459859	2460496	2460569	2460570	2460680	154.9	16.1	51.0	0	29	1.00	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	22.4	3.9	26.9	0	14	1.00	0.0	0.0	0.0	0	0	nan	164.5	51.2	178.9	0	56	1.00	0.0	0.0	0.0	0	0	nan	350.7	19.8	179.4	134	36	0.21
Pocillopora_acuta_HIv2___Sc0000001	+	alt_3prime.73	1	Pocillopora_acuta_HIv2___RNAseq.g10385.t1	2608109	2608132	2608773	2608846	2608847	2608957	53.3	157.2	104.6	0	62	1.00	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	30.5	42.1	44.7	0	34	1.00	0.0	0.0	0.0	0	0	nan	105.0	260.9	233.1	3	102	0.97	0.0	0.0	0.0	0	0	nan	126.5	156.1	204.7	71	66	0.48
Pocillopora_acuta_HIv2___Sc0000001	+	alt_3prime.76	0	Pocillopora_acuta_HIv2___RNAseq.g10522.t1	4447709	4448079	4448152	4448199	4448200	4448378	25.9	255.2	86.8	11	60	0.85	30.4	93.0	29.6	0	9	nan	37.6	337.3	90.8	0	1	nan	49.8	321.0	120.0	0	57	1.00	21.8	162.2	53.8	0	15	1.00	66.5	370.0	154.8	0	145	1.00	72.4	300.3	89.9	0	123	1.00	50.6	231.0	117.4	39	64	0.62	34.3	154.1	55.4	0	37	1.00	26.0	212.0	73.4	0	55	1.00
Pocillopora_acuta_HIv2___Sc0000001	+	alt_3prime.77	1	Pocillopora_acuta_HIv2___TS.g28716.t2	5006527	5006632	5007216	5007218	5007219	5007329	117.5	123.0	107.6	0	122	1.00	108.4	98.3	132.8	0	98	1.00	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	38.2	49.0	77.6	0	49	1.00	66.5	76.3	78.9	0	75	1.00	37.1	45.3	66.1	0	44	1.00	0.0	0.0	2.1	0	0	nan	0.0	0.0	0.0	0	0	nan	183.9	145.3	210.5	44	144	0.77
Pocillopora_acuta_HIv2___Sc0000001	+	alt_3prime.82	1	Pocillopora_acuta_HIv2___RNAseq.g10791.t1b	7499210	7499355	7499710	7499710	7499711	7499833	9.1	10.0	5.0	0	10	1.00	153.0	164.0	119.1	0	164	1.00	309.5	299.0	241.0	0	297	1.00	0.9	1.0	0.2	0	1	nan	175.1	202.0	183.9	0	202	1.00	196.1	153.0	186.0	64	152	0.70	132.2	132.0	108.0	0	129	1.00	90.8	99.0	73.9	0	99	1.00	248.1	264.0	229.7	0	263	1.00	144.6	196.0	171.7	0	193	1.00
Pocillopora_acuta_HIv2___Sc0000001	+	alt_3prime.83	1	Pocillopora_acuta_HIv2___TS.g29013.t1b	7940284	7940552	7940631	7940633	7940634	7940717	0.0	0.0	0.0	0	0	nan	57.7	60.3	67.2	0	61	1.00	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	55.7	80.0	77.1	0	79	1.00	93.7	38.3	43.0	0	37	1.00	0.0	0.0	0.0	0	0	nan	89.9	97.0	89.1	0	97	1.00	15.3	19.0	16.1	0	19	1.00	128.5	146.0	178.9	24	144	0.86
Pocillopora_acuta_HIv2___Sc0000001	+	alt_3prime.84	1	Pocillopora_acuta_HIv2___RNAseq.g10857.t1	8113590	8113676	8116147	8116150	8116151	8116360	54.4	67.0	82.7	0	67	1.00	465.0	549.8	659.8	22	551	0.96	693.5	909.5	1044.4	0	909	1.00	168.6	254.8	276.3	0	255	1.00	371.5	464.2	543.8	0	462	1.00	263.5	327.8	307.7	0	325	1.00	422.2	482.8	620.6	0	476	1.00	160.9	169.8	172.1	0	169	1.00	370.3	454.0	552.7	0	453	1.00	223.7	278.5	314.9	0	277	1.00
Pocillopora_acuta_HIv2___Sc0000001	+	alt_3prime.86	1	Pocillopora_acuta_HIv2___RNAseq.g10875.t1b	8335214	8335281	8336370	8336405	8336406	8336486	7318.3	7294.6	5048.4	0	7295	1.00	7223.5	7101.5	4860.7	0	7182	1.00	7752.2	7863.3	5269.4	0	7796	1.00	5053.9	5147.1	3866.4	0	5103	1.00	8636.1	8718.6	5760.6	0	8763	1.00	9320.9	9258.8	6320.3	0	9330	1.00	7325.1	7434.2	5356.0	0	7312	1.00	6437.8	6349.3	4480.2	0	6295	1.00	10489.1	10487.8	7236.6	0	10495	1.00	9070.6	8844.2	5974.1	99	8973	0.99
