chrm	strand	event_id	is_annotated	gene_name	e1_start	e1_end	e2_start	e2_end	e3_start	e3_end	LCM_4:e1_cov	LCM_4:e2_cov	LCM_4:e3_cov	LCM_4:e1e3_conf	LCM_4:e2_conf	LCM_4:psi	LCM_5:e1_cov	LCM_5:e2_cov	LCM_5:e3_cov	LCM_5:e1e3_conf	LCM_5:e2_conf	LCM_5:psi	LCM_8:e1_cov	LCM_8:e2_cov	LCM_8:e3_cov	LCM_8:e1e3_conf	LCM_8:e2_conf	LCM_8:psi	LCM_9:e1_cov	LCM_9:e2_cov	LCM_9:e3_cov	LCM_9:e1e3_conf	LCM_9:e2_conf	LCM_9:psi	LCM_15:e1_cov	LCM_15:e2_cov	LCM_15:e3_cov	LCM_15:e1e3_conf	LCM_15:e2_conf	LCM_15:psi	LCM_16:e1_cov	LCM_16:e2_cov	LCM_16:e3_cov	LCM_16:e1e3_conf	LCM_16:e2_conf	LCM_16:psi	LCM_20:e1_cov	LCM_20:e2_cov	LCM_20:e3_cov	LCM_20:e1e3_conf	LCM_20:e2_conf	LCM_20:psi	LCM_21:e1_cov	LCM_21:e2_cov	LCM_21:e3_cov	LCM_21:e1e3_conf	LCM_21:e2_conf	LCM_21:psi	LCM_26:e1_cov	LCM_26:e2_cov	LCM_26:e3_cov	LCM_26:e1e3_conf	LCM_26:e2_conf	LCM_26:psi	LCM_27:e1_cov	LCM_27:e2_cov	LCM_27:e3_cov	LCM_27:e1e3_conf	LCM_27:e2_conf	LCM_27:psi
Pocillopora_acuta_HIv2___Sc0000000	+	alt_5prime.21	2	Pocillopora_acuta_HIv2___RNAseq.g28461.t1	12642233	12642297	12642298	12642298	12642739	12642789	0.0	0.0	0.0	0	0	nan	168.0	134.0	181.7	25	131	0.84	1.5	0.0	0.0	0	0	nan	20.9	10.0	0.9	0	6	nan	43.6	25.0	18.1	0	22	1.00	97.6	59.0	67.0	0	52	1.00	53.8	59.0	60.4	0	56	1.00	120.2	118.0	143.8	0	112	1.00	163.4	128.0	132.9	0	120	1.00	90.0	82.0	88.9	0	80	1.00
Pocillopora_acuta_HIv2___Sc0000000	+	alt_5prime.23	2	Pocillopora_acuta_HIv2___RNAseq.g28496.t1	13192667	13192800	13192801	13192801	13193850	13194097	117.9	269.0	312.7	0	269	1.00	444.0	811.0	936.4	38	802	0.95	79.9	197.0	314.1	0	195	1.00	11.6	4.0	103.0	0	0	nan	86.3	165.0	194.9	0	163	1.00	624.2	1087.0	1116.9	0	1071	1.00	215.8	405.0	464.3	0	399	1.00	260.7	536.0	551.4	0	528	1.00	372.3	802.0	812.0	0	800	1.00	150.7	259.0	304.7	0	259	1.00
Pocillopora_acuta_HIv2___Sc0000000	-	alt_5prime.32	0	Pocillopora_acuta_HIv2___RNAseq.g27482.t1	1362256	1362304	1363106	1363188	1363189	1363305	65.3	0.0	0.0	0	0	nan	705.7	114.6	97.2	9	112	0.93	590.3	326.9	218.5	0	320	1.00	389.1	0.0	0.0	0	0	nan	436.1	64.9	32.2	0	73	1.00	472.8	0.0	0.0	0	0	nan	538.2	131.1	72.7	0	114	1.00	860.0	0.0	0.0	0	0	nan	466.8	38.2	21.4	0	49	1.00	661.0	0.0	0.0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000000	-	alt_5prime.36	1	Pocillopora_acuta_HIv2___RNAseq.g27701.t1	4091465	4091539	4092086	4092088	4092089	4092173	18.3	0.0	0.0	0	0	nan	58.7	76.3	93.3	0	72	1.00	212.0	256.3	205.2	0	233	1.00	0.0	0.0	0.0	0	0	nan	195.9	201.3	203.3	0	187	1.00	343.8	316.3	328.6	0	315	1.00	142.7	72.3	66.5	0	72	1.00	214.2	196.7	224.3	0	198	1.00	93.8	28.0	52.0	25	29	0.54	102.3	76.7	60.5	0	75	1.00
Pocillopora_acuta_HIv2___Sc0000000	-	alt_5prime.38	1	Pocillopora_acuta_HIv2___RNAseq.g27730.t1	4288542	4288621	4288816	4288825	4288826	4288898	0.0	0.0	0.0	0	0	nan	22.5	18.7	11.1	0	19	1.00	92.5	67.4	35.8	0	69	1.00	14.6	0.0	0.0	0	0	nan	33.5	18.5	8.2	3	19	0.86	3.2	2.0	1.6	0	2	nan	23.1	0.0	0.0	0	0	nan	1.0	0.0	0.0	0	0	nan	30.4	37.0	31.0	0	37	1.00	41.0	30.5	19.7	0	31	1.00
Pocillopora_acuta_HIv2___Sc0000000	-	alt_5prime.40	2	Pocillopora_acuta_HIv2___RNAseq.g27861.t1	5233871	5233969	5234871	5234874	5234875	5234940	540.9	0.2	505.3	509	0	0.00	586.6	46.8	581.4	562	46	0.08	473.6	0.0	425.9	475	0	0.00	217.6	0.2	183.5	186	0	0.00	883.6	0.2	876.4	873	0	0.00	464.4	0.0	437.0	441	0	0.00	665.4	0.5	616.2	624	0	0.00	217.4	0.0	227.5	218	0	0.00	874.6	1.0	831.2	847	0	0.00	102.4	1.2	121.7	110	0	0.00
Pocillopora_acuta_HIv2___Sc0000000	-	alt_5prime.41	2	Pocillopora_acuta_HIv2___RNAseq.g27861.t1	5237040	5237084	5237194	5237335	5237336	5237359	201.9	0.0	111.4	132	0	0.00	214.0	0.0	99.4	124	0	0.00	85.3	0.0	31.2	46	0	0.00	85.9	0.0	45.0	58	0	0.00	384.1	72.4	179.3	196	82	0.29	205.9	0.0	115.7	145	0	0.00	267.0	0.0	127.9	185	0	0.00	110.0	0.0	74.5	83	0	0.00	389.8	0.0	174.2	241	0	0.00	52.0	0.0	17.1	27	0	0.00
Pocillopora_acuta_HIv2___Sc0000000	-	alt_5prime.42	1	Pocillopora_acuta_HIv2___RNAseq.g27881.t1	5609633	5609746	5610169	5610282	5610283	5610396	121.8	108.3	126.1	0	125	1.00	76.6	105.8	124.3	8	61	0.88	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	6.7	39.1	102.8	0	10	1.00	0.0	0.0	17.5	0	0	nan	65.9	54.2	52.2	0	47	1.00	86.4	93.0	126.7	0	94	1.00	148.2	168.3	171.3	0	144	1.00	0.0	0.0	0.0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000000	-	alt_5prime.46	1	Pocillopora_acuta_HIv2___TS.g10733.t1	6718189	6718354	6718652	6718781	6718782	6719013	12.7	0.2	1.2	0	0	nan	410.0	290.6	212.6	11	338	0.97	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	297.3	194.1	154.6	0	184	1.00	180.7	75.1	63.6	0	68	1.00	254.7	125.2	75.8	0	165	1.00	1.1	0.0	0.0	0	0	nan	297.3	307.7	202.0	0	209	1.00	96.6	89.3	34.9	0	114	1.00
Pocillopora_acuta_HIv2___Sc0000000	-	alt_5prime.48	1	Pocillopora_acuta_HIv2___RNAseq.g28203.t1	9595329	9595371	9595507	9595527	9595528	9595585	77.3	79.8	85.6	0	82	1.00	209.5	170.0	206.9	30	169	0.85	3.4	0.0	0.0	0	0	nan	2.0	0.0	0.0	0	0	nan	106.0	106.2	105.6	0	103	1.00	0.0	0.0	0.0	0	0	nan	127.4	132.6	129.0	0	134	1.00	0.0	0.0	0.0	0	0	nan	216.5	189.0	164.6	0	196	1.00	150.7	152.9	162.9	0	151	1.00
Pocillopora_acuta_HIv2___Sc0000000	-	alt_5prime.57	1	Pocillopora_acuta_HIv2___RNAseq.g28704.t1	15666628	15666770	15668345	15668346	15668347	15668446	271.5	377.5	362.0	0	373	1.00	179.3	282.0	301.0	0	276	1.00	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	23.6	50.5	64.2	0	42	1.00	42.7	59.0	55.4	0	58	1.00	53.5	83.5	78.6	0	79	1.00	33.0	84.0	90.9	0	82	1.00	153.9	220.0	239.2	15	220	0.94	62.8	74.0	82.3	0	72	1.00
Pocillopora_acuta_HIv2___Sc0000001	+	alt_5prime.58	1	Pocillopora_acuta_HIv2___RNAseq.g10178.t1	483051	483256	483257	483290	483806	483860	0.0	0.0	0.0	0	0	nan	58.9	46.0	61.8	34	16	0.32	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	25.9	0.1	74.6	73	0	0.00	0.0	0.0	0.0	0	0	nan	9.8	0.0	21.8	25	0	0.00	0.0	0.0	0.0	0	0	nan	19.8	0.0	42.9	41	0	0.00	0.0	0.0	0.0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000001	+	alt_5prime.63	0	Pocillopora_acuta_HIv2___RNAseq.g10522.t1	4447709	4448079	4448080	4448175	4448200	4448378	25.9	166.4	86.8	11	18	0.62	30.4	87.7	29.6	0	0	nan	37.6	320.2	90.8	0	0	nan	49.8	262.4	120.0	0	0	nan	21.8	133.8	53.8	0	0	nan	66.5	266.2	154.8	0	33	1.00	72.4	222.0	89.9	0	0	nan	50.6	162.0	117.4	39	0	0.00	34.3	135.0	55.4	0	0	nan	26.0	151.3	73.4	0	23	1.00
Pocillopora_acuta_HIv2___Sc0000001	+	alt_5prime.64	2	Pocillopora_acuta_HIv2___RNAseq.g10537.t1	4630401	4630664	4630665	4630665	4631908	4632068	202.3	216.0	148.1	0	214	1.00	196.2	191.0	148.5	21	186	0.90	268.1	303.0	232.9	0	147	1.00	0.0	0.0	0.0	0	0	nan	236.6	255.0	160.7	0	252	1.00	64.0	68.0	60.0	0	68	1.00	214.5	259.0	197.9	0	255	1.00	153.9	112.0	127.8	0	110	1.00	214.5	222.0	179.6	0	217	1.00	342.8	303.0	293.2	0	245	1.00
Pocillopora_acuta_HIv2___Sc0000001	+	alt_5prime.65	1	Pocillopora_acuta_HIv2___RNAseq.g10567.t1	5052488	5052546	5052547	5052553	5052710	5052764	201.0	22.0	98.2	126	0	0.00	67.7	0.0	44.3	56	0	0.00	0.0	0.0	0.0	0	0	nan	194.2	0.0	167.4	176	0	0.00	19.9	0.7	7.1	0	0	nan	74.9	0.0	47.6	68	0	0.00	87.6	41.6	68.2	37	38	0.51	57.8	0.0	65.8	56	0	0.00	127.1	0.0	76.5	91	0	0.00	67.4	0.6	54.9	57	0	0.00
Pocillopora_acuta_HIv2___Sc0000001	+	alt_5prime.66	2	Pocillopora_acuta_HIv2___RNAseq.g10577.t1	5163229	5163406	5163407	5163442	5163931	5165015	0.0	0.0	0.1	0	0	nan	0.0	0.0	0.4	0	0	nan	283.2	315.1	320.8	0	308	1.00	0.0	0.0	0.0	0	0	nan	108.9	105.0	132.9	0	99	1.00	0.0	0.0	0.0	0	0	nan	33.7	32.9	77.2	0	30	1.00	0.0	0.0	0.0	0	0	nan	103.3	105.5	167.5	6	98	0.94	188.4	220.3	170.3	0	211	1.00
Pocillopora_acuta_HIv2___Sc0000001	+	alt_5prime.67	2	Pocillopora_acuta_HIv2___RNAseq.g10587.t1	5326662	5326711	5326712	5326742	5327677	5327950	0.0	0.0	0.0	0	0	nan	136.4	179.5	240.0	13	152	0.92	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	12.1	13.3	80.6	21	18	0.46	0.0	0.0	0.4	0	0	nan	9.6	25.8	13.1	0	0	nan	64.4	71.6	62.5	0	71	1.00	94.5	38.9	105.2	86	0	0.00	93.1	95.8	85.8	0	89	1.00
Pocillopora_acuta_HIv2___Sc0000001	+	alt_5prime.69	2	Pocillopora_acuta_HIv2___TS.g29013.t1b	7940078	7940112	7940113	7940113	7940284	7940552	0.0	0.0	0.0	0	0	nan	69.4	35.0	57.7	35	31	0.47	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	45.8	53.0	55.7	0	53	1.00	123.5	114.0	93.7	0	112	1.00	0.0	0.0	0.0	0	0	nan	78.5	89.0	89.9	0	85	1.00	14.9	14.0	15.3	0	11	1.00	100.7	105.0	128.5	0	99	1.00
Pocillopora_acuta_HIv2___Sc0000001	+	alt_5prime.71	2	Pocillopora_acuta_HIv2___RNAseq.g10875.t1b	8335214	8335280	8335281	8335281	8336370	8336486	7316.3	7453.0	5739.5	0	7295	1.00	7220.8	7408.0	5550.2	0	7182	1.00	7749.3	7946.0	6067.5	0	7796	1.00	5051.4	5216.0	4260.4	0	5103	1.00	8631.8	8929.0	6670.7	0	8763	1.00	9317.3	9562.0	7224.5	0	9330	1.00	7322.5	7501.0	5995.4	0	7312	1.00	6437.6	6449.0	5055.3	0	6295	1.00	10484.6	10790.0	8237.0	0	10495	1.00	9067.5	9279.0	6857.2	38	8973	1.00
Pocillopora_acuta_HIv2___Sc0000001	+	alt_5prime.78	2	Pocillopora_acuta_HIv2___RNAseq.g11209.t1	12010977	12011138	12011139	12011139	12011642	12011722	0.0	0.0	0.0	0	0	nan	155.1	134.0	73.9	0	134	1.00	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	13.5	17.0	12.1	0	17	1.00	0.0	0.0	0.0	0	0	nan	85.9	62.0	33.1	0	62	1.00	0.0	0.0	0.0	0	0	nan	72.1	52.0	32.6	4	52	0.93	129.9	105.0	68.0	0	104	1.00
Pocillopora_acuta_HIv2___Sc0000001	+	alt_5prime.79	2	Pocillopora_acuta_HIv2___RNAseq.g11220.t1	12157941	12158141	12158142	12158144	12158533	12158691	0.0	0.0	0.0	0	0	nan	60.1	86.3	129.0	13	87	0.87	0.0	0.0	0.0	0	0	nan	190.4	185.7	166.4	0	182	1.00	0.0	0.0	0.0	0	0	nan	0.0	0.0	1.3	0	0	nan	153.1	203.3	215.8	0	201	1.00	0.0	0.0	0.0	0	0	nan	52.8	78.0	105.0	0	77	1.00	39.9	36.0	41.0	0	36	1.00
Pocillopora_acuta_HIv2___Sc0000001	+	alt_5prime.81	0	Pocillopora_acuta_HIv2___TS.g29531.t1	13545314	13545542	13545543	13545544	13546557	13547891	298.4	320.0	80.2	0	320	1.00	669.4	668.0	120.3	40	670	0.94	817.9	828.0	158.1	0	831	1.00	238.0	241.0	244.8	0	241	1.00	220.8	238.5	78.8	0	237	1.00	129.9	135.0	27.5	0	135	1.00	556.3	630.0	186.2	0	631	1.00	410.5	350.5	69.9	0	351	1.00	622.8	685.5	287.7	0	685	1.00	464.0	537.0	69.1	0	535	1.00
Pocillopora_acuta_HIv2___Sc0000001	-	alt_5prime.82	2	Pocillopora_acuta_HIv2___RNAseq.g10169.t1	354857	355101	355957	355963	355964	356161	10.6	0.0	0.0	0	0	nan	138.0	0.0	159.0	160	0	0.00	421.6	0.0	256.7	356	0	0.00	189.6	0.0	193.3	213	0	0.00	128.4	0.0	68.2	90	0	0.00	0.0	0.0	0.0	0	0	nan	274.8	0.0	186.2	248	0	0.00	0.7	0.0	0.0	0	0	nan	95.8	41.6	35.7	9	43	0.83	90.7	0.0	72.9	91	0	0.00
Pocillopora_acuta_HIv2___Sc0000001	-	alt_5prime.86	1	Pocillopora_acuta_HIv2___RNAseq.g10449.t1	3321941	3322025	3322687	3322718	3322719	3322779	0.0	0.0	0.0	0	0	nan	360.0	302.5	318.6	32	312	0.91	376.9	341.7	319.0	0	351	1.00	0.0	0.0	0.0	0	0	nan	58.8	38.8	38.4	0	44	1.00	64.0	60.2	45.2	0	61	1.00	27.3	15.4	6.8	0	12	1.00	191.2	112.9	78.6	0	136	1.00	373.1	300.1	273.8	0	322	1.00	194.0	143.1	119.8	0	148	1.00
Pocillopora_acuta_HIv2___Sc0000001	-	alt_5prime.87	0	Pocillopora_acuta_HIv2___RNAseq.g10449.t1	3322719	3322779	3323373	3323378	3323379	3323441	0.0	0.0	0.0	0	0	nan	318.6	72.3	324.8	235	14	0.06	319.0	0.0	323.8	328	0	0.00	0.0	0.0	0.0	0	0	nan	38.4	0.0	46.8	41	0	0.00	45.2	0.0	9.4	25	0	0.00	6.8	0.0	1.0	2	0	nan	78.6	0.0	72.5	71	0	0.00	273.8	109.0	244.1	112	67	0.37	119.8	51.8	121.3	72	51	0.41
Pocillopora_acuta_HIv2___Sc0000001	-	alt_5prime.88	2	Pocillopora_acuta_HIv2___RNAseq.g10449.t1	3323082	3323150	3323373	3323378	3323379	3323441	0.0	0.0	0.0	0	0	nan	64.6	72.3	324.8	17	55	0.76	0.0	0.0	323.8	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	46.8	0	0	nan	0.0	0.0	9.4	0	0	nan	0.0	0.0	1.0	0	0	nan	0.0	0.0	72.5	0	0	nan	77.5	109.0	244.1	29	42	0.59	0.0	51.8	121.3	0	0	nan
Pocillopora_acuta_HIv2___Sc0000001	-	alt_5prime.89	0	Pocillopora_acuta_HIv2___RNAseq.g10498.t1	4140520	4140538	4140642	4140791	4140792	4140841	2.5	0.0	0.0	0	0	nan	99.5	5.7	47.2	45	9	0.17	62.0	3.5	0.0	0	0	nan	10.0	0.0	0.0	0	0	nan	21.8	0.0	0.0	0	0	nan	14.2	0.0	0.0	0	0	nan	86.6	0.0	53.0	51	0	0.00	0.0	0.0	0.0	0	0	nan	285.2	0.0	233.9	247	0	0.00	0.0	0.0	0.0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000001	-	alt_5prime.90	2	Pocillopora_acuta_HIv2___TS.g28671.t1	4364072	4364318	4364710	4364872	4364873	4364900	0.0	0.0	0.0	0	0	nan	45.0	23.2	22.4	4	36	0.90	68.8	0.0	32.6	36	0	0.00	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	43.1	35.2	26.8	0	39	1.00	0.0	0.0	0.0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000001	-	alt_5prime.94	2	Pocillopora_acuta_HIv2___RNAseq.g10652.t1	5992675	5992843	5993505	5993508	5993509	5993568	1.1	0.0	0.0	0	0	nan	152.6	81.2	137.5	47	82	0.64	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	0.0	0.0	0.0	0	0	nan	69.5	30.0	61.8	31	31	0.50	0.0	0.0	0.0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000001	-	alt_5prime.101	0	Pocillopora_acuta_HIv2___TS.g29076.t1	8661080	8661200	8661835	8661992	8661993	8662034	149.5	0.0	134.3	140	0	0.00	151.2	42.8	91.4	62	0	0.00	326.5	0.0	347.2	339	0	0.00	0.0	0.0	1.2	0	0	nan	214.3	0.0	209.2	220	0	0.00	101.2	0.0	95.0	111	0	0.00	41.1	0.0	42.8	41	0	0.00	0.0	0.0	0.0	0	0	nan	209.8	8.7	170.1	182	19	0.09	85.4	0.0	67.6	74	0	0.00
Pocillopora_acuta_HIv2___Sc0000001	-	alt_5prime.103	1	Pocillopora_acuta_HIv2___RNAseq.g10930.t1	8891292	8891344	8891920	8891994	8891995	8892119	930.2	1005.5	724.8	0	976	1.00	1284.9	1386.0	1178.4	0	1351	1.00	142.4	186.1	140.5	0	154	1.00	749.7	830.3	706.9	0	792	1.00	543.9	621.7	489.1	0	589	1.00	555.4	633.1	588.8	0	577	1.00	429.3	471.8	405.5	0	456	1.00	558.3	530.4	419.5	0	553	1.00	570.1	625.9	560.3	39	575	0.94	559.8	592.0	435.0	0	592	1.00
Pocillopora_acuta_HIv2___Sc0000001	-	alt_5prime.104	0	Pocillopora_acuta_HIv2___RNAseq.g10930.t1	8891995	8892119	8897216	8897235	8897236	8897327	724.8	0.0	37.0	57	0	0.00	1178.4	0.0	72.8	103	0	0.00	140.5	0.0	51.5	76	0	0.00	706.9	0.0	347.1	531	0	0.00	489.1	0.0	29.5	48	0	0.00	588.8	0.1	96.3	138	0	0.00	405.5	24.7	58.2	82	26	0.24	419.5	0.0	22.3	49	0	0.00	560.3	37.4	106.3	141	41	0.23	435.0	0.0	0.0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000001	-	alt_5prime.109	1	Pocillopora_acuta_HIv2___RNAseq.g11117.t1	10948563	10948591	10949495	10949501	10949502	10949653	0.0	0.0	0.0	0	0	nan	33.2	33.6	34.0	0	34	1.00	99.2	94.1	67.4	0	89	1.00	0.0	0.0	0.0	0	0	nan	39.4	39.4	31.6	0	39	1.00	189.4	181.4	145.5	0	179	1.00	44.2	6.0	45.7	34	6	0.15	0.0	0.0	0.0	0	0	nan	103.1	101.0	128.9	0	93	1.00	0.0	0.0	0.0	0	0	nan
